episode,ending_environment_step,episode_return,episode_length
0,500,-500.0,500
1,1000,-500.0,500
2,1500,-500.0,500
3,1990,-480.0,481
4,2490,-500.0,500
5,2990,-500.0,500
6,3490,-500.0,500
7,3760,-275.0,276
8,4260,-500.0,500
9,4760,-500.0,500
10,5260,-500.0,500
11,5760,-500.0,500
12,6260,-500.0,500
13,6760,-500.0,500
14,7260,-500.0,500
15,7760,-500.0,500
16,8260,-500.0,500
17,8660,-400.0,401
18,9160,-500.0,500
19,9580,-414.0,415
20,10080,-500.0,500
21,10360,-281.0,282
22,10860,-500.0,500
23,11360,-500.0,500
24,11860,-500.0,500
25,12360,-500.0,500
26,12860,-500.0,500
27,13360,-500.0,500
28,13860,-500.0,500
29,14360,-500.0,500
30,14860,-500.0,500
31,15360,-500.0,500
32,15860,-500.0,500
33,16360,-500.0,500
34,16860,-500.0,500
35,17360,-500.0,500
36,17860,-500.0,500
37,18360,-500.0,500
38,18860,-500.0,500
39,19360,-500.0,500
40,19860,-500.0,500
41,20360,-500.0,500
42,20860,-500.0,500
43,21360,-500.0,500
44,21860,-500.0,500
45,22360,-500.0,500
46,22860,-500.0,500
47,23360,-500.0,500
48,23760,-402.0,403
49,24260,-500.0,500
50,24760,-500.0,500
51,25220,-460.0,461
52,25720,-500.0,500
53,26220,-500.0,500
54,26720,-500.0,500
55,27220,-500.0,500
56,27510,-290.0,291
57,28010,-500.0,500
58,28510,-500.0,500
59,29010,-500.0,500
60,29300,-282.0,283
61,29570,-272.0,273
62,29740,-173.0,174
63,29950,-200.0,201
64,30260,-318.0,319
65,30590,-320.0,321
66,30920,-331.0,332
67,31070,-152.0,153
68,31300,-226.0,227
69,31430,-133.0,134
70,31640,-203.0,204
71,31850,-212.0,213
72,32010,-164.0,165
73,32360,-347.0,348
74,32660,-299.0,300
75,33040,-376.0,377
76,33540,-500.0,500
77,34040,-500.0,500
78,34310,-267.0,268
79,34500,-194.0,195
80,35000,-500.0,500
81,35180,-180.0,181
82,35620,-432.0,433
83,35870,-251.0,252
84,36010,-146.0,147
85,36370,-356.0,357
86,36580,-206.0,207
87,36800,-217.0,218
88,37300,-500.0,500
89,37800,-500.0,500
90,38020,-225.0,226
91,38390,-370.0,371
92,38730,-332.0,333
93,39230,-500.0,500
94,39350,-127.0,128
95,39480,-126.0,127
96,39660,-180.0,181
97,39810,-150.0,151
98,39950,-138.0,139
99,40160,-204.0,205
100,40410,-247.0,248
101,40510,-99.0,100
102,40650,-144.0,145
103,40840,-184.0,185
104,40910,-76.0,77
105,41080,-166.0,167
106,41180,-104.0,105
107,41380,-197.0,198
108,41550,-171.0,172
109,41710,-159.0,160
110,41840,-122.0,123
111,42080,-239.0,240
112,42320,-245.0,246
113,42520,-197.0,198
114,42680,-159.0,160
115,42810,-123.0,124
116,42960,-151.0,152
117,43170,-216.0,217
118,43670,-500.0,500
119,43860,-184.0,185
120,44010,-152.0,153
121,44190,-180.0,181
122,44380,-181.0,182
123,44490,-109.0,110
124,44720,-236.0,237
125,45220,-500.0,500
126,45530,-309.0,310
127,45720,-187.0,188
128,45870,-145.0,146
129,45990,-121.0,122
130,46200,-208.0,209
131,46290,-95.0,96
132,46480,-181.0,182
133,46740,-264.0,265
134,46990,-246.0,247
135,47140,-149.0,150
136,47250,-109.0,110
137,47420,-171.0,172
138,47800,-377.0,378
139,48180,-384.0,385
140,48370,-191.0,192
141,48740,-362.0,363
142,49240,-500.0,500
143,49490,-253.0,254
144,49720,-225.0,226
145,50130,-410.0,411
146,50300,-168.0,169
147,50800,-500.0,500
148,51140,-339.0,340
149,51550,-414.0,415
150,51710,-154.0,155
151,51920,-215.0,216
152,52380,-460.0,461
153,52480,-95.0,96
154,52800,-319.0,320
155,53240,-438.0,439
156,53470,-233.0,234
157,53620,-144.0,145
158,53990,-373.0,374
159,54260,-264.0,265
160,54420,-165.0,166
161,54620,-200.0,201
162,54750,-126.0,127
163,54970,-222.0,223
164,55430,-455.0,456
165,55870,-443.0,444
166,56120,-241.0,242
167,56430,-313.0,314
168,56700,-267.0,268
169,56920,-218.0,219
170,57260,-340.0,341
171,57620,-357.0,358
172,58120,-500.0,500
173,58430,-314.0,315
174,58640,-210.0,211
175,58810,-165.0,166
176,59120,-306.0,307
177,59620,-500.0,500
178,60120,-500.0,500
179,60600,-487.0,488
180,61100,-500.0,500
181,61430,-325.0,326
182,61780,-352.0,353
183,62030,-245.0,246
184,62380,-355.0,356
185,62530,-147.0,148
186,62810,-276.0,277
187,63310,-500.0,500
188,63810,-500.0,500
189,64220,-408.0,409
190,64720,-500.0,500
191,65220,-500.0,500
192,65510,-289.0,290
193,66010,-500.0,500
194,66510,-500.0,500
195,66800,-293.0,294
196,67160,-354.0,355
197,67490,-330.0,331
198,67990,-500.0,500
199,68420,-430.0,431
200,68920,-500.0,500
201,69420,-500.0,500
202,69920,-500.0,500
203,70400,-476.0,477
204,70710,-313.0,314
205,71060,-350.0,351
206,71410,-350.0,351
207,71830,-416.0,417
208,72230,-397.0,398
209,72470,-244.0,245
210,72840,-369.0,370
211,73040,-200.0,201
212,73230,-185.0,186
213,73400,-165.0,166
214,73550,-151.0,152
215,73780,-229.0,230
216,73920,-145.0,146
217,74170,-242.0,243
218,74500,-335.0,336
219,74700,-197.0,198
220,74850,-151.0,152
221,74960,-106.0,107
222,75120,-160.0,161
223,75400,-277.0,278
224,75640,-245.0,246
225,75760,-113.0,114
226,75910,-149.0,150
227,76070,-165.0,166
228,76170,-99.0,100
229,76290,-118.0,119
230,76410,-115.0,116
231,76610,-196.0,197
232,76790,-186.0,187
233,76930,-139.0,140
234,77260,-328.0,329
235,77480,-219.0,220
236,77670,-189.0,190
237,77880,-206.0,207
238,78050,-165.0,166
239,78200,-153.0,154
240,78360,-164.0,165
241,78490,-124.0,125
242,78750,-261.0,262
243,78860,-106.0,107
244,79020,-157.0,158
245,79140,-119.0,120
246,79360,-223.0,224
247,79560,-200.0,201
248,79650,-88.0,89
249,79770,-116.0,117
250,79930,-165.0,166
251,80050,-114.0,115
252,80150,-104.0,105
253,80260,-107.0,108
254,80420,-156.0,157
255,80530,-108.0,109
