environment_step,learning_update,td_loss
1000,1,1.0128856897354126
1010,2,0.9223342537879944
1020,3,0.8432251811027527
1030,4,0.742350697517395
1040,5,0.6690940856933594
1050,6,0.6018763780593872
1060,7,0.5009862780570984
1070,8,0.4416850805282593
1080,9,0.4021940529346466
1090,10,0.34013277292251587
1100,11,0.27108171582221985
1110,12,0.19053511321544647
1120,13,0.19277913868427277
1130,14,0.14859801530838013
1140,15,0.12161601334810257
1150,16,0.11428910493850708
1160,17,0.07171448320150375
1170,18,0.0682835727930069
1180,19,0.048298366367816925
1190,20,0.0761369988322258
1200,21,0.06294329464435577
1210,22,0.054763972759246826
1220,23,0.10284825414419174
1230,24,0.16015233099460602
1240,25,0.07467798888683319
1250,26,0.11665287613868713
1260,27,0.12108419090509415
1270,28,0.059561751782894135
1280,29,0.0891592800617218
1290,30,0.09250393509864807
1300,31,0.038532186299562454
1310,32,0.04985250532627106
1320,33,0.03877699747681618
1330,34,0.032955288887023926
1340,35,0.020185204222798347
1350,36,0.026117844507098198
1360,37,0.021632147952914238
1370,38,0.026619529351592064
1380,39,0.03125535696744919
1390,40,0.030626656487584114
1400,41,0.028565511107444763
1410,42,0.024159805849194527
1420,43,0.027089204639196396
1430,44,0.028251467272639275
1440,45,0.01996779814362526
1450,46,0.0214739628136158
1460,47,0.011363809928297997
1470,48,0.011453315615653992
1480,49,0.01031157560646534
1490,50,0.009968940168619156
1500,51,0.0046588280238211155
1510,52,0.006830981001257896
1520,53,0.009976462461054325
1530,54,0.005593060050159693
1540,55,0.00722906831651926
1550,56,0.005403545685112476
1560,57,0.007368516176939011
1570,58,0.0038810980040580034
1580,59,0.0037340011913329363
1590,60,0.004872193560004234
1600,61,0.0074843065813183784
1610,62,0.004852859303355217
1620,63,0.0045080361887812614
1630,64,0.003334939479827881
1640,65,0.0019683116115629673
1650,66,0.0021134684793651104
1660,67,0.0018400601111352444
1670,68,0.0013514859601855278
1680,69,0.002180218929424882
1690,70,0.0016999468207359314
1700,71,0.0021461232099682093
1710,72,0.0015422389842569828
1720,73,0.002419952768832445
1730,74,0.002273082733154297
1740,75,0.0015367416199296713
1750,76,0.001702422508969903
1760,77,0.0010509677231311798
1770,78,0.0017622935120016336
1780,79,0.001338296220637858
1790,80,0.0014200429432094097
1800,81,0.0011478581000119448
1810,82,0.0010296765249222517
1820,83,0.0010659052059054375
1830,84,0.0012618961045518517
1840,85,0.001261912751942873
1850,86,0.0013733094092458487
1860,87,0.0008762751240283251
1870,88,0.0010756442788988352
1880,89,0.0009637402836233377
1890,90,0.0010876627638936043
1900,91,0.0009202029905281961
1910,92,0.0014797784388065338
1920,93,0.0007231165654957294
1930,94,0.0006806051242165267
1940,95,0.0009443819872103631
1950,96,0.0008377484627999365
1960,97,0.0005882242694497108
1970,98,0.0009364321595057845
1980,99,0.0006325196009129286
1990,100,0.0004980935482308269
2000,101,0.0005639728624373674
2010,102,0.934543788433075
2020,103,0.8553650975227356
2030,104,0.7654789686203003
2040,105,0.5934019088745117
2050,106,0.4427257478237152
2060,107,0.31048721075057983
2070,108,0.2189696580171585
2080,109,0.1371382176876068
2090,110,0.0620853528380394
2100,111,0.053801149129867554
2110,112,0.10947805643081665
2120,113,0.2168792337179184
2130,114,0.2489267885684967
2140,115,0.19634908437728882
2150,116,0.3146999478340149
2160,117,0.2743128538131714
2170,118,0.31001001596450806
2180,119,0.12715916335582733
2190,120,0.0523420013487339
2200,121,0.09238438308238983
2210,122,0.06034174561500549
2220,123,0.046949803829193115
2230,124,0.11070110648870468
2240,125,0.09150242805480957
2250,126,0.11453837156295776
2260,127,0.14160951972007751
2270,128,0.13196170330047607
2280,129,0.14496095478534698
2290,130,0.08383491635322571
2300,131,0.12177551537752151
2310,132,0.09876779466867447
2320,133,0.09116069972515106
2330,134,0.04714198783040047
2340,135,0.03321519494056702
2350,136,0.03171819821000099
2360,137,0.05619890242815018
2370,138,0.05227210372686386
2380,139,0.059475164860486984
2390,140,0.10073620826005936
2400,141,0.02733212523162365
2410,142,0.04932664707303047
2420,143,0.12120737880468369
2430,144,0.0680624470114708
2440,145,0.1094222217798233
2450,146,0.035127993673086166
2460,147,0.04668201506137848
2470,148,0.046394992619752884
2480,149,0.022641029208898544
2490,150,0.048375193029642105
2500,151,0.08947549015283585
2510,152,0.07651162147521973
2520,153,0.04120342433452606
2530,154,0.06709881871938705
2540,155,0.055016081780195236
2550,156,0.060704827308654785
2560,157,0.030648773536086082
2570,158,0.060380976647138596
2580,159,0.04023939371109009
2590,160,0.033135246485471725
2600,161,0.11674519628286362
2610,162,0.05998869985342026
2620,163,0.01863274909555912
2630,164,0.040872957557439804
2640,165,0.05507969483733177
2650,166,0.0752277746796608
2660,167,0.04964493215084076
2670,168,0.10826216638088226
2680,169,0.07614948600530624
2690,170,0.06594739854335785
2700,171,0.03319109231233597
2710,172,0.024639984592795372
2720,173,0.04303484410047531
2730,174,0.06698645651340485
2740,175,0.05270395427942276
2750,176,0.0605555921792984
2760,177,0.06553450226783752
2770,178,0.05540723353624344
2780,179,0.05926608666777611
2790,180,0.04661490395665169
2800,181,0.05126301944255829
2810,182,0.04441104829311371
2820,183,0.013165151700377464
2830,184,0.027812717482447624
2840,185,0.05580579489469528
2850,186,0.04651600122451782
2860,187,0.061506807804107666
2870,188,0.04536157101392746
2880,189,0.04690251871943474
2890,190,0.048129625618457794
2900,191,0.03990396112203598
2910,192,0.0453500933945179
2920,193,0.09687361866235733
2930,194,0.04157266393303871
2940,195,0.03250744566321373
2950,196,0.030944600701332092
2960,197,0.021287044510245323
2970,198,0.04579991474747658
2980,199,0.014100126922130585
2990,200,0.04809759557247162
3000,201,0.07251781225204468
3010,202,0.9026853442192078
3020,203,0.8356931209564209
3030,204,0.6864951848983765
3040,205,0.530288815498352
3050,206,0.36389169096946716
3060,207,0.25014179944992065
3070,208,0.33143776655197144
3080,209,0.3838445246219635
3090,210,0.3785092830657959
3100,211,0.3300960958003998
3110,212,0.5383740067481995
3120,213,0.2838439643383026
3130,214,0.31697878241539
3140,215,0.08865180611610413
3150,216,0.29320940375328064
3160,217,0.15125304460525513
3170,218,0.11024238169193268
3180,219,0.12862521409988403
3190,220,0.13992060720920563
3200,221,0.2547749876976013
3210,222,0.19024285674095154
3220,223,0.1242711991071701
3230,224,0.17071369290351868
3240,225,0.08458535373210907
3250,226,0.16759881377220154
3260,227,0.12069425731897354
3270,228,0.11826987564563751
3280,229,0.08961287885904312
3290,230,0.06899847835302353
3300,231,0.14189402759075165
3310,232,0.06649594008922577
3320,233,0.17038694024085999
3330,234,0.25772133469581604
3340,235,0.11304641515016556
3350,236,0.08868804574012756
3360,237,0.17589165270328522
3370,238,0.2896460294723511
3380,239,0.11960358172655106
3390,240,0.15185756981372833
3400,241,0.2255745232105255
3410,242,0.18147478997707367
3420,243,0.09788426011800766
3430,244,0.07930561900138855
