environment_step,learning_update,td_loss
1000,1,0.877017617225647
1010,2,0.7182135581970215
1020,3,0.6266089677810669
1030,4,0.500175416469574
1040,5,0.45791617035865784
1050,6,0.36936891078948975
1060,7,0.305477499961853
1070,8,0.24864481389522552
1080,9,0.21914124488830566
1090,10,0.11678445339202881
1100,11,0.12294670939445496
1110,12,0.11646632850170135
1120,13,0.14248190820217133
1130,14,0.13787227869033813
1140,15,0.15494857728481293
1150,16,0.1349892020225525
1160,17,0.13939136266708374
1170,18,0.13923092186450958
1180,19,0.1067904680967331
1190,20,0.13169308006763458
1200,21,0.12280450761318207
1210,22,0.06936847418546677
1220,23,0.10774200409650803
1230,24,0.08140042424201965
1240,25,0.0935213640332222
1250,26,0.10858362913131714
1260,27,0.08573278039693832
1270,28,0.09009573608636856
1280,29,0.07001425325870514
1290,30,0.07125941663980484
1300,31,0.049599967896938324
1310,32,0.061756353825330734
1320,33,0.06249743327498436
1330,34,0.06704054027795792
1340,35,0.05843957141041756
1350,36,0.05028432607650757
1360,37,0.05326339974999428
1370,38,0.04647032916545868
1380,39,0.04100281372666359
1390,40,0.042905353009700775
1400,41,0.025834238156676292
1410,42,0.0313403382897377
1420,43,0.02378801628947258
1430,44,0.02432539314031601
1440,45,0.014752097427845001
1450,46,0.030305711552500725
1460,47,0.022490283474326134
1470,48,0.02631634660065174
1480,49,0.021579323336482048
1490,50,0.07893844693899155
1500,51,0.07162346690893173
1510,52,0.015245718881487846
1520,53,0.02804582566022873
1530,54,0.01569346897304058
1540,55,0.024048389866948128
1550,56,0.01747915893793106
1560,57,0.020245013758540154
1570,58,0.02983783930540085
1580,59,0.03564992919564247
1590,60,0.021552957594394684
1600,61,0.018035102635622025
1610,62,0.013150619342923164
1620,63,0.018545718863606453
1630,64,0.005337173584848642
1640,65,0.020707422867417336
1650,66,0.009822779335081577
1660,67,0.022602001205086708
1670,68,0.028462430462241173
1680,69,0.0215181615203619
1690,70,0.012521577067673206
1700,71,0.014177300035953522
1710,72,0.014505036175251007
1720,73,0.010365008376538754
1730,74,0.01573196053504944
1740,75,0.012561234645545483
1750,76,0.014418593607842922
1760,77,0.01262576598674059
1770,78,0.009526091627776623
1780,79,0.00958405714482069
1790,80,0.011526359245181084
1800,81,0.018981263041496277
1810,82,0.011524884961545467
1820,83,0.014734785072505474
1830,84,0.02646828442811966
1840,85,0.008572433143854141
1850,86,0.008735083974897861
1860,87,0.00981864519417286
1870,88,0.010031783021986485
1880,89,0.010705257765948772
1890,90,0.00467671500518918
1900,91,0.010766596533358097
1910,92,0.005509307142347097
1920,93,0.02501721866428852
1930,94,0.010206504724919796
1940,95,0.006495447363704443
1950,96,0.009648134931921959
1960,97,0.010729101486504078
1970,98,0.007280842401087284
1980,99,0.0075425500981509686
1990,100,0.008828961290419102
2000,101,0.010519439354538918
2010,102,0.9086529612541199
2020,103,0.7545604705810547
2030,104,0.5534217953681946
