environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples,action_2_samples,action_3_samples,action_4_samples,action_5_samples,action_6_samples,action_7_samples,action_8_samples,action_9_samples
34000,3394,0.0018043871968984604,-0.00856059230864048,-0.029560616239905357,0.0018043871968984604,0.0018043871968984604,0.09043940769135952,0.09043940769135952,0.07043938376009465,0.07043938376009465,0,0.27388535031847133,7310,1014,80,80,703,1021,66,1315,1090,1836,105
35000,3494,0.0008235163986682892,-0.009097167290747166,-0.013773266226053238,0.0008235163986682892,0.0008235163986682892,0.08990283270925284,0.08990283270925284,0.08622673377394677,0.08622673377394677,0,0.26582278481012656,7350,1014,80,80,703,1022,66,1315,1092,1836,142
36000,3594,-0.001759643666446209,-0.02567289210855961,-0.006768334656953812,-0.001759643666446209,0.001759643666446209,0.0733271078914404,0.0733271078914404,0.0932316653430462,0.0932316653430462,0,0.2586972483479599,7399,1015,80,80,703,1023,67,1325,1092,1839,175
37000,3694,-0.0023978063836693764,-0.023223966360092163,-0.054021187126636505,-0.0023978063836693764,0.0023978063836693764,0.07577603363990784,0.07577603363990784,0.0459788128733635,0.0459788128733635,0,0.2519879538456333,7447,1015,80,89,704,1025,67,1330,1092,1840,205
38000,3794,0.00020343903452157974,-0.02638762630522251,-0.011405255645513535,0.00020343903452157974,0.00020343903452157974,0.0726123736947775,0.0726123736947775,0.08859474435448647,0.08859474435448647,0,0.24533001245330013,7486,1015,81,93,704,1026,67,1361,1094,1840,205
39000,3894,0.0008695805445313454,-0.0222031120210886,-0.04563435539603233,0.0008695805445313454,0.0008695805445313454,0.0767968879789114,0.0767968879789114,0.05436564460396767,0.05436564460396767,0,0.23931488131176715,7531,1016,81,93,704,1026,67,1402,1094,1843,205
40000,3994,-0.0010725408792495728,-0.013539658859372139,-0.031958453357219696,-0.0010725408792495728,0.0010725408792495728,0.08546034114062787,0.08546034114062787,0.06804154664278031,0.06804154664278031,0,0.2331596633474119,7563,1016,83,99,704,1026,68,1402,1094,1864,207
41000,4094,-0.0016948538832366467,-0.015060612931847572,-0.057522162795066833,-0.0016948538832366467,0.0016948538832366467,0.08393938706815243,0.08393938706815243,0.04247783720493317,0.04247783720493317,0,0.22794932462787146,7611,1016,83,99,705,1026,68,1402,1131,1874,207
42000,4194,0.003895706497132778,-0.040645428001880646,-0.06474927812814713,0.003895706497132778,0.003895706497132778,0.05835457199811936,0.05835457199811936,0.03525072187185288,0.03525072187185288,0,0.22288542728199157,7655,1017,83,100,706,1027,68,1417,1156,1874,207
43000,4294,-0.0015476802363991737,-0.05818107724189758,0.014327596873044968,-0.0015476802363991737,0.0015476802363991737,0.04081892275810242,0.04081892275810242,0.11432759687304497,0.11432759687304497,0,0.21802679658952498,7697,1023,85,100,706,1027,69,1420,1156,1903,208
44000,4394,0.0005229189991950989,-0.05624330788850784,-0.04324282333254814,0.0005229189991950989,0.0005229189991950989,0.04275669211149216,0.04275669211149216,0.056757176667451864,0.056757176667451864,0,0.21359223300970873,7744,1039,85,100,708,1027,70,1422,1156,1929,208
45000,4494,0.00012559816241264343,-0.06594616174697876,-0.06608329713344574,0.00012559816241264343,0.00012559816241264343,0.033053838253021245,0.033053838253021245,0.033916702866554266,0.033916702866554266,0,0.2092873266688165,7788,1065,89,100,709,1027,70,1435,1156,1929,208
46000,4594,-0.0005058590322732925,-0.06517276167869568,-0.0763104036450386,-0.0005058590322732925,0.0005058590322732925,0.033827238321304326,0.033827238321304326,0.0236895963549614,0.0236895963549614,0,0.20512954861020147,7830,1068,111,101,709,1027,83,1437,1156,1929,208
47000,4694,-0.00018061697483062744,-0.0650065466761589,-0.002257123589515686,-0.00018061697483062744,0.00018061697483062744,0.0339934533238411,0.0339934533238411,0.09774287641048432,0.09774287641048432,0,0.20130865964625294,7876,1069,111,101,709,1028,115,1450,1156,1929,208
48000,4794,0.0004724683240056038,-0.06064389646053314,0.026971038430929184,0.0004724683240056038,0.0004724683240056038,0.03835610353946686,0.03835610353946686,0.1269710384309292,0.1269710384309292,0,0.19787377405105938,7929,1069,111,102,710,1028,162,1452,1156,1930,209
49000,4894,-0.0006571467965841293,0.029616300016641617,0.03682110831141472,-0.0006571467965841293,0.0006571467965841293,0.12861630001664162,0.12861630001664162,0.13682110831141472,0.13682110831141472,1,0.20505127511496937,8338,1077,116,103,714,1036,529,1455,1159,1935,213
50000,4994,-0.0003231191367376596,0.031073447316884995,0.010987654328346252,-0.0003231191367376596,0.0003231191367376596,0.130073447316885,0.130073447316885,0.11098765432834626,0.11098765432834626,1,0.2143290831815422,8825,1082,200,107,719,1042,587,1771,1162,1937,218
