episode,ending_environment_step,episode_return,episode_length
0,500,-500.0,500
1,1000,-500.0,500
2,1500,-500.0,500
3,2000,-500.0,500
4,2500,-500.0,500
5,3000,-500.0,500
6,3500,-500.0,500
7,4000,-500.0,500
8,4500,-500.0,500
9,5000,-500.0,500
10,5380,-376.0,377
11,5880,-500.0,500
12,6290,-407.0,408
13,6790,-495.0,496
14,7010,-228.0,229
15,7510,-500.0,500
16,8010,-500.0,500
17,8270,-251.0,252
18,8770,-500.0,500
19,9270,-500.0,500
20,9770,-500.0,500
21,10270,-500.0,500
22,10770,-500.0,500
23,11210,-447.0,448
24,11710,-500.0,500
25,12210,-500.0,500
26,12560,-345.0,346
27,12830,-269.0,270
28,13330,-500.0,500
29,13830,-500.0,500
30,14050,-215.0,216
31,14440,-395.0,396
32,14940,-500.0,500
33,15090,-143.0,144
34,15360,-270.0,271
35,15600,-244.0,245
36,15970,-368.0,369
37,16200,-228.0,229
38,16640,-442.0,443
39,16890,-250.0,251
40,17160,-264.0,265
41,17510,-345.0,346
42,17800,-298.0,299
43,18000,-190.0,191
44,18220,-220.0,221
45,18720,-500.0,500
46,19130,-416.0,417
47,19590,-455.0,456
48,20090,-500.0,500
49,20300,-208.0,209
50,20480,-185.0,186
51,20640,-156.0,157
52,20830,-189.0,190
53,21110,-282.0,283
54,21360,-243.0,244
55,21860,-500.0,500
56,22070,-209.0,210
57,22310,-242.0,243
58,22490,-176.0,177
59,22860,-368.0,369
60,23000,-146.0,147
61,23180,-170.0,171
62,23560,-385.0,386
63,23720,-157.0,158
64,24170,-449.0,450
65,24630,-460.0,461
66,24880,-252.0,253
67,25250,-362.0,363
68,25370,-122.0,123
69,25560,-188.0,189
70,25830,-269.0,270
71,25950,-121.0,122
72,26270,-316.0,317
73,26610,-344.0,345
74,27030,-413.0,414
75,27290,-265.0,266
76,27470,-174.0,175
77,27580,-107.0,108
78,27840,-267.0,268
79,28210,-364.0,365
80,28460,-249.0,250
81,28850,-393.0,394
82,29080,-228.0,229
83,29210,-127.0,128
84,29500,-294.0,295
85,29630,-127.0,128
86,29860,-230.0,231
87,30090,-227.0,228
88,30320,-225.0,226
89,30520,-204.0,205
90,30690,-163.0,164
91,30850,-158.0,159
92,31060,-215.0,216
93,31200,-141.0,142
94,31400,-198.0,199
95,31610,-210.0,211
96,31800,-182.0,183
97,32030,-231.0,232
98,32260,-230.0,231
99,32390,-130.0,131
100,32550,-157.0,158
101,32800,-253.0,254
102,33030,-225.0,226
103,33150,-116.0,117
104,33380,-230.0,231
105,33680,-301.0,302
106,33890,-206.0,207
107,34100,-214.0,215
108,34320,-218.0,219
109,34590,-273.0,274
110,34800,-201.0,202
111,35030,-236.0,237
112,35360,-331.0,332
113,35670,-306.0,307
114,35790,-114.0,115
115,35890,-105.0,106
116,36140,-249.0,250
117,36350,-203.0,204
118,36490,-142.0,143
119,36600,-110.0,111
120,36740,-137.0,138
121,37130,-394.0,395
122,37430,-297.0,298
123,37630,-200.0,201
124,37740,-111.0,112
125,37880,-133.0,134
126,38050,-168.0,169
127,38220,-173.0,174
128,38390,-166.0,167
129,38580,-188.0,189
130,39080,-500.0,500
131,39330,-254.0,255
132,39510,-181.0,182
133,39610,-95.0,96
134,39840,-233.0,234
135,39970,-128.0,129
136,40240,-270.0,271
137,40470,-221.0,222
138,40600,-135.0,136
139,40690,-87.0,88
140,40880,-188.0,189
141,41070,-189.0,190
142,41190,-123.0,124
143,41340,-144.0,145
144,41540,-200.0,201
145,42040,-500.0,500
146,42270,-229.0,230
147,42410,-137.0,138
148,42580,-168.0,169
149,42740,-159.0,160
150,42880,-140.0,141
151,43380,-500.0,500
152,43880,-500.0,500
153,44080,-202.0,203
154,44510,-424.0,425
155,44720,-214.0,215
156,44860,-139.0,140
157,45010,-153.0,154
158,45150,-134.0,135
159,45260,-107.0,108
160,45450,-194.0,195
161,45670,-216.0,217
162,45900,-228.0,229
163,46200,-298.0,299
164,46460,-264.0,265
165,46800,-333.0,334
166,46990,-196.0,197
167,47160,-164.0,165
168,47340,-183.0,184
169,47470,-128.0,129
170,47620,-147.0,148
171,47830,-210.0,211
172,47980,-150.0,151
173,48120,-141.0,142
174,48250,-126.0,127
175,48570,-317.0,318
176,48820,-251.0,252
177,49040,-218.0,219
178,49220,-175.0,176
179,49400,-182.0,183
180,49750,-349.0,350
181,50250,-500.0,500
182,50530,-283.0,284
183,50620,-89.0,90
184,50810,-186.0,187
185,51000,-185.0,186
186,51370,-376.0,377
187,51700,-330.0,331
188,51910,-208.0,209
189,52030,-117.0,118
190,52130,-102.0,103
191,52360,-229.0,230
192,52700,-340.0,341
193,52990,-285.0,286
194,53120,-127.0,128
195,53400,-282.0,283
196,53580,-176.0,177
197,53790,-211.0,212
198,53920,-133.0,134
199,54200,-274.0,275
200,54430,-233.0,234
201,54710,-274.0,275
202,54940,-234.0,235
203,55070,-122.0,123
204,55160,-93.0,94
205,55320,-159.0,160
206,55580,-255.0,256
207,55840,-262.0,263
208,56100,-263.0,264
209,56310,-205.0,206
210,56430,-122.0,123
211,56590,-154.0,155
212,56700,-114.0,115
213,56800,-98.0,99
214,56890,-90.0,91
215,57010,-119.0,120
216,57130,-114.0,115
217,57240,-115.0,116
218,57370,-123.0,124
219,57520,-156.0,157
220,57660,-134.0,135
221,57760,-101.0,102
222,57880,-116.0,117
223,58000,-119.0,120
224,58080,-81.0,82
225,58310,-228.0,229
226,58460,-146.0,147
227,58630,-175.0,176
228,58880,-249.0,250
229,59040,-161.0,162
230,59160,-112.0,113
231,59290,-134.0,135
232,59560,-263.0,264
233,59720,-162.0,163
234,59870,-151.0,152
235,59970,-95.0,96
236,60180,-210.0,211
237,60350,-167.0,168
238,60470,-127.0,128
239,60620,-149.0,150
240,60840,-213.0,214
241,61060,-217.0,218
242,61170,-110.0,111
243,61290,-126.0,127
244,61390,-98.0,99
245,61590,-194.0,195
246,61740,-152.0,153
247,61900,-161.0,162
248,62040,-138.0,139
249,62230,-189.0,190
250,62450,-213.0,214
251,62600,-157.0,158
252,62730,-121.0,122
253,62880,-153.0,154
254,63120,-242.0,243
255,63260,-132.0,133
