environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples,action_2_samples,action_3_samples,action_4_samples,action_5_samples,action_6_samples,action_7_samples,action_8_samples,action_9_samples
17000,1694,0.0005483329296112061,-0.014759145677089691,-0.02741076797246933,0.0005483329296112061,0.0005483329296112061,0.08424085432291031,0.08424085432291031,0.07258923202753068,0.07258923202753068,0,0.27809939102323133,3699,357,107,314,638,337,142,185,619,92,908
18000,1794,0.00109114870429039,-0.0027861669659614563,-0.041941896080970764,0.00109114870429039,0.00109114870429039,0.09621383303403855,0.09621383303403855,0.05805810391902924,0.05805810391902924,0,0.2625377007785649,3743,357,107,315,678,337,142,186,621,92,908
19000,1894,9.033083915710449e-05,-0.01240600273013115,-0.03232153132557869,9.033083915710449e-05,9.033083915710449e-05,0.08659399726986886,0.08659399726986886,0.06767846867442132,0.06767846867442132,0,0.24940820620725934,3793,357,130,315,679,338,154,188,630,93,908
20000,1994,-0.00039725378155708313,-0.019940324127674103,-0.03197139874100685,-0.00039725378155708313,0.00039725378155708313,0.0790596758723259,0.0790596758723259,0.06802860125899315,0.06802860125899315,0,0.2371644191513052,3834,365,131,319,679,338,181,189,630,93,909
21000,2094,-0.0010834001004695892,-0.021603675559163094,-0.017769094556570053,-0.0010834001004695892,0.0010834001004695892,0.07739632444083691,0.07739632444083691,0.08223090544342995,0.08223090544342995,0,0.22627737226277372,3875,378,131,344,680,339,181,190,630,93,909
22000,2194,-0.0002978667616844177,-0.025105461478233337,-0.00815403088927269,-0.0002978667616844177,0.0002978667616844177,0.07389453852176667,0.07389453852176667,0.09184596911072732,0.09184596911072732,0,0.21647774398672934,3915,401,131,352,684,340,181,190,632,94,910
23000,2294,0.000664636492729187,-0.014584794640541077,-0.0240744948387146,0.000664636492729187,0.000664636492729187,0.08441520535945893,0.08441520535945893,0.0759255051612854,0.0759255051612854,0,0.20830049908064094,3965,403,131,352,729,340,182,191,632,95,910
24000,2394,-2.66246497631073e-05,-0.019526273012161255,-0.013256285339593887,-2.66246497631073e-05,2.66246497631073e-05,0.07947372698783875,0.07947372698783875,0.08674371466040612,0.08674371466040612,0,0.20126132439061015,4021,424,131,353,758,341,185,192,632,95,910
25000,2494,-0.0003198869526386261,-0.018830526620149612,-0.026175543665885925,-0.0003198869526386261,0.0003198869526386261,0.08016947337985039,0.08016947337985039,0.07382445633411408,0.07382445633411408,0,0.19417243850011942,4065,441,131,353,780,341,188,193,632,95,911
26000,2594,0.00010758638381958008,-0.03762379661202431,-0.038181107491254807,0.00010758638381958008,0.00010758638381958008,0.0613762033879757,0.0613762033879757,0.0618188925087452,0.0618188925087452,0,0.1878112293846224,4111,458,132,353,781,342,208,194,634,97,912
27000,2694,-0.00021998584270477295,-0.03800514340400696,-0.022041019052267075,-0.00021998584270477295,0.00021998584270477295,0.06099485659599305,0.06099485659599305,0.07795898094773293,0.07795898094773293,0,0.18208484742349285,4159,459,133,353,781,343,252,194,634,97,913
28000,2794,-8.845701813697815e-05,-0.03480769321322441,-0.01783006452023983,-8.845701813697815e-05,8.845701813697815e-05,0.0641923067867756,0.0641923067867756,0.08216993547976018,0.08216993547976018,0,0.17681671079729333,4207,460,134,354,782,343,293,195,634,97,915
29000,2894,-0.00027436763048171997,-0.04448070377111435,-0.05698641762137413,-0.00027436763048171997,0.00027436763048171997,0.054519296228885655,0.054519296228885655,0.043013582378625875,0.043013582378625875,0,0.17185921525841516,4253,461,135,355,783,379,298,195,634,97,916
30000,2994,0.0002582147717475891,-0.050702422857284546,-0.022042978554964066,0.0002582147717475891,0.0002582147717475891,0.04829757714271546,0.04829757714271546,0.07795702144503594,0.07795702144503594,0,0.16736059768862602,4301,462,135,355,783,419,300,198,636,97,916
31000,3094,0.00023018568754196167,-0.049786657094955444,-0.010957477614283562,0.00023018568754196167,0.00023018568754196167,0.04921334290504456,0.04921334290504456,0.08904252238571644,0.08904252238571644,0,0.163052449913709,4346,463,135,356,784,458,301,199,636,98,916
32000,3194,-3.104284405708313e-05,-0.05206939950585365,-0.015058254823088646,-3.104284405708313e-05,3.104284405708313e-05,0.04693060049414635,0.04693060049414635,0.08494174517691136,0.08494174517691136,0,0.15891641315370128,4388,463,135,356,784,498,302,199,636,99,916
33000,3294,-8.179619908332825e-05,-0.022036030888557434,-0.03993517905473709,-8.179619908332825e-05,8.179619908332825e-05,0.07696396911144257,0.07696396911144257,0.060064820945262914,0.060064820945262914,0,0.15574545581900326,4447,464,135,358,785,541,302,200,637,108,917
34000,3394,2.7138739824295044e-05,-0.024725958704948425,-0.05132139474153519,2.7138739824295044e-05,2.7138739824295044e-05,0.07427404129505158,0.07427404129505158,0.04867860525846482,0.04867860525846482,0,0.15242517710063383,4497,464,135,360,785,572,305,200,637,122,917
35000,3494,0.00047655776143074036,-0.021216437220573425,-0.07657460868358612,0.00047655776143074036,0.00047655776143074036,0.07778356277942658,0.07778356277942658,0.023425391316413885,0.023425391316413885,0,0.14946303655292456,4551,469,135,362,785,573,305,201,637,167,917
36000,3594,9.182840585708618e-06,-0.0775025486946106,-0.01801055297255516,9.182840585708618e-06,9.182840585708618e-06,0.02149745130538941,0.02149745130538941,0.08198944702744485,0.08198944702744485,0,0.14635078333970195,4596,477,135,363,815,575,306,201,640,167,917
37000,3694,0.00024431198835372925,-0.07210482656955719,0.04457817226648331,0.00024431198835372925,0.00024431198835372925,0.026895173430442815,0.026895173430442815,0.1445781722664833,0.1445781722664833,0,0.1435635914078195,4645,478,135,363,858,575,307,203,640,168,918
38000,3794,-0.0003035031259059906,-0.07835052907466888,0.0273594968020916,-0.0003035031259059906,0.0003035031259059906,0.02064947092533112,0.02064947092533112,0.1273594968020916,0.1273594968020916,0,0.1411754106729932,4701,478,137,364,909,575,307,204,640,168,919
39000,3894,0.00033253803849220276,-0.014519475400447845,-0.03581332787871361,0.00033253803849220276,0.00033253803849220276,0.08448052459955216,0.08448052459955216,0.0641866721212864,0.0641866721212864,0,0.1400175387313651,4790,479,138,364,991,575,308,206,640,169,920
40000,3994,-2.5626271963119507e-05,-0.008705779910087585,-0.04363810271024704,-2.5626271963119507e-05,2.5626271963119507e-05,0.09029422008991242,0.09029422008991242,0.056361897289752966,0.056361897289752966,0,0.13755936637943292,4837,479,138,364,999,576,309,206,676,170,920
41000,4094,-0.0005144029855728149,-0.009196534752845764,-0.0500674694776535,-0.0005144029855728149,0.0005144029855728149,0.08980346524715424,0.08980346524715424,0.0499325305223465,0.0499325305223465,0,0.1356082428539774,4896,493,138,364,1002,576,311,206,715,170,921
42000,4194,0.00016627833247184753,-0.025272421538829803,-0.01845591887831688,0.00016627833247184753,0.00016627833247184753,0.0737275784611702,0.0737275784611702,0.08154408112168313,0.08154408112168313,0,0.13348086576348034,4946,494,139,364,1002,578,311,206,761,170,921
43000,4294,0.0006663277745246887,-0.02387078106403351,-0.06250312179327011,0.0006663277745246887,0.0006663277745246887,0.0751292189359665,0.0751292189359665,0.037496878206729894,0.037496878206729894,0,0.13113244771800606,4985,495,139,365,1002,578,311,207,795,171,922
44000,4394,-0.00010749697685241699,-0.02573098987340927,-0.07866621017456055,-0.00010749697685241699,0.00010749697685241699,0.07326901012659073,0.07326901012659073,0.02133378982543946,0.02133378982543946,0,0.1293054771315641,5038,495,139,366,1031,578,311,209,816,171,922
45000,4494,0.0015394724905490875,-0.05857858806848526,-0.0720684751868248,0.0015394724905490875,0.0015394724905490875,0.040421411931514745,0.040421411931514745,0.027931524813175207,0.027931524813175207,0,0.12733922889996743,5083,512,140,366,1054,579,311,210,817,171,923
46000,4594,-0.00028455816209316254,-0.07359394431114197,-0.05376850813627243,-0.00028455816209316254,0.00028455816209316254,0.025406055688858037,0.025406055688858037,0.046231491863727575,0.046231491863727575,0,0.12543733026692439,5127,553,141,366,1054,579,311,210,817,173,923
47000,4694,-0.00048330798745155334,-0.07022742182016373,-0.05720344930887222,-0.00048330798745155334,0.00048330798745155334,0.028772578179836278,0.028772578179836278,0.04279655069112778,0.04279655069112778,0,0.1237566947207345,5176,598,141,366,1055,580,312,211,817,173,923
48000,4794,0.0002387911081314087,-0.0765058621764183,-0.10497131943702698,0.0002387911081314087,0.0002387911081314087,0.0224941378235817,0.0224941378235817,-0.004971319437026972,0.004971319437026972,0,0.1218885123290873,5215,627,141,366,1063,580,313,212,817,173,923
49000,4894,-0.0004622414708137512,-0.10678871721029282,-0.08042212575674057,-0.0004622414708137512,0.0004622414708137512,-0.0077887172102928115,0.0077887172102928115,0.019577874243259435,0.019577874243259435,0,0.1202020894771735,5258,627,141,366,1100,582,314,212,818,174,923
50000,4994,-0.0003148689866065979,-0.1035013422369957,-0.0951099768280983,-0.0003148689866065979,0.0003148689866065979,-0.004501342236995692,0.004501342236995692,0.004890023171901708,0.004890023171901708,0,0.11874342738236413,5307,628,144,366,1138,582,316,212,823,174,924
