environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples,action_2_samples,action_3_samples,action_4_samples,action_5_samples,action_6_samples,action_7_samples,action_8_samples,action_9_samples
11000,1094,-0.0009721703827381134,-0.0517653189599514,-0.03823776915669441,-0.0009721703827381134,0.0009721703827381134,0.047234681040048604,0.047234681040048604,0.06176223084330559,0.06176223084330559,0,0.08620519403574603,873,17,113,36,77,159,150,20,250,6,45
12000,1194,0.003147769719362259,-0.036643415689468384,-0.021790899336338043,0.003147769719362259,0.003147769719362259,0.06235658431053162,0.06235658431053162,0.07820910066366196,0.07820910066366196,0,0.08410877224681543,931,18,113,37,79,160,151,22,300,6,45
13000,1294,-0.005198180675506592,-0.03199242800474167,-0.08419549465179443,-0.005198180675506592,0.005198180675506592,0.06700757199525834,0.06700757199525834,0.015804505348205572,0.015804505348205572,0,0.08099118576417762,974,18,113,38,79,160,153,22,337,6,48
14000,1394,0.0029319487512111664,-0.06246566399931908,-0.05127541348338127,0.0029319487512111664,0.0029319487512111664,0.03653433600068093,0.03653433600068093,0.048724586516618734,0.048724586516618734,0,0.07966376185702168,1033,18,115,38,81,182,164,37,342,7,49
15000,1494,-0.0036288872361183167,-0.14657330513000488,0.01616543158888817,-0.0036288872361183167,0.0036288872361183167,-0.04757330513000488,0.04757330513000488,0.11616543158888817,0.11616543158888817,0,0.07658077944448431,1067,18,115,38,81,186,165,38,342,34,50
16000,1594,6.320327520370483e-05,-0.22577504813671112,0.010198727250099182,6.320327520370483e-05,6.320327520370483e-05,-0.12677504813671112,0.12677504813671112,0.11019872725009919,0.11019872725009919,0,0.0748354158269515,1114,19,116,39,82,186,165,39,342,76,50
17000,1694,0.001659192144870758,-0.06154245883226395,0.07721055299043655,0.001659192144870758,0.001659192144870758,0.03745754116773606,0.03745754116773606,0.17721055299043656,0.17721055299043656,0,0.07269056032306916,1152,19,116,39,83,186,165,39,342,113,50
18000,1794,-0.003853853791952133,-0.03795675188302994,0.05060499161481857,-0.003853853791952133,0.003853853791952133,0.06104324811697007,0.06104324811697007,0.15060499161481858,0.15060499161481858,0,0.07148809523809524,1201,19,117,39,84,186,165,39,343,158,50
19000,1894,0.0018475987017154694,-0.024273548275232315,-0.0035178139805793762,0.0018475987017154694,0.0018475987017154694,0.07472645172476769,0.07472645172476769,0.09648218601942063,0.09648218601942063,0,0.07000056315819114,1243,19,118,40,84,186,165,42,343,196,50
20000,1994,0.0015217475593090057,-0.01993769407272339,-0.043701305985450745,0.0015217475593090057,0.0015217475593090057,0.07906230592727662,0.07906230592727662,0.05629869401454926,0.05629869401454926,0,0.06849022331445667,1282,19,118,40,84,186,171,71,343,198,52
21000,2094,0.0013415049761533737,-0.017087435349822044,0.00465615838766098,0.0013415049761533737,0.0013415049761533737,0.08191256465017796,0.08191256465017796,0.10465615838766099,0.10465615838766099,0,0.0672358591248666,1323,20,118,40,85,186,207,73,343,198,53
22000,2194,0.0007677581161260605,-0.008355495519936085,-0.0013604722917079926,0.0007677581161260605,0.0007677581161260605,0.09064450448006392,0.09064450448006392,0.09863952770829201,0.09863952770829201,0,0.06573656929709829,1357,20,118,40,86,186,238,73,343,199,54
23000,2294,-0.0009267721325159073,-0.009721435606479645,-0.00393141433596611,-0.0009267721325159073,0.0009267721325159073,0.08927856439352036,0.08927856439352036,0.0960685856640339,0.0960685856640339,0,0.06496272630457935,1403,20,118,40,86,186,273,73,343,209,55
24000,2394,0.0011479519307613373,-0.006730477325618267,-0.01772620528936386,0.0011479519307613373,0.0011479519307613373,0.09226952267438174,0.09226952267438174,0.08227379471063614,0.08227379471063614,0,0.06420716566158212,1448,20,123,40,86,186,312,73,343,209,56
25000,2494,2.187304198741913e-05,-0.016558488830924034,-0.016905520111322403,2.187304198741913e-05,2.187304198741913e-05,0.08244151116907597,0.08244151116907597,0.0830944798886776,0.0830944798886776,0,0.06360348861944268,1495,22,124,40,86,187,333,79,343,225,56
26000,2594,0.0014479272067546844,-0.014581164345145226,-0.015919409692287445,0.0014479272067546844,0.0014479272067546844,0.08441883565485478,0.08441883565485478,0.08408059030771256,0.08408059030771256,0,0.063264221158958,1547,22,124,41,86,188,372,89,344,225,56
27000,2694,0.00033358484506607056,-0.005785360466688871,0.06354980170726776,0.00033358484506607056,0.00033358484506607056,0.09321463953331113,0.09321463953331113,0.16354980170726777,0.16354980170726777,0,0.06257378984651712,1590,22,124,42,86,190,408,90,345,225,58
28000,2794,0.00013496167957782745,0.0008225156925618649,0.0636332705616951,0.00013496167957782745,0.00013496167957782745,0.09982251569256187,0.09982251569256187,0.1636332705616951,0.1636332705616951,1,0.06342334130872355,1670,22,124,44,87,190,479,92,345,226,60
29000,2894,-0.0012633893638849258,0.0033405867870897055,0.011701907962560654,-0.0012633893638849258,0.0012633893638849258,0.10234058678708971,0.10234058678708971,0.11170190796256066,0.11170190796256066,1,0.07894932658679961,2122,27,126,47,89,193,886,99,353,238,64
30000,2994,-0.0024478789418935776,0.005119846202433109,-0.06760931015014648,-0.0024478789418935776,0.0024478789418935776,0.10411984620243311,0.10411984620243311,0.03239068984985352,0.03239068984985352,1,0.09517029898149162,2607,32,135,51,95,197,999,108,360,558,72
31000,3094,0.0019204579293727875,-0.08274185657501221,-0.015163201838731766,0.0019204579293727875,0.0019204579293727875,0.016258143424987798,0.016258143424987798,0.08483679816126824,0.08483679816126824,0,0.09598727240586884,2715,32,200,90,96,197,999,108,360,560,73
32000,3194,-0.005922263488173485,-0.0701105147600174,-0.06415344029664993,-0.005922263488173485,0.005922263488173485,0.02888948523998261,0.02888948523998261,0.03584655970335007,0.03584655970335007,0,0.09454097687782187,2764,39,200,130,97,197,999,108,361,560,73
33000,3294,-0.0012897364795207977,-0.06925774365663528,0.02611289545893669,-0.0012897364795207977,0.0012897364795207977,0.02974225634336472,0.02974225634336472,0.1261128954589367,0.1261128954589367,0,0.0933669074282685,2818,49,200,132,98,198,1001,109,361,597,73
34000,3394,-0.004829438403248787,-0.08478934317827225,-0.023861229419708252,-0.004829438403248787,0.004829438403248787,0.014210656821727757,0.014210656821727757,0.07613877058029175,0.07613877058029175,0,0.09240457524739751,2876,58,200,133,98,199,1016,109,361,629,73
35000,3494,0.0008797440677881241,-0.07407458126544952,-0.03317589685320854,0.0008797440677881241,0.0008797440677881241,0.02492541873455048,0.02492541873455048,0.06682410314679146,0.06682410314679146,0,0.09088642313925945,2916,58,200,133,117,200,1034,109,363,629,73
36000,3594,0.001352693885564804,-0.031536441296339035,-0.04627126082777977,0.001352693885564804,0.001352693885564804,0.06746355870366097,0.06746355870366097,0.053728739172220236,0.053728739172220236,0,0.08975329196306947,2965,59,200,133,153,201,1038,111,363,633,74
37000,3694,-0.004104802384972572,-0.02659628912806511,-0.014328320510685444,-0.004104802384972572,0.004104802384972572,0.0724037108719349,0.0724037108719349,0.08567167948931456,0.08567167948931456,0,0.08865154323712007,3013,59,200,133,198,203,1038,111,363,634,74
38000,3794,0.0016339882276952267,-0.027258671820163727,-0.030834104865789413,0.0016339882276952267,0.0016339882276952267,0.07174132817983628,0.07174132817983628,0.06916589513421059,0.06916589513421059,0,0.08732974705276411,3052,59,201,134,222,204,1038,111,365,644,74
39000,3894,-0.00015699630603194237,-0.017011191695928574,0.0227956585586071,-0.00015699630603194237,0.00015699630603194237,0.08198880830407143,0.08198880830407143,0.12279565855860711,0.12279565855860711,0,0.08626020109740133,3097,60,201,134,261,204,1038,113,365,647,74
40000,3994,-0.0014873719774186611,-0.015967020764946938,-0.06703580170869827,-0.0014873719774186611,0.0014873719774186611,0.08303297923505307,0.08303297923505307,0.03296419829130173,0.03296419829130173,0,0.08486344281413577,3129,60,203,134,288,204,1039,113,365,647,76
41000,4094,-0.0010984422406181693,-0.015217253006994724,-0.0058218687772750854,-0.0010984422406181693,0.0010984422406181693,0.08378274699300528,0.08378274699300528,0.09417813122272492,0.09417813122272492,0,0.08399651006001639,3177,60,203,161,309,204,1039,113,365,647,76
42000,4194,-0.0014936961233615875,-0.01132514514029026,-0.02773308753967285,-0.0014936961233615875,0.0014936961233615875,0.08767485485970974,0.08767485485970974,0.07226691246032715,0.07226691246032715,0,0.08306041929910518,3221,61,203,162,350,205,1039,113,365,647,76
43000,4294,-0.0006950306706130505,-0.047134820371866226,-0.01509433425962925,-0.0006950306706130505,0.0006950306706130505,0.05186517962813378,0.05186517962813378,0.08490566574037076,0.08490566574037076,0,0.08211490550368675,3263,62,210,162,356,231,1040,113,365,647,77
44000,4394,0.0008082836866378784,-0.07801835983991623,-0.00822118017822504,0.0008082836866378784,0.0008082836866378784,0.020981640160083775,0.020981640160083775,0.09177881982177497,0.09177881982177497,0,0.08134676824772671,3310,62,210,162,358,273,1041,115,365,647,77
45000,4494,0.008969483897089958,-0.0759735107421875,-0.01590784452855587,0.008969483897089958,0.008969483897089958,0.023026489257812505,0.023026489257812505,0.08409215547144414,0.08409215547144414,0,0.08053594582913125,3354,62,211,162,359,315,1041,115,365,647,77
46000,4594,0.002487455727532506,-0.0691564753651619,0.003597293049097061,0.002487455727532506,0.002487455727532506,0.02984352463483811,0.02984352463483811,0.10359729304909707,0.10359729304909707,0,0.07970895434808122,3396,62,211,163,359,342,1041,116,377,647,77
47000,4694,0.0008404664695262909,-0.05492235720157623,0.04661240428686142,0.0008404664695262909,0.0008404664695262909,0.04407764279842377,0.04407764279842377,0.14661240428686143,0.14661240428686143,0,0.07902107534781211,3442,63,211,163,381,365,1041,117,377,647,77
48000,4794,0.0004008184187114239,-0.08214440941810608,0.010351808741688728,0.0004008184187114239,0.0004008184187114239,0.016855590581893926,0.016855590581893926,0.11035180874168873,0.11035180874168873,0,0.07853050219076509,3495,63,211,164,429,365,1041,119,377,648,78
49000,4894,0.004151216242462397,-0.04136313498020172,0.03224745765328407,0.004151216242462397,0.004151216242462397,0.057636865019798283,0.057636865019798283,0.13224745765328408,0.13224745765328408,0,0.07782323698913378,3538,64,211,164,434,400,1041,119,378,648,79
50000,4994,7.7436889114324e-05,-0.041884273290634155,0.05148088186979294,7.7436889114324e-05,7.7436889114324e-05,0.05711572670936585,0.05711572670936585,0.15148088186979294,0.15148088186979294,0,0.0771451345354273,3581,64,211,164,436,440,1041,120,378,648,79
