environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples,action_2_samples,action_3_samples,action_4_samples,action_5_samples,action_6_samples,action_7_samples,action_8_samples,action_9_samples
25000,2494,0.004009602591395378,-0.05808423459529877,-0.04567597806453705,0.004009602591395378,0.004009602591395378,0.04091576540470124,0.04091576540470124,0.05432402193546296,0.05432402193546296,0,0.17492245511796223,3722,128,163,640,256,273,873,456,270,116,547
26000,2594,0.0001227930188179016,-0.08926469087600708,-0.010549325495958328,0.0001227930188179016,0.0001227930188179016,0.009735309123992925,0.009735309123992925,0.08945067450404168,0.08945067450404168,0,0.17175176889449728,3811,131,165,643,258,276,892,459,284,116,587
27000,2694,-0.002338102087378502,-0.0734097808599472,-0.057360101491212845,-0.002338102087378502,0.002338102087378502,0.0255902191400528,0.0255902191400528,0.04263989850878716,0.04263989850878716,0,0.16867939228671602,3897,136,169,644,261,278,894,463,304,119,629
28000,2794,0.0023895269259810448,-0.07917193323373795,-0.022654615342617035,0.0023895269259810448,0.0023895269259810448,0.01982806676626206,0.01982806676626206,0.07734538465738297,0.07734538465738297,0,0.16564672578160777,3979,140,171,644,263,278,896,464,323,123,677
29000,2894,0.009578566998243332,-0.0672888234257698,-0.003910880535840988,0.009578566998243332,0.009578566998243332,0.0317111765742302,0.0317111765742302,0.09608911946415902,0.09608911946415902,0,0.16367065243559906,4079,140,174,645,265,281,897,466,405,124,681
30000,2994,0.0015718756476417184,-0.034411583095788956,-0.029665373265743256,0.0015718756476417184,0.0015718756476417184,0.06458841690421105,0.06458841690421105,0.07033462673425675,0.07033462673425675,0,0.1616200727948579,4174,143,176,646,266,282,901,478,473,127,682
31000,3094,6.866802868898958e-05,-0.026951519772410393,-0.039529308676719666,6.866802868898958e-05,6.866802868898958e-05,0.07204848022758961,0.07204848022758961,0.06047069132328034,0.06047069132328034,0,0.15970221839811455,4269,144,181,647,269,284,904,539,489,129,683
32000,3194,-0.00016132665041368455,-0.02270573005080223,0.0026823412626981735,-0.00016132665041368455,0.00016132665041368455,0.07629426994919777,0.07629426994919777,0.10268234126269818,0.10268234126269818,0,0.15828718282839252,4373,147,182,649,271,289,907,608,504,131,685
33000,3294,-0.0013993174070492387,-0.006273171398788691,-0.021373949944972992,-0.0013993174070492387,0.0013993174070492387,0.09272682860121131,0.09272682860121131,0.07862605005502701,0.07862605005502701,0,0.1560288656904645,4454,148,184,650,272,290,909,676,507,133,685
34000,3394,0.0010059843771159649,-0.02235572785139084,-0.0435376837849617,0.0010059843771159649,0.0010059843771159649,0.07664427214860917,0.07664427214860917,0.056462316215038305,0.056462316215038305,0,0.15863009030499234,4655,155,189,686,275,295,913,785,514,134,709
35000,3494,-0.0021390144247561693,-0.014984064735472202,-0.0035936646163463593,-0.0021390144247561693,0.0021390144247561693,0.0840159352645278,0.0840159352645278,0.09640633538365365,0.09640633538365365,0,0.1572160687716978,4755,155,191,686,279,297,916,842,523,135,731
36000,3594,0.0018826558953151107,-0.019065754488110542,-0.04491731896996498,0.0018826558953151107,0.0018826558953151107,0.07993424551188946,0.07993424551188946,0.055082681030035024,0.055082681030035024,0,0.15573533660791677,4851,156,193,689,281,300,918,844,597,140,733
37000,3694,-0.001747627044096589,-0.029559988528490067,-0.00560346245765686,-0.001747627044096589,0.001747627044096589,0.06944001147150994,0.06944001147150994,0.09439653754234315,0.09439653754234315,0,0.15419409177402751,4943,157,195,695,283,305,918,879,634,143,734
38000,3794,-0.0017298765014857054,-0.07506679743528366,-0.03550160676240921,-0.0017298765014857054,0.0017298765014857054,0.023933202564716344,0.023933202564716344,0.0644983932375908,0.0644983932375908,0,0.15273775216138327,5035,159,197,699,285,307,919,880,674,180,735
39000,3894,-0.0008968232432380319,-0.0747990757226944,-0.025792479515075684,-0.0008968232432380319,0.0008968232432380319,0.024200924277305608,0.024200924277305608,0.07420752048492432,0.07420752048492432,0,0.1514954678319407,5131,163,198,700,285,309,921,880,692,247,736
40000,3994,-0.0013613119954243302,-0.05903690680861473,-0.013932197354733944,-0.0013613119954243302,0.0013613119954243302,0.039963093191385274,0.039963093191385274,0.08606780264526606,0.08606780264526606,0,0.14991663312827,5215,164,201,700,286,314,923,880,695,314,737
41000,4094,0.0034128425177186728,-0.05886397883296013,-0.06995154917240143,0.0034128425177186728,0.0034128425177186728,0.040136021167039876,0.040136021167039876,0.030048450827598577,0.030048450827598577,0,0.14855173959325452,5303,165,203,702,286,315,923,880,699,390,739
42000,4194,0.0016535547329112887,-0.08252949267625809,-0.0536893755197525,0.0016535547329112887,0.0016535547329112887,0.016470507323741918,0.016470507323741918,0.0463106244802475,0.0463106244802475,0,0.14781919545255795,5409,166,208,704,289,317,927,884,699,396,818
43000,4294,-0.00043932517291978,-0.077867791056633,0.023673944175243378,-0.00043932517291978,0.00043932517291978,0.02113220894336701,0.02113220894336701,0.12367394417524338,0.12367394417524338,0,0.14678899082568808,5504,168,208,706,290,318,927,884,762,399,842
44000,4394,0.0007064527017064393,-0.07043986022472382,-0.018392028287053108,0.0007064527017064393,0.0007064527017064393,0.02856013977527619,0.02856013977527619,0.0816079717129469,0.0816079717129469,0,0.14541573384703493,5586,168,208,709,291,319,929,885,831,402,844
45000,4494,-0.0007124966941773891,-0.06721239537000656,-0.04782897233963013,-0.0007124966941773891,0.0007124966941773891,0.03178760462999344,0.03178760462999344,0.05217102766036988,0.05217102766036988,0,0.14439753827373988,5678,170,210,710,291,321,931,886,906,404,849
46000,4594,-0.003219722770154476,-0.06488198786973953,-0.05347754806280136,-0.003219722770154476,0.003219722770154476,0.03411801213026047,0.03411801213026047,0.046522451937198644,0.046522451937198644,0,0.14379491259914962,5783,172,212,712,296,324,933,890,957,404,883
47000,4694,-0.0014982218854129314,-0.08280844241380692,-0.04574903845787048,-0.0014982218854129314,0.0014982218854129314,0.01619155758619309,0.01619155758619309,0.05425096154212952,0.05425096154212952,0,0.14263486738142125,5867,173,212,716,297,325,935,893,957,404,955
48000,4794,-0.001899627037346363,-0.09509832412004471,-0.029697906225919724,-0.001899627037346363,0.001899627037346363,0.0039016758799552964,0.0039016758799552964,0.07030209377408028,0.07030209377408028,0,0.1415525114155251,5952,173,215,716,298,327,938,897,959,405,1024
49000,4894,0.00011672420077957213,-0.04360780119895935,-0.04420960694551468,0.00011672420077957213,0.00011672420077957213,0.055392198801040654,0.055392198801040654,0.05579039305448533,0.05579039305448533,0,0.14035700155926364,6031,173,218,718,300,328,940,898,962,405,1089
50000,4994,0.00017245684284716845,-0.031714268028736115,-0.03232559189200401,0.00017245684284716845,0.00017245684284716845,0.06728573197126389,0.06728573197126389,0.06767440810799599,0.06767440810799599,0,0.13936742320663567,6116,174,221,720,303,328,941,899,962,405,1163
