episode,ending_environment_step,episode_return,episode_length
0,500,-500.0,500
1,1000,-500.0,500
2,1500,-500.0,500
3,1790,-283.0,284
4,1980,-194.0,195
5,2350,-367.0,368
6,2850,-500.0,500
7,3350,-500.0,500
8,3850,-500.0,500
9,4350,-500.0,500
10,4560,-209.0,210
11,4720,-160.0,161
12,5220,-500.0,500
13,5720,-500.0,500
14,6220,-500.0,500
15,6720,-500.0,500
16,7220,-500.0,500
17,7520,-299.0,300
18,8020,-500.0,500
19,8520,-500.0,500
20,9020,-500.0,500
21,9400,-381.0,382
22,9660,-258.0,259
23,10120,-451.0,452
24,10620,-500.0,500
25,10830,-213.0,214
26,11330,-500.0,500
27,11830,-500.0,500
28,12330,-500.0,500
29,12830,-500.0,500
30,13330,-500.0,500
31,13700,-368.0,369
32,14070,-375.0,376
33,14320,-248.0,249
34,14510,-181.0,182
35,14610,-107.0,108
36,14840,-223.0,224
37,15250,-410.0,411
38,15490,-239.0,240
39,15620,-130.0,131
40,15800,-180.0,181
41,16130,-326.0,327
42,16630,-500.0,500
43,16760,-133.0,134
44,17210,-451.0,452
45,17440,-227.0,228
46,17610,-170.0,171
47,17740,-131.0,132
48,18070,-324.0,325
49,18570,-500.0,500
50,18770,-203.0,204
51,19000,-226.0,227
52,19280,-281.0,282
53,19520,-232.0,233
54,19740,-228.0,229
55,19890,-145.0,146
56,20280,-387.0,388
57,20480,-197.0,198
58,20650,-171.0,172
59,20800,-150.0,151
60,20970,-172.0,173
61,21170,-199.0,200
62,21320,-142.0,143
63,21500,-180.0,181
64,21680,-181.0,182
65,22130,-448.0,449
66,22630,-500.0,500
67,23070,-441.0,442
68,23570,-500.0,500
69,23890,-324.0,325
70,24280,-387.0,388
71,24450,-163.0,164
72,24680,-233.0,234
73,25170,-487.0,488
74,25390,-224.0,225
75,25550,-160.0,161
76,25750,-194.0,195
77,26250,-500.0,500
78,26750,-500.0,500
79,27160,-413.0,414
80,27640,-471.0,472
81,27880,-247.0,248
82,28230,-342.0,343
83,28440,-216.0,217
84,28740,-291.0,292
85,29050,-317.0,318
86,29190,-133.0,134
87,29470,-277.0,278
88,29670,-206.0,207
89,30110,-437.0,438
90,30400,-288.0,289
91,30710,-308.0,309
92,31070,-359.0,360
93,31530,-460.0,461
94,31780,-249.0,250
95,32030,-245.0,246
96,32270,-248.0,249
97,32570,-294.0,295
98,32760,-193.0,194
99,33260,-500.0,500
100,33580,-311.0,312
101,33800,-222.0,223
102,34140,-338.0,339
103,34400,-265.0,266
104,34690,-281.0,282
105,35110,-428.0,429
106,35610,-500.0,500
107,35860,-242.0,243
108,36270,-411.0,412
109,36770,-500.0,500
110,37120,-353.0,354
111,37620,-500.0,500
112,37850,-227.0,228
113,38350,-500.0,500
114,38850,-500.0,500
115,39280,-426.0,427
116,39780,-500.0,500
117,40280,-500.0,500
118,40530,-255.0,256
119,40970,-432.0,433
120,41170,-200.0,201
121,41480,-312.0,313
122,41860,-380.0,381
123,42160,-299.0,300
124,42540,-374.0,375
125,42880,-344.0,345
126,43380,-500.0,500
127,43850,-467.0,468
128,44280,-425.0,426
129,44710,-428.0,429
130,45080,-376.0,377
131,45580,-500.0,500
132,45760,-172.0,173
133,46180,-420.0,421
134,46420,-244.0,245
135,46620,-198.0,199
136,46830,-205.0,206
137,47160,-334.0,335
138,47440,-273.0,274
139,47700,-266.0,267
140,47930,-223.0,224
141,48070,-140.0,141
142,48310,-242.0,243
143,48660,-348.0,349
144,49020,-356.0,357
145,49220,-207.0,208
146,49370,-149.0,150
147,49480,-109.0,110
148,49630,-144.0,145
149,49800,-166.0,167
150,50300,-500.0,500
151,50720,-421.0,422
152,50940,-220.0,221
153,51310,-370.0,371
154,51620,-306.0,307
155,51930,-313.0,314
156,52220,-292.0,293
157,52400,-179.0,180
158,52600,-190.0,191
159,52850,-249.0,250
160,53050,-200.0,201
161,53260,-211.0,212
162,53460,-200.0,201
163,53680,-222.0,223
164,53820,-137.0,138
165,54140,-315.0,316
166,54420,-282.0,283
167,54650,-225.0,226
168,55090,-445.0,446
169,55270,-180.0,181
170,55390,-116.0,117
171,55780,-389.0,390
172,56080,-298.0,299
173,56580,-500.0,500
174,56930,-354.0,355
175,57120,-181.0,182
176,57310,-198.0,199
177,57740,-427.0,428
178,57960,-219.0,220
179,58400,-433.0,434
180,58610,-213.0,214
181,58960,-351.0,352
182,59230,-271.0,272
183,59460,-224.0,225
184,59650,-187.0,188
185,60030,-385.0,386
186,60360,-330.0,331
187,60530,-163.0,164
188,60740,-214.0,215
189,61240,-500.0,500
190,61650,-401.0,402
191,62150,-500.0,500
192,62330,-186.0,187
193,62490,-159.0,160
194,62770,-281.0,282
195,63030,-258.0,259
196,63260,-221.0,222
197,63540,-283.0,284
198,64010,-473.0,474
199,64390,-374.0,375
200,64520,-127.0,128
201,64740,-224.0,225
202,65010,-266.0,267
203,65350,-337.0,338
204,65850,-500.0,500
205,66160,-314.0,315
206,66340,-182.0,183
207,66650,-308.0,309
208,66960,-309.0,310
209,67330,-369.0,370
210,67710,-377.0,378
211,68130,-417.0,418
212,68430,-295.0,296
213,68860,-438.0,439
214,69210,-340.0,341
215,69580,-373.0,374
216,69830,-252.0,253
217,70260,-424.0,425
218,70520,-258.0,259
219,70690,-177.0,178
220,71070,-371.0,372
221,71310,-241.0,242
222,71460,-150.0,151
223,71840,-383.0,384
224,72170,-328.0,329
225,72320,-144.0,145
226,72430,-115.0,116
227,72790,-358.0,359
228,72980,-185.0,186
229,73200,-222.0,223
230,73500,-295.0,296
231,73750,-255.0,256
232,74060,-307.0,308
233,74390,-330.0,331
234,74650,-255.0,256
235,74920,-274.0,275
236,75390,-469.0,470
237,75650,-253.0,254
238,75960,-311.0,312
239,76280,-324.0,325
240,76460,-170.0,171
241,76790,-334.0,335
242,76990,-197.0,198
243,77150,-165.0,166
244,77300,-149.0,150
245,77560,-257.0,258
246,77900,-334.0,335
247,78180,-278.0,279
248,78330,-155.0,156
249,78490,-158.0,159
250,78650,-160.0,161
251,78810,-156.0,157
252,78970,-155.0,156
253,79350,-383.0,384
254,79500,-151.0,152
255,79670,-170.0,171
