environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples,action_2_samples,action_3_samples,action_4_samples,action_5_samples,action_6_samples,action_7_samples,action_8_samples,action_9_samples
1000,94,-0.019907072186470032,0.15690897405147552,0.039763905107975006,-0.019907072186470032,0.019907072186470032,0.2559089740514755,0.2559089740514755,0.139763905107975,0.139763905107975,1,0.7378472222222222,425,62,92,6,2,19,102,74,4,6,57
2000,194,-0.020068705081939697,0.12410809099674225,-0.07230326533317566,-0.020068705081939697,0.020068705081939697,0.22310809099674225,0.22310809099674225,0.027696734666824346,0.027696734666824346,1,0.8324175824175825,909,149,94,12,136,24,109,76,7,10,291
3000,294,-0.01314634084701538,0.11817815899848938,-0.017760545015335083,-0.01314634084701538,0.01314634084701538,0.21717815899848938,0.21717815899848938,0.08223945498466492,0.08223945498466492,1,0.8703241895261845,1396,338,137,19,277,32,159,81,9,11,333
4000,394,0.017329297959804535,-0.003664557822048664,-0.027487128973007202,0.017329297959804535,0.017329297959804535,0.09533544217795134,0.09533544217795134,0.0725128710269928,0.0725128710269928,0,0.8501387604070305,1838,477,142,181,283,39,162,86,11,13,444
5000,494,-0.0010511502623558044,0.025729581713676453,-0.047040775418281555,-0.0010511502623558044,0.0010511502623558044,0.12472958171367646,0.12472958171367646,0.05295922458171845,0.05295922458171845,1,0.7895490336435218,2206,485,146,209,284,41,164,91,14,14,758
6000,594,-5.6684017181396484e-05,0.019354909658432007,-0.08231005072593689,-5.6684017181396484e-05,5.6684017181396484e-05,0.11835490965843201,0.11835490965843201,0.017689949274063116,0.017689949274063116,1,0.7953321364452424,2658,640,152,346,288,44,168,94,19,20,887
7000,694,0.017829913645982742,-0.029725858941674232,-0.02857888862490654,0.017829913645982742,0.017829913645982742,0.06927414105832577,0.06927414105832577,0.07142111137509347,0.07142111137509347,0,0.6714422158548233,2812,768,153,355,290,45,169,94,20,22,896
8000,794,0.0003497898578643799,-0.0366813987493515,0.0012429282069206238,0.0003497898578643799,0.0003497898578643799,0.0623186012506485,0.0623186012506485,0.10124292820692063,0.10124292820692063,0,0.557935735150925,2865,768,154,356,290,46,169,94,65,23,900
9000,894,-0.0016037523746490479,-0.02744378335773945,-0.012481076642870903,-0.0016037523746490479,0.0016037523746490479,0.07155621664226056,0.07155621664226056,0.0875189233571291,0.0875189233571291,0,0.4790468364831553,2915,779,155,357,290,47,169,94,101,23,900
10000,994,0.009112529456615448,0.021357255056500435,0.08985235542058945,0.009112529456615448,0.009112529456615448,0.12035725505650044,0.12035725505650044,0.18985235542058945,0.18985235542058945,1,0.4404436122713524,3058,780,156,359,292,48,170,94,233,24,901
11000,1094,-0.010762013494968414,0.023460185155272484,-0.03148430213332176,-0.010762013494968414,0.010762013494968414,0.12246018515527249,0.12246018515527249,0.06851569786667824,0.06851569786667824,1,0.4757177354440569,3546,783,157,362,297,191,173,99,548,30,906
12000,1194,-0.004612330347299576,0.03165557608008385,-0.08788838237524033,-0.004612330347299576,0.004612330347299576,0.13065557608008385,0.13065557608008385,0.01211161762475968,0.01211161762475968,1,0.5073483230749906,4039,788,163,365,301,251,182,108,837,32,1012
