environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples,action_2_samples,action_3_samples,action_4_samples,action_5_samples,action_6_samples,action_7_samples,action_8_samples,action_9_samples
1000,94,-0.009389486163854599,0.013046890497207642,0.11743032932281494,-0.009389486163854599,0.009389486163854599,0.11204689049720765,0.11204689049720765,0.21743032932281495,0.21743032932281495,1,0.2422360248447205,195,4,3,17,20,54,68,6,8,9,6
2000,194,0.006591591984033585,-0.008199043571949005,-0.10036029666662216,0.006591591984033585,0.006591591984033585,0.090800956428051,0.090800956428051,-0.0003602966666221563,0.0003602966666221563,0,0.20469596628537026,340,13,24,18,21,149,71,9,10,16,8
3000,294,0.015558917075395584,-0.029415488243103027,0.0012683980166912079,0.015558917075395584,0.015558917075395584,0.06958451175689698,0.06958451175689698,0.10126839801669121,0.10126839801669121,0,0.1995201919232307,499,43,28,22,41,234,74,13,11,20,13
4000,394,-0.020746130496263504,-0.010712362825870514,-0.04724045842885971,-0.020746130496263504,0.020746130496263504,0.08828763717412949,0.08828763717412949,0.052759541571140295,0.052759541571140295,1,0.2059089538739825,683,104,44,28,78,250,111,16,16,21,15
5000,494,-0.004415903240442276,-0.02625121921300888,-0.07481731474399567,-0.004415903240442276,0.004415903240442276,0.07274878078699112,0.07274878078699112,0.02518268525600434,0.02518268525600434,0,0.19961612284069097,832,105,46,28,189,266,121,17,21,23,16
6000,594,-0.002129480242729187,-0.038786131888628006,-0.04009654372930527,-0.002129480242729187,0.002129480242729187,0.060213868111372,0.060213868111372,0.05990345627069474,0.05990345627069474,0,0.18040527247688373,917,106,47,29,194,279,177,19,24,24,18
7000,694,-0.009355761110782623,-0.06794415414333344,0.0213070809841156,-0.009355761110782623,0.009355761110782623,0.03105584585666657,0.03105584585666657,0.1213070809841156,0.1213070809841156,0,0.17073578595317726,1021,109,48,34,197,319,217,23,27,26,20
8000,794,-0.013065040111541748,-0.08527594804763794,-0.05470753461122513,-0.013065040111541748,0.013065040111541748,0.013724051952362065,0.013724051952362065,0.04529246538877488,0.04529246538877488,0,0.16262171196047087,1119,112,50,36,197,325,297,23,30,28,21
9000,894,-0.008216142654418945,-0.11206917464733124,-0.07853026688098907,-0.008216142654418945,0.008216142654418945,-0.013069174647331233,0.013069174647331233,0.02146973311901093,0.02146973311901093,0,0.15577244124823425,1213,115,55,39,198,389,300,24,42,30,21
10000,994,0.0021697990596294403,-0.060263875871896744,-0.06593768298625946,0.0021697990596294403,0.0021697990596294403,0.03873612412810326,0.03873612412810326,0.034062317013740545,0.034062317013740545,0,0.14982177762446822,1303,160,57,41,198,389,328,28,49,30,23
11000,1094,0.0026901699602603912,-0.08467918634414673,-0.02559901773929596,0.0026901699602603912,0.0026901699602603912,0.014320813655853276,0.014320813655853276,0.07440098226070405,0.07440098226070405,0,0.14499843863849277,1393,161,59,45,200,390,386,28,66,32,26
12000,1194,-0.007913872599601746,-0.08408112823963165,-0.07629752159118652,-0.007913872599601746,0.007913872599601746,0.014918871760368352,0.014918871760368352,0.023702478408813482,0.023702478408813482,0,0.14035921315214292,1477,163,59,47,200,392,419,29,107,33,28
13000,1294,0.009480644017457962,-0.15087634325027466,-0.06069033220410347,0.009480644017457962,0.009480644017457962,-0.051876343250274654,0.051876343250274654,0.039309667795896536,0.039309667795896536,0,0.13865288604712273,1583,208,62,48,203,393,427,32,109,71,30
14000,1394,-0.007666571065783501,-0.08478657901287079,-0.06743982434272766,-0.007666571065783501,0.007666571065783501,0.014213420987129216,0.014213420987129216,0.032560175657272344,0.032560175657272344,0,0.13617919168966078,1678,238,64,48,206,394,431,52,113,101,31
15000,1494,0.0023863520473241806,-0.07346367835998535,-0.045024365186691284,0.0023863520473241806,0.0023863520473241806,0.025536321640014653,0.025536321640014653,0.05497563481330872,0.05497563481330872,0,0.13190461817084215,1748,258,64,49,210,397,441,80,113,103,33
16000,1594,-0.00025082752108573914,-0.1339607536792755,0.07480648905038834,-0.00025082752108573914,0.00025082752108573914,-0.03496075367927551,0.03496075367927551,0.17480648905038834,0.17480648905038834,0,0.1309018942606729,1852,307,66,50,211,398,443,123,115,104,35
