episode,ending_environment_step,episode_return,episode_length
0,500,-500.0,500
1,1000,-500.0,500
2,1450,-447.0,448
3,1850,-400.0,401
4,1990,-138.0,139
5,2370,-374.0,375
6,2560,-194.0,195
7,2770,-208.0,209
8,3010,-236.0,237
9,3510,-500.0,500
10,3760,-255.0,256
11,4160,-392.0,393
12,4380,-221.0,222
13,4580,-200.0,201
14,5080,-500.0,500
15,5580,-500.0,500
16,5910,-333.0,334
17,6160,-244.0,245
18,6510,-352.0,353
19,6680,-171.0,172
20,7090,-400.0,401
21,7300,-214.0,215
22,7660,-355.0,356
23,7910,-256.0,257
24,8410,-500.0,500
25,8760,-345.0,346
26,9260,-500.0,500
27,9760,-500.0,500
28,10260,-500.0,500
29,10760,-500.0,500
30,11260,-500.0,500
31,11750,-486.0,487
32,12140,-390.0,391
33,12580,-442.0,443
34,13080,-500.0,500
35,13540,-459.0,460
36,14040,-500.0,500
37,14540,-500.0,500
38,15040,-500.0,500
39,15290,-244.0,245
40,15680,-395.0,396
41,15890,-205.0,206
42,16050,-161.0,162
43,16390,-339.0,340
44,16890,-500.0,500
45,17390,-500.0,500
46,17690,-298.0,299
47,17890,-202.0,203
48,18300,-412.0,413
49,18440,-135.0,136
50,18730,-290.0,291
51,19230,-500.0,500
52,19730,-500.0,500
53,20200,-467.0,468
54,20470,-270.0,271
55,20970,-500.0,500
56,21300,-327.0,328
57,21610,-311.0,312
58,21940,-333.0,334
59,22280,-331.0,332
60,22410,-134.0,135
61,22910,-500.0,500
62,23410,-500.0,500
63,23910,-500.0,500
64,24410,-500.0,500
65,24910,-500.0,500
66,25410,-500.0,500
67,25910,-500.0,500
68,26410,-500.0,500
69,26910,-500.0,500
70,27410,-500.0,500
71,27730,-319.0,320
72,28230,-500.0,500
73,28730,-500.0,500
74,29230,-500.0,500
75,29620,-385.0,386
76,30070,-454.0,455
77,30570,-500.0,500
78,31070,-500.0,500
79,31570,-500.0,500
80,32070,-500.0,500
81,32570,-500.0,500
82,33070,-500.0,500
83,33570,-500.0,500
84,34070,-500.0,500
85,34250,-172.0,173
86,34650,-404.0,405
87,35050,-401.0,402
88,35550,-500.0,500
89,36050,-500.0,500
90,36290,-237.0,238
91,36410,-122.0,123
92,36660,-245.0,246
93,37160,-500.0,500
94,37450,-289.0,290
95,37860,-411.0,412
96,37980,-115.0,116
97,38230,-247.0,248
98,38410,-180.0,181
99,38510,-98.0,99
100,38660,-152.0,153
101,38900,-241.0,242
102,39180,-274.0,275
103,39540,-368.0,369
104,39770,-227.0,228
105,40140,-365.0,366
106,40610,-473.0,474
107,41110,-500.0,500
108,41610,-500.0,500
109,41920,-305.0,306
110,42370,-455.0,456
111,42660,-280.0,281
112,43160,-500.0,500
113,43660,-500.0,500
114,44160,-500.0,500
115,44660,-500.0,500
116,45160,-500.0,500
117,45660,-500.0,500
118,45950,-291.0,292
119,46360,-409.0,410
120,46730,-376.0,377
121,47200,-465.0,466
122,47550,-344.0,345
123,47750,-203.0,204
124,48250,-500.0,500
125,48430,-183.0,184
126,48620,-185.0,186
127,48810,-189.0,190
128,49000,-186.0,187
129,49390,-395.0,396
130,49640,-247.0,248
131,49860,-221.0,222
132,50010,-150.0,151
133,50190,-177.0,178
134,50350,-154.0,155
135,50780,-437.0,438
136,51280,-500.0,500
137,51680,-399.0,400
138,52180,-500.0,500
139,52680,-500.0,500
140,52950,-267.0,268
141,53170,-219.0,220
142,53380,-202.0,203
143,53590,-211.0,212
144,53880,-294.0,295
145,54150,-269.0,270
146,54440,-284.0,285
147,54640,-200.0,201
148,55070,-431.0,432
149,55270,-194.0,195
150,55420,-154.0,155
151,55580,-154.0,155
152,55810,-236.0,237
153,55960,-145.0,146
154,56330,-371.0,372
155,56550,-222.0,223
156,56860,-302.0,303
157,57160,-306.0,307
158,57660,-500.0,500
159,58120,-452.0,453
160,58370,-254.0,255
161,58870,-500.0,500
162,59010,-137.0,138
163,59370,-356.0,357
164,59810,-442.0,443
165,60110,-301.0,302
166,60300,-191.0,192
167,60550,-244.0,245
168,60670,-125.0,126
169,60950,-272.0,273
170,61270,-320.0,321
171,61540,-271.0,272
172,61860,-321.0,322
173,62360,-500.0,500
174,62860,-500.0,500
175,63160,-299.0,300
176,63350,-187.0,188
177,63760,-406.0,407
178,64120,-357.0,358
179,64440,-323.0,324
180,64940,-500.0,500
181,65220,-284.0,285
182,65500,-277.0,278
183,65810,-305.0,306
184,65930,-123.0,124
185,66160,-222.0,223
186,66260,-101.0,102
187,66430,-170.0,171
188,66590,-156.0,157
189,66860,-275.0,276
190,67070,-212.0,213
191,67370,-291.0,292
192,67700,-328.0,329
193,68030,-333.0,334
194,68310,-280.0,281
195,68550,-234.0,235
196,68880,-331.0,332
197,69040,-162.0,163
198,69160,-117.0,118
199,69320,-162.0,163
200,69450,-123.0,124
201,69950,-500.0,500
202,70160,-214.0,215
203,70490,-330.0,331
204,70620,-123.0,124
205,70730,-110.0,111
206,71000,-274.0,275
207,71130,-128.0,129
208,71230,-103.0,104
209,71330,-99.0,100
210,71460,-122.0,123
211,71630,-167.0,168
212,71760,-130.0,131
213,71910,-151.0,152
214,72010,-96.0,97
215,72090,-85.0,86
216,72240,-152.0,153
217,72350,-108.0,109
218,72440,-88.0,89
219,72540,-96.0,97
220,72750,-209.0,210
221,73040,-287.0,288
222,73540,-500.0,500
223,73890,-351.0,352
224,74330,-441.0,442
225,74760,-424.0,425
226,75020,-265.0,266
227,75160,-139.0,140
228,75450,-290.0,291
229,75950,-500.0,500
230,76140,-181.0,182
231,76270,-134.0,135
232,76420,-151.0,152
233,76570,-150.0,151
234,76840,-265.0,266
235,77130,-290.0,291
236,77320,-189.0,190
237,77470,-151.0,152
238,77670,-201.0,202
239,77840,-166.0,167
240,77960,-121.0,122
241,78140,-175.0,176
242,78290,-150.0,151
243,78440,-152.0,153
244,78550,-110.0,111
245,78660,-102.0,103
246,78820,-159.0,160
247,79010,-188.0,189
248,79150,-138.0,139
249,79330,-180.0,181
250,79530,-201.0,202
251,79710,-181.0,182
252,79830,-119.0,120
253,79990,-155.0,156
254,80170,-184.0,185
255,80400,-223.0,224
