episode,ending_environment_step,episode_return,episode_length
0,500,-500.0,500
1,1000,-500.0,500
2,1500,-500.0,500
3,1800,-298.0,299
4,2300,-500.0,500
5,2650,-349.0,350
6,2970,-313.0,314
7,3210,-245.0,246
8,3310,-97.0,98
9,3760,-444.0,445
10,3860,-103.0,104
11,4340,-483.0,484
12,4550,-205.0,206
13,5050,-500.0,500
14,5470,-420.0,421
15,5970,-500.0,500
16,6470,-500.0,500
17,6970,-500.0,500
18,7470,-500.0,500
19,7970,-500.0,500
20,8470,-500.0,500
21,8970,-500.0,500
22,9470,-500.0,500
23,9970,-500.0,500
24,10470,-500.0,500
25,10970,-500.0,500
26,11470,-500.0,500
27,11810,-334.0,335
28,12230,-418.0,419
29,12730,-500.0,500
30,12950,-219.0,220
31,13150,-202.0,203
32,13520,-371.0,372
33,14020,-500.0,500
34,14520,-500.0,500
35,15020,-500.0,500
36,15420,-395.0,396
37,15920,-500.0,500
38,16220,-299.0,300
39,16720,-500.0,500
40,17220,-500.0,500
41,17720,-500.0,500
42,18220,-500.0,500
43,18720,-500.0,500
44,19220,-500.0,500
45,19720,-500.0,500
46,20220,-500.0,500
47,20720,-500.0,500
48,21220,-500.0,500
49,21720,-500.0,500
50,22220,-500.0,500
51,22560,-341.0,342
52,23060,-500.0,500
53,23370,-307.0,308
54,23870,-500.0,500
55,24370,-500.0,500
56,24620,-252.0,253
57,25030,-406.0,407
58,25280,-249.0,250
59,25480,-198.0,199
60,25680,-199.0,200
61,26100,-421.0,422
62,26510,-415.0,416
63,26830,-316.0,317
64,27220,-388.0,389
65,27460,-237.0,238
66,27660,-203.0,204
67,27990,-326.0,327
68,28160,-168.0,169
69,28630,-472.0,473
70,28980,-346.0,347
71,29480,-500.0,500
72,29980,-500.0,500
73,30480,-500.0,500
74,30960,-483.0,484
75,31270,-303.0,304
76,31360,-89.0,90
77,31470,-118.0,119
78,31690,-212.0,213
79,32000,-309.0,310
80,32350,-352.0,353
81,32690,-337.0,338
82,33100,-411.0,412
83,33410,-309.0,310
84,33540,-128.0,129
85,33890,-345.0,346
86,34100,-214.0,215
87,34250,-149.0,150
88,34440,-185.0,186
89,34760,-324.0,325
90,35220,-461.0,462
91,35660,-433.0,434
92,35980,-325.0,326
93,36370,-382.0,383
94,36730,-358.0,359
95,36900,-176.0,177
96,37330,-428.0,429
97,37830,-500.0,500
98,38330,-500.0,500
99,38830,-500.0,500
100,39090,-261.0,262
101,39510,-420.0,421
102,40010,-500.0,500
103,40510,-500.0,500
104,41010,-500.0,500
105,41510,-500.0,500
106,42010,-500.0,500
107,42510,-500.0,500
108,43010,-500.0,500
109,43510,-500.0,500
110,44010,-500.0,500
111,44510,-500.0,500
112,45010,-500.0,500
113,45360,-340.0,341
114,45860,-500.0,500
115,46360,-500.0,500
116,46860,-500.0,500
117,47180,-325.0,326
118,47680,-500.0,500
119,48180,-500.0,500
120,48650,-472.0,473
121,48950,-291.0,292
122,49250,-298.0,299
123,49680,-429.0,430
124,49840,-160.0,161
125,50140,-307.0,308
126,50410,-264.0,265
127,50700,-286.0,287
128,50890,-196.0,197
129,51210,-317.0,318
130,51670,-457.0,458
131,51890,-221.0,222
132,52170,-281.0,282
133,52510,-337.0,338
134,52680,-170.0,171
135,52950,-264.0,265
136,53380,-435.0,436
137,53660,-280.0,281
138,53810,-145.0,146
139,53960,-146.0,147
140,54190,-234.0,235
141,54350,-159.0,160
142,54460,-109.0,110
143,54600,-136.0,137
144,54790,-185.0,186
145,54990,-201.0,202
146,55180,-190.0,191
147,55450,-268.0,269
148,55610,-165.0,166
149,55790,-177.0,178
150,55920,-126.0,127
151,56140,-218.0,219
152,56340,-199.0,200
153,56640,-298.0,299
154,56800,-161.0,162
155,56970,-172.0,173
156,57130,-158.0,159
157,57270,-138.0,139
158,57440,-169.0,170
159,57620,-176.0,177
160,57780,-164.0,165
161,58050,-271.0,272
162,58210,-154.0,155
163,58330,-122.0,123
164,58560,-227.0,228
165,58730,-171.0,172
166,58890,-162.0,163
167,59000,-100.0,101
168,59140,-146.0,147
169,59210,-70.0,71
170,59410,-191.0,192
171,59600,-197.0,198
172,59690,-87.0,88
173,59910,-220.0,221
174,60060,-146.0,147
175,60230,-169.0,170
176,60420,-187.0,188
177,60650,-234.0,235
178,60890,-237.0,238
179,61020,-127.0,128
180,61100,-84.0,85
181,61290,-185.0,186
182,61630,-339.0,340
183,61760,-133.0,134
184,61990,-223.0,224
185,62140,-156.0,157
186,62640,-500.0,500
187,63030,-383.0,384
188,63430,-405.0,406
189,63620,-182.0,183
190,63840,-223.0,224
191,64340,-500.0,500
192,64640,-294.0,295
193,64830,-196.0,197
194,65210,-375.0,376
195,65580,-365.0,366
196,65740,-161.0,162
197,66010,-269.0,270
198,66240,-227.0,228
199,66380,-144.0,145
200,66710,-332.0,333
201,67060,-345.0,346
202,67250,-188.0,189
203,67380,-135.0,136
204,67560,-179.0,180
205,67680,-111.0,112
206,67840,-165.0,166
207,68050,-209.0,210
208,68170,-117.0,118
209,68350,-179.0,180
210,68480,-133.0,134
211,68570,-82.0,83
212,68830,-260.0,261
213,69000,-172.0,173
214,69160,-157.0,158
215,69310,-148.0,149
216,69460,-152.0,153
217,69680,-214.0,215
218,69950,-270.0,271
219,70150,-202.0,203
220,70270,-115.0,116
221,70370,-104.0,105
222,70460,-84.0,85
223,70620,-167.0,168
224,70750,-124.0,125
225,70830,-81.0,82
226,70940,-109.0,110
227,71150,-209.0,210
228,71280,-126.0,127
229,71390,-106.0,107
230,71490,-100.0,101
231,71650,-160.0,161
232,71760,-109.0,110
233,71890,-132.0,133
234,72050,-162.0,163
235,72320,-263.0,264
236,72430,-112.0,113
237,72630,-203.0,204
238,73120,-481.0,482
239,73250,-137.0,138
240,73420,-165.0,166
241,73730,-313.0,314
242,74070,-338.0,339
243,74190,-118.0,119
244,74340,-149.0,150
245,74690,-350.0,351
246,75110,-418.0,419
247,75340,-230.0,231
248,75450,-102.0,103
249,75550,-98.0,99
250,75810,-262.0,263
251,75960,-152.0,153
252,76100,-139.0,140
253,76230,-126.0,127
254,76420,-187.0,188
255,76570,-154.0,155
