environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples
28000,2794,0.0003801989369094372,-0.08514084666967392,-0.048590414226055145,0.0003801989369094372,0.0003801989369094372,0.013859153330326085,0.013859153330326085,0.05140958577394486,0.05140958577394486,0,0.10658815160257677,2697,1841,856
29000,2894,0.0006130761466920376,-0.05054990574717522,0.00034182146191596985,0.0006130761466920376,0.0006130761466920376,0.04845009425282479,0.04845009425282479,0.10034182146191598,0.10034182146191598,0,0.10480399253304888,2751,1845,906
30000,2994,0.0024826775770634413,-0.009819939732551575,-0.014807518571615219,0.0024826775770634413,0.0024826775770634413,0.08918006026744843,0.08918006026744843,0.08519248142838479,0.08519248142838479,0,0.10391521931115691,2824,1849,975
31000,3094,0.0013935631141066551,-0.016291530802845955,-0.04626116901636124,0.0013935631141066551,0.0013935631141066551,0.08270846919715405,0.08270846919715405,0.05373883098363877,0.05373883098363877,0,0.10171298599758334,2862,1858,1004
32000,3194,0.0056793587282299995,-0.030154967680573463,-0.018577389419078827,0.0056793587282299995,0.0056793587282299995,0.06884503231942654,0.06884503231942654,0.08142261058092118,0.08142261058092118,0,0.09995875154681699,2908,1871,1037
33000,3294,-0.0013528575655072927,-0.01962917298078537,-0.03789650648832321,-0.0013528575655072927,0.0013528575655072927,0.07937082701921463,0.07937082701921463,0.062103493511676794,0.062103493511676794,0,0.09849871841816185,2959,1900,1059
34000,3394,0.00267736311070621,-0.02445918694138527,-0.03819876164197922,0.00267736311070621,0.00267736311070621,0.07454081305861474,0.07454081305861474,0.06180123835802079,0.06180123835802079,0,0.09737598037633541,3017,1938,1079
35000,3494,0.002012507990002632,-0.016297919675707817,-0.05902048945426941,0.002012507990002632,0.002012507990002632,0.08270208032429219,0.08270208032429219,0.040979510545730596,0.040979510545730596,0,0.09597319639278556,3065,1973,1091
36000,3594,-0.009385335259139538,-0.057230304926633835,-0.06668395549058914,-0.009385335259139538,0.009385335259139538,0.04176969507336617,0.04176969507336617,0.033316044509410864,0.033316044509410864,0,0.0949238115514462,3121,2026,1095
37000,3694,-0.0016688636969774961,-0.07605599611997604,-0.03709619119763374,-0.0016688636969774961,0.0016688636969774961,0.02294400388002396,0.02294400388002396,0.06290380880236626,0.06290380880236626,0,0.09393016586346568,3177,2082,1095
38000,3794,-0.00602784613147378,-0.06758013367652893,-0.02908819355070591,-0.00602784613147378,0.00602784613147378,0.031419866323471074,0.031419866323471074,0.0709118064492941,0.0709118064492941,0,0.09251911908458398,3218,2120,1098
39000,3894,0.0016528633423149586,-0.04181203991174698,-0.027798118069767952,0.0016528633423149586,0.0016528633423149586,0.057187960088253026,0.057187960088253026,0.07220188193023205,0.07220188193023205,0,0.09118379452169777,3259,2156,1103
40000,3994,0.0013590195449069142,-0.025680065155029297,0.005895210430026054,0.0013590195449069142,0.0013590195449069142,0.07331993484497071,0.07331993484497071,0.10589521043002606,0.10589521043002606,0,0.0900964735379081,3306,2201,1105
41000,4094,-0.00045777042396366596,-0.0580240897834301,-0.00928072165697813,-0.00045777042396366596,0.00045777042396366596,0.040975910216569905,0.040975910216569905,0.09071927834302188,0.09071927834302188,0,0.08903527411814705,3352,2246,1106
42000,4194,0.00424973713234067,-0.01661561243236065,-0.0023980289697647095,0.00424973713234067,0.00424973713234067,0.08238438756763936,0.08238438756763936,0.0976019710302353,0.0976019710302353,0,0.08788561659802627,3393,2286,1107
43000,4294,0.0015362614067271352,-0.02575700543820858,0.002682007383555174,0.0015362614067271352,0.0015362614067271352,0.07324299456179142,0.07324299456179142,0.10268200738355518,0.10268200738355518,0,0.08679168983470657,3434,2324,1110
44000,4394,-0.0009319792734459043,-0.028450001031160355,-0.013743303716182709,-0.0009319792734459043,0.0009319792734459043,0.07054999896883965,0.07054999896883965,0.0862566962838173,0.0862566962838173,0,0.08770888954810639,3548,2432,1116
45000,4494,0.0014067436568439007,-0.03000091016292572,-0.02588662877678871,0.0014067436568439007,0.0014067436568439007,0.06899908983707428,0.06899908983707428,0.0741133712232113,0.0741133712232113,0,0.08664155317299334,3588,2471,1117
46000,4594,-0.0003639981150627136,-0.021468158811330795,-0.03498467057943344,-0.0003639981150627136,0.0003639981150627136,0.07753184118866921,0.07753184118866921,0.06501532942056656,0.06501532942056656,0,0.08577633007600434,3634,2517,1117
47000,4694,0.000401204451918602,-0.012398000806570053,-0.1531459093093872,0.000401204451918602,0.000401204451918602,0.08660199919342995,0.08660199919342995,-0.0531459093093872,0.0531459093093872,0,0.08484904440956513,3676,2557,1119
48000,4794,-0.0007312800735235214,-0.12687750160694122,-0.08586043119430542,-0.0007312800735235214,0.0007312800735235214,-0.02787750160694122,0.02787750160694122,0.014139568805694586,0.014139568805694586,0,0.08437817688919011,3735,2566,1169
49000,4894,0.008680477738380432,-0.08846698701381683,-0.1382770985364914,0.008680477738380432,0.008680477738380432,0.010533012986183171,0.010533012986183171,-0.03827709853649139,0.03827709853649139,0,0.08380703811019442,3789,2601,1188
50000,4994,-0.0010834913700819016,-0.09869635850191116,-0.16683749854564667,-0.0010834913700819016,0.0010834913700819016,0.00030364149808884133,0.00030364149808884133,-0.06683749854564666,0.06683749854564666,0,0.08304813065892648,3834,2626,1208
