environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples,action_2_samples,action_3_samples,action_4_samples,action_5_samples,action_6_samples,action_7_samples,action_8_samples,action_9_samples
1000,94,0.00026357918977737427,0.02360202930867672,0.18177931010723114,0.00026357918977737427,0.00026357918977737427,0.12260202930867672,0.12260202930867672,0.2817793101072311,0.2817793101072311,1,0.3280212483399734,247,3,3,5,11,99,23,52,32,4,15
2000,194,-0.001528281718492508,-0.06565966457128525,0.039754800498485565,-0.001528281718492508,0.001528281718492508,0.03334033542871476,0.03334033542871476,0.13975480049848557,0.13975480049848557,0,0.367053998632946,537,7,6,54,14,173,37,58,158,10,20
3000,294,0.005509734153747559,-0.0029261279851198196,0.009661518037319183,0.005509734153747559,0.005509734153747559,0.09607387201488019,0.09607387201488019,0.10966151803731919,0.10966151803731919,0,0.2631578947368421,625,10,6,119,16,175,40,66,160,12,21
4000,394,6.213411688804626e-05,-0.09358879923820496,0.0043978095054626465,6.213411688804626e-05,6.213411688804626e-05,0.005411200761795049,0.005411200761795049,0.10439780950546265,0.10439780950546265,0,0.2812299807815503,878,11,9,169,22,181,110,163,169,18,26
5000,494,-0.002476222813129425,-0.08317897468805313,0.008335120975971222,-0.002476222813129425,0.002476222813129425,0.015821025311946874,0.015821025311946874,0.10833512097597123,0.10833512097597123,0,0.23885034687809711,964,23,11,230,24,184,113,163,171,18,27
6000,594,-0.002054765820503235,0.013268652372062206,-0.04093353450298309,-0.002054765820503235,0.002054765820503235,0.11226865237206221,0.11226865237206221,0.05906646549701691,0.05906646549701691,1,0.23051681706316654,1124,43,13,259,26,187,116,164,267,18,31
7000,694,0.0035218484699726105,-0.005523912608623505,0.05138576775789261,0.0035218484699726105,0.0035218484699726105,0.0934760873913765,0.0934760873913765,0.15138576775789261,0.15138576775789261,0,0.21338186860807765,1231,45,14,261,27,190,119,166,319,57,33
8000,794,7.139705121517181e-05,-0.009091338142752647,-0.03587906435132027,7.139705121517181e-05,7.139705121517181e-05,0.08990866185724736,0.08990866185724736,0.06412093564867974,0.06412093564867974,0,0.19868145040455498,1326,45,15,262,33,192,120,167,401,57,34
9000,894,0.00688178651034832,-0.06106320768594742,-0.07343075424432755,0.00688178651034832,0.00688178651034832,0.037936792314052586,0.037936792314052586,0.02656924575567246,0.02656924575567246,0,0.18421052631578946,1400,46,16,276,33,194,121,173,448,58,35
10000,994,0.002876248210668564,-0.050154153257608414,-0.10206986963748932,0.002876248210668564,0.002876248210668564,0.04884584674239159,0.04884584674239159,-0.0020698696374893133,0.0020698696374893133,0,0.17591721542803387,1496,50,16,283,34,194,124,176,523,59,37
