environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples,action_2_samples,action_3_samples,action_4_samples,action_5_samples,action_6_samples,action_7_samples,action_8_samples,action_9_samples
11000,1094,-0.010388437658548355,-0.07990241050720215,-0.0715862587094307,-0.010388437658548355,0.010388437658548355,0.019097589492797856,0.019097589492797856,0.02841374129056931,0.02841374129056931,0,0.14190802449911763,1367,291,232,253,311,35,31,16,38,16,144
12000,1194,-0.004991848021745682,-0.05837363749742508,-0.06324325501918793,-0.004991848021745682,0.004991848021745682,0.040626362502574925,0.040626362502574925,0.03675674498081208,0.03675674498081208,0,0.13346557098328138,1413,292,237,292,311,35,31,16,39,16,144
13000,1294,-0.006706513464450836,-0.1319732964038849,-0.10847422480583191,-0.006706513464450836,0.006706513464450836,-0.03297329640388488,0.03297329640388488,-0.008474224805831904,0.008474224805831904,0,0.12720020809849997,1467,292,238,314,311,35,31,16,40,16,174
14000,1394,0.013892745599150658,-0.14688339829444885,-0.04561486095190048,0.013892745599150658,0.013892745599150658,-0.04788339829444885,0.04788339829444885,0.05438513904809952,0.05438513904809952,0,0.12224448897795591,1525,293,238,314,337,36,32,16,40,17,202
15000,1494,-0.0027736835181713104,-0.16078804433345795,-0.08206126093864441,-0.0027736835181713104,0.0027736835181713104,-0.06178804433345794,0.06178804433345794,0.017938739061355596,0.017938739061355596,0,0.11623753534752196,1562,294,238,314,368,38,32,16,40,17,205
16000,1594,-0.0020360201597213745,-0.1398983597755432,-0.13105568289756775,-0.0020360201597213745,0.0020360201597213745,-0.04089835977554321,0.04089835977554321,-0.031055682897567743,0.031055682897567743,0,0.11196052540134825,1611,295,239,314,375,38,33,16,40,18,243
17000,1694,-0.00018061883747577667,-0.12700022757053375,0.010820671916007996,-0.00018061883747577667,0.00018061883747577667,-0.028000227570533748,0.028000227570533748,0.110820671916008,0.110820671916008,0,0.10778052912811156,1654,295,240,314,405,38,33,16,40,19,254
18000,1794,-0.001490732654929161,-0.14488327503204346,-0.08454100787639618,-0.001490732654929161,0.001490732654929161,-0.04588327503204345,0.04588327503204345,0.015458992123603826,0.015458992123603826,0,0.104158998895841,1698,295,240,314,437,38,33,16,40,21,264
19000,1894,-0.003502853214740753,-0.1272001415491104,-0.08518251776695251,-0.003502853214740753,0.003502853214740753,-0.028200141549110408,0.028200141549110408,0.014817482233047491,0.014817482233047491,0,0.1001100110011001,1729,295,240,314,449,38,34,16,41,21,281
20000,1994,-0.0005933139473199844,-0.06994672119617462,-0.08959290385246277,-0.0005933139473199844,0.0005933139473199844,0.029053278803825383,0.029053278803825383,0.010407096147537237,0.010407096147537237,0,0.09745390693590869,1776,295,241,319,486,38,35,17,43,21,281
21000,2094,0.004219699651002884,-0.14818792045116425,-0.02937677688896656,0.004219699651002884,0.004219699651002884,-0.04918792045116424,0.04918792045116424,0.07062322311103345,0.07062322311103345,0,0.0951188986232791,1824,295,244,358,487,39,36,17,44,22,282
22000,2194,-0.0005040597170591354,-0.08577372133731842,-0.052780427038669586,-0.0005040597170591354,0.0005040597170591354,0.013226278662681584,0.013226278662681584,0.04721957296133042,0.04721957296133042,0,0.0929504694719062,1871,295,245,378,506,39,36,17,44,22,289
23000,2294,-0.001277269795536995,-0.10292183607816696,-0.017996877431869507,-0.001277269795536995,0.001277269795536995,-0.003921836078166957,0.003921836078166957,0.0820031225681305,0.0820031225681305,0,0.09092633875634397,1917,295,247,388,537,40,36,17,44,23,290
24000,2394,-0.0006463918834924698,-0.036261942237615585,-0.06307002902030945,-0.0006463918834924698,0.0006463918834924698,0.06273805776238442,0.06273805776238442,0.03692997097969056,0.03692997097969056,0,0.08912688328190234,1964,295,249,388,580,40,37,17,44,24,290
25000,2494,-0.004872716963291168,-0.100568987429142,-0.006999678909778595,-0.004872716963291168,0.004872716963291168,-0.0015689874291419936,0.0015689874291419936,0.09300032109022141,0.09300032109022141,0,0.08742931709438886,2010,295,249,390,611,41,37,17,44,25,301
26000,2594,0.002495206892490387,-0.04035596922039986,0.020557060837745667,0.002495206892490387,0.002495206892490387,0.05864403077960015,0.05864403077960015,0.12055706083774567,0.12055706083774567,0,0.08595773118369393,2058,296,251,390,611,43,37,17,45,25,343
27000,2694,0.002809802070260048,-0.016168897971510887,-0.03193974122405052,0.002809802070260048,0.002809802070260048,0.08283110202848912,0.08283110202848912,0.06806025877594948,0.06806025877594948,0,0.08403260127674951,2093,296,251,390,612,44,39,17,45,25,374
28000,2794,0.0008795596659183502,-0.0029293065890669823,0.06661012768745422,0.0008795596659183502,0.0008795596659183502,0.09607069341093302,0.09607069341093302,0.16661012768745423,0.16661012768745423,0,0.08241843203958558,2132,296,251,391,612,44,39,18,46,25,410
29000,2894,0.002901695668697357,0.008120154030621052,0.03799748420715332,0.002901695668697357,0.002901695668697357,0.10712015403062106,0.10712015403062106,0.13799748420715333,0.13799748420715333,1,0.09723430819870607,2570,300,252,397,617,51,42,24,50,32,804
30000,2994,0.002571912482380867,0.001028452068567276,-0.02319827675819397,0.002571912482380867,0.002571912482380867,0.10002845206856728,0.10002845206856728,0.07680172324180604,0.07680172324180604,0,0.1132964708501874,3053,306,253,401,619,56,49,28,61,428,852
31000,3094,0.0011193975806236267,-0.035637300461530685,0.020184174180030823,0.0011193975806236267,0.0011193975806236267,0.06336269953846932,0.06336269953846932,0.12018417418003083,0.12018417418003083,0,0.1110314672783313,3098,306,253,401,620,56,50,30,89,438,855
32000,3194,0.0012178421020507812,-0.05433836579322815,0.0012140199542045593,0.0012178421020507812,0.0012178421020507812,0.044661634206771855,0.044661634206771855,0.10121401995420456,0.10121401995420456,0,0.1088395301292491,3141,306,253,401,621,57,51,30,128,439,855
33000,3294,0.001623988151550293,-0.02667558193206787,0.021312396973371506,0.001623988151550293,0.001623988151550293,0.07232441806793213,0.07232441806793213,0.12131239697337151,0.12131239697337151,0,0.10689967463858048,3187,306,254,401,622,58,52,30,132,468,864
34000,3394,0.00012549757957458496,-0.014278546907007694,-0.02497335709631443,0.00012549757957458496,0.00012549757957458496,0.08472145309299231,0.08472145309299231,0.07502664290368558,0.07502664290368558,0,0.10479285134037368,3225,306,254,401,622,58,52,30,132,506,864
35000,3494,0.00041894614696502686,-0.049658194184303284,-0.04970617592334747,0.00041894614696502686,0.00041894614696502686,0.04934180581569672,0.04934180581569672,0.05029382407665253,0.05029382407665253,0,0.10305704380712259,3270,307,254,401,622,58,53,30,132,516,897
36000,3594,0.00017573311924934387,-0.06437987089157104,-0.07314535230398178,0.00017573311924934387,0.00017573311924934387,0.03462012910842896,0.03462012910842896,0.026854647696018225,0.026854647696018225,0,0.10142267094997705,3315,312,254,401,622,58,54,31,132,516,935
37000,3694,0.0015104133635759354,-0.05529341101646423,-0.07919725775718689,0.0015104133635759354,0.0015104133635759354,0.04370658898353577,0.04370658898353577,0.020802742242813116,0.020802742242813116,0,0.10024086354039669,3371,363,255,403,622,58,55,31,132,517,935
38000,3794,0.00040880031883716583,-0.06414447724819183,-0.010752677917480469,0.00040880031883716583,0.00040880031883716583,0.03485552275180817,0.03485552275180817,0.08924732208251954,0.08924732208251954,0,0.09893287833656265,3421,363,256,403,622,60,56,31,133,541,956
39000,3894,0.002738228067755699,0.0056378948502242565,0.02200564742088318,0.002738228067755699,0.002738228067755699,0.10463789485022426,0.10463789485022426,0.12200564742088318,0.12200564742088318,1,0.09791115365125838,3478,364,257,403,622,60,58,31,133,542,1008
40000,3994,0.0010981447994709015,-0.0004722448065876961,0.01299061719328165,0.0010981447994709015,0.0010981447994709015,0.09852775519341231,0.09852775519341231,0.11299061719328166,0.11299061719328166,0,0.10987791342952276,3960,472,263,406,630,70,64,35,138,545,1337
41000,4094,-0.0026697469875216484,-0.00026354938745498657,-0.003744155168533325,-0.0026697469875216484,0.0026697469875216484,0.09873645061254502,0.09873645061254502,0.09625584483146668,0.09625584483146668,1,0.10867742895000135,4019,498,264,406,631,70,64,36,138,545,1367
42000,4194,0.0016566792037338018,-0.03265771269798279,-0.06266231089830399,0.0016566792037338018,0.0016566792037338018,0.06634228730201722,0.06634228730201722,0.03733768910169602,0.03733768910169602,0,0.10958469829863679,4148,509,265,407,631,70,65,93,139,548,1421
43000,4294,-0.0025077045429497957,-0.0815703272819519,0.06736642122268677,-0.0025077045429497957,0.0025077045429497957,0.0174296727180481,0.0174296727180481,0.16736642122268677,0.16736642122268677,0,0.10844740030417858,4207,509,266,407,631,71,65,130,141,548,1439
44000,4394,0.004094249568879604,-0.09016702324151993,0.05526416748762131,0.004094249568879604,0.004094249568879604,0.008832976758480077,0.008832976758480077,0.1552641674876213,0.1552641674876213,0,0.10733610167358752,4265,509,266,407,632,71,65,186,141,548,1440
45000,4494,0.00811468530446291,-0.06109949201345444,0.012973953038454056,0.00811468530446291,0.00811468530446291,0.03790050798654557,0.03790050798654557,0.11297395303845406,0.11297395303845406,0,0.10603155876714349,4314,510,266,407,632,72,66,231,141,549,1440
46000,4594,0.002012432087212801,-0.00920901633799076,-0.019344987347722054,0.002012432087212801,0.002012432087212801,0.08979098366200924,0.08979098366200924,0.08065501265227795,0.08065501265227795,0,0.1058223953074667,4402,510,268,407,633,73,67,312,141,551,1440
47000,4694,-0.002173797460272908,-0.020503297448158264,0.008341779932379723,-0.002173797460272908,0.002173797460272908,0.07849670255184174,0.07849670255184174,0.10834177993237973,0.10834177993237973,0,0.104375205601767,4442,527,268,407,634,73,68,332,141,551,1441
48000,4794,-0.011933861300349236,-0.03657876327633858,0.0031662592664361,-0.011933861300349236,0.011933861300349236,0.06242123672366143,0.06242123672366143,0.1031662592664361,0.1031662592664361,0,0.10319466789243852,4490,545,269,408,634,73,68,359,142,551,1441
49000,4894,-0.0009151368867605925,0.0018565295031294227,0.07928599417209625,-0.0009151368867605925,0.0009151368867605925,0.10085652950312943,0.10085652950312943,0.17928599417209626,0.17928599417209626,1,0.10457148009557729,4639,548,270,408,634,78,71,491,142,554,1442
50000,4994,-0.007452983409166336,-0.007363586686551571,-0.024829652160406113,-0.007452983409166336,0.007452983409166336,0.09163641331344843,0.09163641331344843,0.07517034783959389,0.07517034783959389,1,0.11427807367459274,5128,553,393,413,637,85,78,820,146,559,1443
