episode,ending_environment_step,episode_return,episode_length
0,500,-500.0,500
1,1000,-500.0,500
2,1500,-500.0,500
3,1970,-465.0,466
4,2120,-147.0,148
5,2620,-500.0,500
6,3120,-500.0,500
7,3620,-500.0,500
8,4120,-500.0,500
9,4240,-119.0,120
10,4740,-500.0,500
11,5240,-500.0,500
12,5380,-144.0,145
13,5880,-500.0,500
14,6190,-305.0,306
15,6650,-464.0,465
16,7010,-353.0,354
17,7510,-500.0,500
18,7640,-131.0,132
19,7800,-157.0,158
20,8110,-311.0,312
21,8250,-141.0,142
22,8460,-211.0,212
23,8740,-272.0,273
24,9040,-301.0,302
25,9300,-256.0,257
26,9710,-415.0,416
27,10210,-500.0,500
28,10710,-500.0,500
29,11040,-323.0,324
30,11240,-206.0,207
31,11590,-346.0,347
32,11990,-397.0,398
33,12490,-500.0,500
34,12780,-290.0,291
35,13280,-500.0,500
36,13490,-214.0,215
37,13680,-184.0,185
38,14020,-337.0,338
39,14310,-289.0,290
40,14490,-178.0,179
41,14650,-160.0,161
42,14890,-239.0,240
43,15150,-265.0,266
44,15520,-363.0,364
45,15730,-208.0,209
46,16080,-357.0,358
47,16300,-213.0,214
48,16430,-132.0,133
49,16750,-318.0,319
50,17080,-333.0,334
51,17470,-383.0,384
52,17600,-127.0,128
53,18080,-481.0,482
54,18580,-500.0,500
55,18840,-261.0,262
56,19150,-312.0,313
57,19580,-426.0,427
58,19780,-195.0,196
59,20280,-500.0,500
60,20780,-500.0,500
61,21170,-388.0,389
62,21270,-107.0,108
63,21580,-306.0,307
64,21860,-275.0,276
65,22130,-273.0,274
66,22300,-164.0,165
67,22720,-421.0,422
68,23070,-348.0,349
69,23290,-226.0,227
70,23390,-100.0,101
71,23530,-139.0,140
72,23720,-188.0,189
73,24220,-500.0,500
74,24410,-189.0,190
75,24800,-390.0,391
76,25100,-291.0,292
77,25380,-286.0,287
78,25500,-117.0,118
79,25820,-321.0,322
80,25980,-155.0,156
81,26420,-437.0,438
82,26760,-343.0,344
83,27030,-269.0,270
84,27180,-150.0,151
85,27330,-148.0,149
86,27620,-287.0,288
87,27970,-354.0,355
88,28100,-128.0,129
89,28270,-162.0,163
90,28510,-245.0,246
91,28710,-196.0,197
92,29160,-452.0,453
93,29470,-308.0,309
94,29700,-223.0,224
95,30180,-480.0,481
96,30680,-500.0,500
97,31180,-500.0,500
98,31480,-304.0,305
99,31820,-339.0,340
100,32070,-246.0,247
101,32460,-395.0,396
102,32750,-289.0,290
103,32960,-205.0,206
104,33200,-234.0,235
105,33430,-231.0,232
106,33650,-218.0,219
107,33910,-258.0,259
108,34070,-166.0,167
109,34480,-410.0,411
110,34690,-203.0,204
111,34920,-233.0,234
112,35370,-451.0,452
113,35740,-361.0,362
114,36080,-343.0,344
115,36470,-394.0,395
116,36970,-500.0,500
117,37320,-348.0,349
118,37660,-339.0,340
119,37980,-315.0,316
120,38480,-500.0,500
121,38980,-500.0,500
122,39190,-211.0,212
123,39690,-500.0,500
124,40190,-500.0,500
125,40690,-500.0,500
126,41060,-363.0,364
127,41560,-500.0,500
128,41990,-429.0,430
129,42340,-355.0,356
130,42840,-500.0,500
131,43340,-500.0,500
132,43840,-500.0,500
133,44340,-500.0,500
134,44840,-500.0,500
135,45340,-500.0,500
136,45840,-500.0,500
137,46340,-500.0,500
138,46840,-500.0,500
139,47340,-500.0,500
140,47840,-500.0,500
141,48340,-500.0,500
142,48840,-500.0,500
143,49340,-500.0,500
144,49840,-500.0,500
145,50340,-500.0,500
146,50840,-500.0,500
147,51340,-500.0,500
148,51840,-500.0,500
149,52340,-500.0,500
150,52840,-500.0,500
151,53340,-500.0,500
152,53840,-500.0,500
153,54210,-366.0,367
154,54450,-238.0,239
155,54880,-428.0,429
156,55230,-351.0,352
157,55530,-298.0,299
158,55750,-217.0,218
159,56080,-338.0,339
160,56560,-474.0,475
161,56860,-295.0,296
162,57190,-337.0,338
163,57410,-219.0,220
164,57630,-215.0,216
165,58050,-419.0,420
166,58270,-217.0,218
167,58610,-345.0,346
168,59000,-382.0,383
169,59440,-441.0,442
170,59660,-218.0,219
171,59760,-104.0,105
172,60230,-471.0,472
173,60730,-491.0,492
174,61050,-327.0,328
175,61480,-424.0,425
176,61670,-188.0,189
177,62030,-365.0,366
178,62190,-155.0,156
179,62350,-155.0,156
180,62810,-460.0,461
181,63290,-486.0,487
182,63550,-254.0,255
183,63860,-308.0,309
184,64170,-311.0,312
185,64670,-500.0,500
186,65170,-500.0,500
187,65670,-500.0,500
188,66170,-500.0,500
189,66470,-295.0,296
190,66860,-397.0,398
191,66990,-129.0,130
192,67170,-170.0,171
193,67540,-374.0,375
194,67840,-294.0,295
195,67950,-115.0,116
196,68150,-202.0,203
197,68320,-169.0,170
198,68450,-125.0,126
199,68570,-120.0,121
200,68750,-174.0,175
201,68850,-105.0,106
202,69010,-152.0,153
203,69210,-206.0,207
204,69470,-259.0,260
205,69750,-273.0,274
206,69880,-134.0,135
207,70100,-213.0,214
208,70290,-191.0,192
209,70550,-266.0,267
210,70690,-131.0,132
211,70800,-113.0,114
212,71210,-413.0,414
213,71320,-108.0,109
214,71450,-122.0,123
215,71730,-279.0,280
216,71860,-130.0,131
217,72060,-201.0,202
218,72180,-117.0,118
219,72350,-175.0,176
220,72530,-176.0,177
221,72670,-137.0,138
222,72950,-284.0,285
223,73160,-201.0,202
224,73300,-145.0,146
225,73490,-190.0,191
226,73610,-121.0,122
227,73720,-105.0,106
228,73920,-194.0,195
229,74040,-123.0,124
230,74170,-131.0,132
231,74340,-168.0,169
232,74440,-101.0,102
233,74560,-120.0,121
234,74720,-156.0,157
235,74820,-100.0,101
236,74990,-164.0,165
237,75110,-120.0,121
238,75350,-243.0,244
239,75540,-184.0,185
240,75710,-175.0,176
241,75840,-123.0,124
242,75960,-120.0,121
243,76080,-117.0,118
244,76160,-88.0,89
245,76340,-177.0,178
246,76430,-84.0,85
247,76540,-109.0,110
248,76640,-98.0,99
249,76850,-212.0,213
250,77010,-158.0,159
251,77090,-83.0,84
252,77310,-216.0,217
253,77520,-206.0,207
254,77670,-152.0,153
255,77800,-127.0,128
