environment_step,learning_update,td_loss
1000,1,0.8415939807891846
1010,2,0.7156108617782593
1020,3,0.5920552015304565
1030,4,0.5487545728683472
1040,5,0.4676113724708557
1050,6,0.3587174415588379
1060,7,0.35324716567993164
1070,8,0.25733181834220886
1080,9,0.18889233469963074
1090,10,0.1317819356918335
1100,11,0.11712010204792023
1110,12,0.1356208771467209
1120,13,0.09279761463403702
1130,14,0.12761639058589935
1140,15,0.08007389307022095
1150,16,0.17370374500751495
1160,17,0.13565050065517426
1170,18,0.10226889699697495
1180,19,0.212660014629364
1190,20,0.0690506175160408
1200,21,0.07165539264678955
1210,22,0.12815095484256744
1220,23,0.0991583988070488
1230,24,0.12840959429740906
1240,25,0.06423128396272659
1250,26,0.10101210325956345
1260,27,0.06771234422922134
1270,28,0.0698263943195343
1280,29,0.04809786379337311
1290,30,0.0619904063642025
1300,31,0.05746319890022278
1310,32,0.0548335425555706
1320,33,0.05372574180364609
1330,34,0.051080599427223206
1340,35,0.051478561013936996
1350,36,0.047844018787145615
1360,37,0.03928297758102417
1370,38,0.032632555812597275
1380,39,0.025985680520534515
1390,40,0.03447965532541275
1400,41,0.02554674819111824
1410,42,0.023821432143449783
1420,43,0.027590055018663406
1430,44,0.015859615057706833
1440,45,0.02028898149728775
1450,46,0.0223243348300457
1460,47,0.014815468341112137
1470,48,0.012251148000359535
1480,49,0.014140441082417965
1490,50,0.011458349414169788
1500,51,0.012178754433989525
1510,52,0.013088171370327473
1520,53,0.010539259761571884
1530,54,0.018055785447359085
1540,55,0.010758094489574432
1550,56,0.007570261601358652
1560,57,0.007004667539149523
1570,58,0.009529531002044678
1580,59,0.0073303659446537495
1590,60,0.005369661375880241
1600,61,0.005792353302240372
1610,62,0.0036253007128834724
1620,63,0.0050840661861002445
1630,64,0.004571342840790749
1640,65,0.003875934984534979
1650,66,0.005052960477769375
1660,67,0.0027150767855346203
1670,68,0.004772996995598078
1680,69,0.004791140090674162
1690,70,0.003747552866116166
1700,71,0.0028717543464154005
1710,72,0.002531791338697076
1720,73,0.0035338636953383684
1730,74,0.003175426507368684
1740,75,0.004539121873676777
1750,76,0.0024445427116006613
1760,77,0.0029702577739953995
1770,78,0.005091888830065727
1780,79,0.002721060998737812
1790,80,0.0024858061224222183
1800,81,0.00264447252266109
1810,82,0.0035413906443864107
1820,83,0.0030588405206799507
1830,84,0.0018135840073227882
1840,85,0.002405039966106415
1850,86,0.004602116532623768
1860,87,0.003132549813017249
1870,88,0.0012718320358544588
1880,89,0.0018770775059238076
1890,90,0.002231383230537176
1900,91,0.002622744534164667
1910,92,0.003831293899565935
1920,93,0.0022235314827412367
1930,94,0.00216046255081892
1940,95,0.0033627809025347233
1950,96,0.0026141328271478415
1960,97,0.0019763538148254156
1970,98,0.0021866403985768557
1980,99,0.00307169440202415
1990,100,0.004985034465789795
2000,101,0.0018849751213565469
2010,102,0.9451082944869995
2020,103,0.8240180015563965
2030,104,0.6701942086219788
2040,105,0.4919116199016571
2050,106,0.2900199294090271
2060,107,0.15146328508853912
2070,108,0.06007939949631691
2080,109,0.04687662050127983
2090,110,0.152179554104805
2100,111,0.13411913812160492
2110,112,0.30912020802497864
2120,113,0.3378819227218628
2130,114,0.2779497802257538
2140,115,0.12099830061197281
2150,116,0.0685596913099289
2160,117,0.04695911705493927
2170,118,0.04254796355962753
2180,119,0.05213552340865135
2190,120,0.042874526232481
2200,121,0.04752785712480545
2210,122,0.0974513366818428
2220,123,0.06880331039428711
2230,124,0.07173378765583038
2240,125,0.059830162674188614
2250,126,0.044842176139354706
2260,127,0.02741602621972561
2270,128,0.02282223477959633
2280,129,0.015688059851527214
2290,130,0.013229474425315857
2300,131,0.01641337014734745
2310,132,0.009159891866147518
2320,133,0.022976284846663475
2330,134,0.023824891075491905
2340,135,0.02772172912955284
2350,136,0.02010735496878624
2360,137,0.020438887178897858
2370,138,0.01699078269302845
2380,139,0.016832413151860237
2390,140,0.0060704960487782955
2400,141,0.009379569441080093
2410,142,0.0076246983371675014
2420,143,0.007176308427006006
2430,144,0.00838930532336235
2440,145,0.011306876316666603
2450,146,0.01111029926687479
2460,147,0.015843737870454788
2470,148,0.01073045376688242
2480,149,0.007700762711465359
2490,150,0.013595294207334518
2500,151,0.005932321306318045
2510,152,0.005344381555914879
2520,153,0.004152136854827404
2530,154,0.006749503780156374
2540,155,0.008465394377708435
2550,156,0.01224836241453886
2560,157,0.003856137627735734
2570,158,0.005845906212925911
2580,159,0.00817240122705698
2590,160,0.0042304350063204765
2600,161,0.005478824023157358
2610,162,0.008098067715764046
2620,163,0.004913747776299715
2630,164,0.003357299603521824
2640,165,0.007045557256788015
2650,166,0.003956465050578117
2660,167,0.0035340057220309973
2670,168,0.00577257014811039
2680,169,0.005367375444620848
2690,170,0.005971038714051247
2700,171,0.0038873369339853525
2710,172,0.005065031815320253
2720,173,0.004021328873932362
2730,174,0.004229683429002762
2740,175,0.001977521926164627
2750,176,0.003228150773793459
2760,177,0.002263952512294054
2770,178,0.0030766886193305254
2780,179,0.003934026695787907
2790,180,0.0028810417279601097
2800,181,0.0016671837074682117
2810,182,0.024155616760253906
2820,183,0.0022560025099664927
2830,184,0.0015079077566042542
2840,185,0.0030414373613893986
2850,186,0.0017187921330332756
2860,187,0.0013686249731108546
2870,188,0.0017076500225812197
2880,189,0.003021865850314498
2890,190,0.004063584376126528
2900,191,0.003001168370246887
2910,192,0.0042789047583937645
2920,193,0.0028947421815246344
2930,194,0.0026725169736891985
2940,195,0.0025661380495876074
2950,196,0.0018270378932356834
2960,197,0.0017449941951781511
2970,198,0.00226798583753407
2980,199,0.0025590863078832626
2990,200,0.0025920653715729713
3000,201,0.004580302629619837
3010,202,0.9556406736373901
3020,203,0.8153313398361206
3030,204,0.6086885929107666
3040,205,0.38013559579849243
3050,206,0.168305903673172
3060,207,0.053857650607824326
3070,208,0.04374675452709198
3080,209,0.13917239010334015
3090,210,0.2026963084936142
3100,211,0.377902090549469
3110,212,0.39072683453559875
3120,213,0.2620126008987427
3130,214,0.16073758900165558
3140,215,0.057857662439346313
3150,216,0.025143256410956383
3160,217,0.02040652185678482
3170,218,0.03598207235336304
3180,219,0.07242244482040405
3190,220,0.09638217091560364
3200,221,0.11486954241991043
3210,222,0.09641434997320175
3220,223,0.08268135786056519
3230,224,0.05913764610886574
3240,225,0.033965423703193665
3250,226,0.026645828038454056
3260,227,0.007905939593911171
3270,228,0.006774658337235451
3280,229,0.13179263472557068
3290,230,0.027753854170441628
3300,231,0.04316804185509682
3310,232,0.042827919125556946
3320,233,0.031063809990882874
3330,234,0.026033001020550728
3340,235,0.012868208810687065
3350,236,0.005502988584339619
3360,237,0.009270680136978626
3370,238,0.008777271024882793
3380,239,0.005588114727288485
3390,240,0.05507286265492439
3400,241,0.011305060237646103
3410,242,0.015101008117198944
3420,243,0.012928398326039314
3430,244,0.015800723806023598
3440,245,0.009519776329398155
3450,246,0.008197442628443241
3460,247,0.006034124176949263
3470,248,0.007355720270425081
3480,249,0.04903532564640045
3490,250,0.008768303319811821
3500,251,0.017136316746473312
3510,252,0.004939189180731773
3520,253,0.009334051981568336
3530,254,0.007426206488162279
3540,255,0.005552843678742647
3550,256,0.0043115499429404736
3560,257,0.005244215484708548
3570,258,0.003870098851621151
3580,259,0.004132053814828396
3590,260,0.006428168620914221
3600,261,0.0072557684034109116
3610,262,0.004211896564811468
3620,263,0.006645765155553818
3630,264,0.004077110439538956
3640,265,0.003094075247645378
3650,266,0.004063821863383055
3660,267,0.0018547468353062868
3670,268,0.00400243466719985
3680,269,0.002732157474383712
3690,270,0.10935818403959274
3700,271,0.004778191912919283
3710,272,0.00593242421746254
3720,273,0.0030427360907197
3730,274,0.004519407171756029
3740,275,0.005844490602612495
3750,276,0.005295726004987955
3760,277,0.002678335877135396
3770,278,0.004615099169313908
3780,279,0.0029123611748218536
3790,280,0.0049872868694365025
3800,281,0.004283868707716465
3810,282,0.005042973440140486
3820,283,0.003055256325751543
3830,284,0.005933004897087812
3840,285,0.0019878989551216364
3850,286,0.003270033048465848
3860,287,0.003830906469374895
3870,288,0.002855079248547554
