environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples,action_2_samples,action_3_samples,action_4_samples,action_5_samples,action_6_samples,action_7_samples,action_8_samples,action_9_samples
25000,2494,-0.006193803623318672,-0.0353018119931221,-0.038883522152900696,-0.006193803623318672,0.006193803623318672,0.0636981880068779,0.0636981880068779,0.06111647784709931,0.06111647784709931,0,0.12435349673937486,2765,190,423,65,146,197,85,594,28,622,415
26000,2594,0.00606195256114006,-0.06668996810913086,-0.03185614198446274,0.00606195256114006,0.00606195256114006,0.032310031890869145,0.032310031890869145,0.06814385801553727,0.06814385801553727,0,0.12155983090328704,2818,192,438,65,147,199,86,624,29,622,416
27000,2694,-0.006728753447532654,-0.12733887135982513,-0.05415945500135422,-0.006728753447532654,0.006728753447532654,-0.02833887135982513,0.02833887135982513,0.04584054499864579,0.04584054499864579,0,0.11866092144514419,2864,193,443,65,159,199,86,650,29,623,417
28000,2794,0.0032886750996112823,-0.012339510954916477,-0.018340688198804855,0.0032886750996112823,0.0032886750996112823,0.08666048904508353,0.08666048904508353,0.08165931180119515,0.08165931180119515,0,0.11580457479875668,2906,193,445,65,162,199,86,651,30,655,420
29000,2894,-0.002937446115538478,0.015588854439556599,0.012104662135243416,-0.002937446115538478,0.002937446115538478,0.1145888544395566,0.1145888544395566,0.11210466213524342,0.11210466213524342,1,0.1262135922330097,3250,196,453,66,167,200,93,652,31,966,426
30000,2994,0.0003113664861302823,0.038741566240787506,-0.03353765606880188,0.0003113664861302823,0.0003113664861302823,0.1377415662407875,0.1377415662407875,0.06646234393119813,0.06646234393119813,1,0.142286018885166,3737,199,458,69,168,206,99,657,36,1416,428
31000,3094,0.002265147864818573,-0.03143978491425514,-0.027516070753335953,0.002265147864818573,0.002265147864818573,0.06756021508574486,0.06756021508574486,0.07248392924666405,0.07248392924666405,0,0.14980898334631504,4039,202,565,70,173,211,100,676,38,1453,551
32000,3194,0.0020358283072710037,-0.043243423104286194,-0.012470722198486328,0.0020358283072710037,0.0020358283072710037,0.05575657689571381,0.05575657689571381,0.08752927780151368,0.08752927780151368,0,0.1466657111119074,4093,203,565,71,175,212,100,677,38,1489,563
33000,3294,0.003936689347028732,-0.06393776834011078,-0.009646182879805565,0.003936689347028732,0.003936689347028732,0.035062231659889226,0.035062231659889226,0.09035381712019444,0.09035381712019444,0,0.14317386635258253,4133,204,566,71,175,212,101,702,39,1500,563
34000,3394,0.00030079856514930725,-0.06341378390789032,-0.0461122989654541,0.00030079856514930725,0.00030079856514930725,0.035586216092109685,0.035586216092109685,0.053887701034545904,0.053887701034545904,0,0.14017437961099932,4180,204,567,72,176,212,103,743,39,1501,563
35000,3494,-0.0004504360258579254,-0.051681630313396454,-0.006002943962812424,-0.0004504360258579254,0.0004504360258579254,0.04731836968660355,0.04731836968660355,0.09399705603718758,0.09399705603718758,0,0.13724980504289055,4224,204,567,72,176,213,103,754,40,1501,594
36000,3594,0.0007531382143497467,-0.057497840374708176,-0.006662413477897644,0.0007531382143497467,0.0007531382143497467,0.04150215962529183,0.04150215962529183,0.09333758652210236,0.09333758652210236,0,0.1348590883298657,4278,204,568,72,177,214,104,754,40,1502,643
37000,3694,-0.0027710311114788055,-0.09494731575250626,-0.020143762230873108,-0.0027710311114788055,0.0027710311114788055,0.0040526842474937486,0.0040526842474937486,0.0798562377691269,0.0798562377691269,0,0.13278021002357407,4337,210,570,90,177,214,104,755,40,1503,674
38000,3794,0.002612859010696411,-0.05838821083307266,-0.01950782909989357,0.002612859010696411,0.002612859010696411,0.04061178916692734,0.04061178916692734,0.08049217090010644,0.08049217090010644,0,0.13038046226611535,4383,211,570,94,178,215,104,755,40,1503,713
39000,3894,0.005706485360860825,-0.10052569210529327,-0.004188250750303268,0.005706485360860825,0.005706485360860825,-0.0015256921052932693,0.0015256921052932693,0.09581174924969674,0.09581174924969674,0,0.12821106225410783,4432,226,571,96,178,224,104,755,40,1503,735
40000,3994,0.0021984316408634186,-0.12197238951921463,0.005576803348958492,0.0021984316408634186,0.0021984316408634186,-0.022972389519214625,0.022972389519214625,0.1055768033489585,0.1055768033489585,0,0.12605917293021424,4478,227,572,130,178,226,104,755,40,1503,742
41000,4094,-0.0027276999317109585,-0.01314111240208149,0.0006851712241768837,-0.0027276999317109585,0.0027276999317109585,0.08585888759791852,0.08585888759791852,0.10068517122417689,0.10068517122417689,0,0.12386930541088756,4519,227,573,141,178,253,104,755,41,1504,742
42000,4194,0.0010317176347598433,-0.0008071294287219644,0.0398239865899086,0.0010317176347598433,0.0010317176347598433,0.09819287057127804,0.09819287057127804,0.1398239865899086,0.1398239865899086,0,0.12212129308041678,4571,227,573,142,179,299,106,755,41,1505,743
43000,4294,-0.0010437455493956804,-0.0034079477190971375,0.06844231486320496,-0.0010437455493956804,0.0010437455493956804,0.09559205228090287,0.09559205228090287,0.16844231486320496,0.16844231486320496,0,0.12860892388451445,4900,233,576,145,179,599,107,760,43,1508,750
44000,4394,-0.007847417145967484,-0.026815272867679596,-0.032321736216545105,-0.007847417145967484,0.007847417145967484,0.07218472713232041,0.07218472713232041,0.0676782637834549,0.0676782637834549,0,0.1330277591800999,5166,236,577,276,180,711,115,761,48,1510,752
45000,4494,0.0023609399795532227,-0.10241807252168655,0.03653864189982414,0.0023609399795532227,0.0023609399795532227,-0.0034180725216865493,0.0034180725216865493,0.13653864189982415,0.13653864189982415,0,0.13099426962903388,5212,236,577,276,180,712,157,762,48,1511,753
46000,4594,-0.0020182915031909943,-0.09426045417785645,0.1398794949054718,-0.0020182915031909943,0.0020182915031909943,0.004739545822143559,0.004739545822143559,0.2398794949054718,0.2398794949054718,0,0.12911143838978892,5260,236,577,277,181,712,202,762,49,1511,753
47000,4694,0.0017806924879550934,-0.0925307646393776,0.09158250689506531,0.0017806924879550934,0.0017806924879550934,0.006469235360622411,0.006469235360622411,0.1915825068950653,0.1915825068950653,0,0.1271523814091803,5302,236,577,279,181,713,239,762,49,1511,755
48000,4794,0.0013741329312324524,-0.08524368703365326,0.0826118215918541,0.0013741329312324524,0.0013741329312324524,0.013756312966346745,0.013756312966346745,0.1826118215918541,0.1826118215918541,0,0.12559797392364694,5356,236,579,279,181,713,287,762,50,1512,757
49000,4894,0.0008893832564353943,-0.09834040701389313,0.09888585656881332,0.0008893832564353943,0.0008893832564353943,0.0006595929861068772,0.0006595929861068772,0.19888585656881333,0.19888585656881333,0,0.12362127083858837,5391,236,580,279,181,713,321,762,50,1512,757
50000,4994,0.0012419894337654114,-0.08113323152065277,0.01417955756187439,0.0012419894337654114,0.0012419894337654114,0.017866768479347234,0.017866768479347234,0.1141795575618744,0.1141795575618744,0,0.12185599856402432,5431,236,581,280,181,713,357,762,50,1512,759
