environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples,action_2_samples,action_3_samples,action_4_samples,action_5_samples,action_6_samples,action_7_samples,action_8_samples,action_9_samples
1000,94,-0.00768795982003212,0.1926342397928238,-0.0621904581785202,-0.00768795982003212,0.00768795982003212,0.29163423979282377,0.29163423979282377,0.0378095418214798,0.0378095418214798,1,0.7857142857142857,440,34,112,17,113,64,8,39,29,5,19
2000,194,0.012116743251681328,0.18803301453590393,-0.023647356778383255,0.012116743251681328,0.012116743251681328,0.2870330145359039,0.2870330145359039,0.07635264322161675,0.07635264322161675,1,0.8562152133580705,923,189,115,85,331,66,15,43,36,20,22
3000,294,0.004245307296514511,0.17992810904979706,-0.061283402144908905,0.004245307296514511,0.004245307296514511,0.27892810904979704,0.27892810904979704,0.0387165978550911,0.0387165978550911,1,0.8879798615481435,1411,380,118,101,467,73,18,82,44,78,50
4000,394,0.00035665929317474365,-0.024656902998685837,0.0223770160228014,0.00035665929317474365,0.00035665929317474365,0.07434309700131417,0.07434309700131417,0.1223770160228014,0.1223770160228014,0,0.7035775127768313,1652,384,120,300,469,77,22,84,45,100,51
5000,494,0.018152453005313873,-0.0171533040702343,-0.0009423680603504181,0.018152453005313873,0.018152453005313873,0.0818466959297657,0.0818466959297657,0.09905763193964959,0.09905763193964959,0,0.5625,1800,385,123,312,469,79,22,85,45,228,52
6000,594,-0.0038262084126472473,-0.013364613056182861,-0.054709140211343765,-0.0038262084126472473,0.0038262084126472473,0.08563538694381714,0.08563538694381714,0.04529085978865624,0.04529085978865624,0,0.4517299782240503,1867,387,124,358,480,80,24,87,46,228,53
7000,694,-0.012757472693920135,-0.06724029779434204,-0.06043709069490433,-0.012757472693920135,0.012757472693920135,0.031759702205657964,0.031759702205657964,0.03956290930509568,0.03956290930509568,0,0.3811402643519432,1932,387,124,379,518,80,25,88,46,231,53
8000,794,-0.0033565163612365723,-0.08399084210395813,-0.10548965632915497,-0.0033565163612365723,0.0033565163612365723,0.015009157896041875,0.015009157896041875,-0.005489656329154963,0.005489656329154963,0,0.3291244392756272,1981,387,124,399,545,80,26,88,47,232,53
9000,894,-0.005381528288125992,-0.07804547995328903,-0.024728108197450638,-0.005381528288125992,0.005381528288125992,0.020954520046710973,0.020954520046710973,0.07527189180254937,0.07527189180254937,0,0.29180421989378497,2033,388,126,443,545,80,26,93,47,232,53
10000,994,-0.008196242153644562,0.013398472219705582,-0.020902689546346664,-0.008196242153644562,0.008196242153644562,0.11239847221970559,0.11239847221970559,0.07909731045365334,0.07909731045365334,1,0.2723918575063613,2141,390,127,443,547,80,26,195,47,232,53
