environment_step,learning_update,td_loss
70,1,0.00022831978276371956
80,2,0.006102712359279394
90,3,0.0005031402688473463
100,4,0.16823993623256683
110,5,0.09627917408943176
120,6,0.03714553266763687
130,7,0.22088535130023956
140,8,0.3499280512332916
150,9,0.27342304587364197
160,10,0.1847710758447647
170,11,0.13875555992126465
180,12,0.36763837933540344
190,13,0.07272745668888092
200,14,0.22752399742603302
210,15,0.28123190999031067
220,16,0.2331465780735016
230,17,0.17178845405578613
240,18,0.2252490073442459
250,19,0.3060935437679291
260,20,0.46043089032173157
270,21,0.42940232157707214
280,22,0.2555643916130066
290,23,0.6277068853378296
300,24,0.4050951898097992
310,25,0.4818941652774811
320,26,0.22519342601299286
330,27,0.4439307749271393
340,28,0.37673303484916687
350,29,0.29640892148017883
360,30,0.23348984122276306
370,31,0.33141952753067017
380,32,0.34701117873191833
390,33,0.45378559827804565
400,34,0.28397661447525024
410,35,0.4621753990650177
420,36,0.34156492352485657
430,37,0.23041212558746338
440,38,0.42779654264450073
450,39,0.37005361914634705
460,40,0.3284205198287964
470,41,0.24362589418888092
480,42,0.20729763805866241
490,43,0.41895774006843567
500,44,0.373954176902771
510,45,0.29108956456184387
520,46,0.5812636613845825
530,47,0.43879568576812744
540,48,0.29049378633499146
550,49,0.5088191032409668
560,50,0.3284001052379608
570,51,0.42483240365982056
580,52,0.2730802893638611
590,53,0.6502587795257568
600,54,0.5196822881698608
610,55,0.39754679799079895
620,56,0.46211928129196167
630,57,0.7446900606155396
640,58,0.43554365634918213
650,59,0.31486135721206665
660,60,0.44716542959213257
670,61,0.3090773820877075
680,62,0.4637914299964905
690,63,0.5355257391929626
700,64,0.6394718885421753
710,65,0.18994922935962677
720,66,0.4934498071670532
730,67,0.40591058135032654
740,68,0.07573530822992325
750,69,0.33851900696754456
760,70,0.6469390392303467
770,71,0.26519379019737244
780,72,0.6690838932991028
790,73,0.5440226793289185
800,74,0.3778856098651886
810,75,0.5068855881690979
820,76,0.4343489110469818
830,77,0.4517350494861603
840,78,0.2869662642478943
850,79,0.23920270800590515
860,80,0.5121941566467285
870,81,0.4587622880935669
880,82,0.304900199174881
890,83,0.6232097744941711
900,84,0.4120781421661377
910,85,0.34844812750816345
920,86,0.5173965096473694
930,87,0.28672927618026733
940,88,0.4198641777038574
950,89,0.37675392627716064
960,90,0.5304977893829346
970,91,0.5274747610092163
980,92,0.4527489244937897
990,93,0.6988779902458191
1000,94,0.29913562536239624
1010,95,0.5993829369544983
1020,96,0.6169635057449341
1030,97,0.3773807883262634
1040,98,0.5871740579605103
1050,99,0.32934820652008057
1060,100,0.32350337505340576
1070,101,0.5101313591003418
1080,102,0.32238978147506714
1090,103,0.4472794234752655
1100,104,0.3347400426864624
1110,105,0.6443284749984741
1120,106,0.38678407669067383
1130,107,0.36977076530456543
1140,108,0.5520934462547302
1150,109,0.3540259897708893
1160,110,0.4123067557811737
1170,111,0.7380908131599426
1180,112,0.588495135307312
1190,113,0.3965801000595093
1200,114,0.6292250752449036
1210,115,0.40882569551467896
1220,116,0.31887298822402954
1230,117,0.5796462893486023
1240,118,0.3624420762062073
1250,119,0.3729933202266693
1260,120,0.38078364729881287
1270,121,0.5164043307304382
1280,122,0.33081915974617004
1290,123,0.7187487483024597
1300,124,0.41916424036026
1310,125,0.4180113971233368
1320,126,0.33633944392204285
1330,127,0.5553412437438965
1340,128,0.42029520869255066
1350,129,0.5051302909851074
1360,130,0.5048825144767761
1370,131,0.3974161446094513
1380,132,0.29369881749153137
1390,133,0.40148478746414185
1400,134,0.3839768171310425
1410,135,0.6233829855918884
1420,136,0.7298282980918884
1430,137,0.5329442620277405
1440,138,0.6382270455360413
1450,139,0.39868617057800293
1460,140,0.46066635847091675
1470,141,0.28402215242385864
1480,142,0.5828697085380554
1490,143,0.4843828082084656
1500,144,0.657532811164856
1510,145,0.5789655447006226
1520,146,0.20304226875305176
1530,147,0.5929065942764282
1540,148,0.5640432238578796
1550,149,0.2404453456401825
1560,150,0.4951324462890625
1570,151,0.5655384659767151
1580,152,0.5309228301048279
1590,153,0.5269400477409363
1600,154,0.3999367654323578
1610,155,0.530876100063324
1620,156,0.34184539318084717
1630,157,0.3460947871208191
1640,158,0.5990573167800903
1650,159,0.3373991549015045
1660,160,0.40125176310539246
1670,161,0.32049882411956787
1680,162,0.4135062098503113
1690,163,0.5977077484130859
1700,164,0.5411140322685242
1710,165,0.5050437450408936
1720,166,0.58991539478302
1730,167,0.5669975280761719
1740,168,0.568996250629425
1750,169,0.6859180927276611
1760,170,0.4464173913002014
1770,171,0.5508928894996643
1780,172,0.3995737135410309
1790,173,0.3856150507926941
1800,174,0.6212499141693115
1810,175,0.4521329700946808
1820,176,0.49725788831710815
1830,177,0.5390504598617554
1840,178,0.44538694620132446
1850,179,0.4795835614204407
1860,180,0.3424515128135681
1870,181,0.4393846094608307
1880,182,0.5385812520980835
1890,183,0.48969852924346924
1900,184,0.5141635537147522
1910,185,0.4795314073562622
1920,186,0.45069828629493713
1930,187,0.4183180630207062
1940,188,0.594121515750885
1950,189,0.5602900981903076
1960,190,0.5707690715789795
1970,191,0.38032668828964233
1980,192,0.5698717832565308
1990,193,0.4302370548248291
2000,194,0.3408665955066681
2010,195,0.5223774909973145
2020,196,0.6877055764198303
2030,197,0.3995817005634308
2040,198,0.4506228268146515
2050,199,0.582008957862854
