environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples,action_2_samples,action_3_samples,action_4_samples,action_5_samples,action_6_samples,action_7_samples,action_8_samples,action_9_samples
1000,94,-0.006644897162914276,0.1691470742225647,0.041117653250694275,-0.006644897162914276,0.006644897162914276,0.2681470742225647,0.2681470742225647,0.14111765325069428,0.14111765325069428,1,0.7543859649122807,430,7,105,18,126,5,57,9,13,59,31
2000,194,-0.008510533720254898,0.1879819929599762,0.04958629608154297,-0.008510533720254898,0.008510533720254898,0.2869819929599762,0.2869819929599762,0.14958629608154297,0.14958629608154297,1,0.8148820326678766,898,19,110,27,154,79,135,19,89,168,98
3000,294,0.00614696741104126,0.19577163457870483,0.027114521712064743,0.00614696741104126,0.00614696741104126,0.2947716345787048,0.2947716345787048,0.12711452171206475,0.12711452171206475,1,0.8450184501845018,1374,101,117,30,365,94,228,29,103,194,113
4000,394,-0.0018639639019966125,-0.06635503470897675,-0.023699581623077393,-0.0018639639019966125,0.0018639639019966125,0.03264496529102326,0.03264496529102326,0.07630041837692261,0.07630041837692261,0,0.6764459346186086,1614,105,121,35,432,101,340,32,134,196,118
5000,494,-0.0037213433533906937,-0.06876927614212036,-0.09032655507326126,-0.0037213433533906937,0.0037213433533906937,0.030230723857879643,0.030230723857879643,0.009673444926738745,0.009673444926738745,0,0.5192950470981464,1709,106,123,35,435,124,340,33,198,197,118
6000,594,0.001017257571220398,-0.05340571328997612,-0.026180803775787354,0.001017257571220398,0.001017257571220398,0.045594286710023885,0.045594286710023885,0.07381919622421265,0.07381919622421265,0,0.42653352353780316,1794,107,124,36,435,129,387,35,223,198,120
7000,694,0.0051361266523599625,-0.07571622729301453,0.026945918798446655,0.0051361266523599625,0.0051361266523599625,0.02328377270698548,0.02328377270698548,0.12694591879844666,0.12694591879844666,0,0.37193807564177933,1898,110,125,41,480,133,421,39,226,200,122
8000,794,-0.0026620328426361084,-0.08188572525978088,-0.08585652709007263,-0.0026620328426361084,0.0026620328426361084,0.01711427474021912,0.01711427474021912,0.014143472909927374,0.014143472909927374,0,0.3324450366422385,1996,113,127,57,533,135,425,39,234,210,123
9000,894,0.002720613032579422,-0.09268650412559509,-0.03306066244840622,0.002720613032579422,0.002720613032579422,0.006313495874404912,0.006313495874404912,0.06693933755159379,0.06693933755159379,0,0.3024602026049204,2090,116,132,84,551,137,425,40,236,212,157
10000,994,-0.008545400574803352,-0.10990948975086212,-0.1312820315361023,-0.008545400574803352,0.008545400574803352,-0.010909489750862117,0.010909489750862117,-0.03128203153610229,0.03128203153610229,0,0.27877237851662406,2180,118,134,113,551,137,444,44,239,212,188
11000,1094,-0.002880524843931198,-0.08704791218042374,-0.07285089790821075,-0.002880524843931198,0.002880524843931198,0.011952087819576268,0.011952087819576268,0.02714910209178925,0.02714910209178925,0,0.2600229095074456,2270,119,136,117,597,138,445,44,241,214,219
12000,1194,0.0038130953907966614,-0.09093743562698364,0.01013512909412384,0.0038130953907966614,0.0038130953907966614,0.008062564373016362,0.008062564373016362,0.11013512909412385,0.11013512909412385,0,0.2440389798880365,2354,121,136,158,628,140,445,45,245,215,221
13000,1294,0.013732315972447395,-0.046048540621995926,-0.02594698593020439,0.013732315972447395,0.013732315972447395,0.05295145937800408,0.05295145937800408,0.07405301406979561,0.07405301406979561,0,0.2333965844402277,2460,122,139,248,631,141,445,48,247,216,223
14000,1394,0.000980876386165619,-0.0002264268696308136,0.00974687933921814,0.000980876386165619,0.000980876386165619,0.09877357313036919,0.09877357313036919,0.10974687933921815,0.10974687933921815,0,0.22324159021406728,2555,123,141,324,634,142,449,50,251,217,224
15000,1494,-0.006331343203783035,-0.020477551966905594,-0.04773598164319992,-0.006331343203783035,0.006331343203783035,0.07852244803309441,0.07852244803309441,0.052264018356800085,0.052264018356800085,0,0.21212121212121213,2625,124,141,374,638,151,451,50,251,219,226
16000,1594,-0.002140972763299942,-0.012067500501871109,-0.07735022902488708,-0.002140972763299942,0.002140972763299942,0.0869324994981289,0.0869324994981289,0.02264977097511292,0.02264977097511292,0,0.20563634993595056,2729,125,143,380,639,208,453,51,253,220,257
