episode,ending_environment_step,episode_return,episode_length
0,500,-500.0,500
1,1000,-500.0,500
2,1500,-500.0,500
3,1790,-286.0,287
4,2290,-500.0,500
5,2790,-500.0,500
6,3180,-391.0,392
7,3680,-500.0,500
8,4180,-500.0,500
9,4680,-500.0,500
10,4980,-298.0,299
11,5480,-500.0,500
12,5980,-500.0,500
13,6160,-179.0,180
14,6400,-234.0,235
15,6900,-500.0,500
16,7400,-500.0,500
17,7900,-500.0,500
18,8400,-500.0,500
19,8900,-500.0,500
20,9080,-183.0,184
21,9580,-500.0,500
22,10080,-500.0,500
23,10580,-500.0,500
24,11080,-500.0,500
25,11580,-500.0,500
26,12080,-500.0,500
27,12580,-500.0,500
28,12750,-167.0,168
29,13250,-500.0,500
30,13610,-356.0,357
31,13910,-298.0,299
32,14340,-434.0,435
33,14760,-417.0,418
34,15030,-266.0,267
35,15510,-480.0,481
36,16010,-500.0,500
37,16510,-500.0,500
38,17010,-500.0,500
39,17510,-500.0,500
40,18010,-500.0,500
41,18510,-500.0,500
42,19010,-500.0,500
43,19470,-458.0,459
44,19830,-362.0,363
45,20150,-323.0,324
46,20410,-259.0,260
47,20690,-276.0,277
48,21050,-361.0,362
49,21220,-170.0,171
50,21420,-198.0,199
51,21680,-257.0,258
52,21860,-175.0,176
53,22110,-249.0,250
54,22350,-239.0,240
55,22560,-213.0,214
56,22810,-249.0,250
57,23030,-221.0,222
58,23250,-219.0,220
59,23510,-261.0,262
60,23730,-220.0,221
61,23980,-248.0,249
62,24130,-143.0,144
63,24480,-351.0,352
64,24770,-286.0,287
65,25270,-500.0,500
66,25690,-418.0,419
67,25910,-220.0,221
68,26200,-294.0,295
69,26530,-324.0,325
70,26770,-247.0,248
71,27040,-267.0,268
72,27240,-192.0,193
73,27460,-219.0,220
74,27600,-141.0,142
75,27840,-238.0,239
76,28020,-182.0,183
77,28200,-181.0,182
78,28370,-168.0,169
79,28510,-135.0,136
80,28660,-148.0,149
81,28830,-171.0,172
82,29040,-215.0,216
83,29320,-278.0,279
84,29680,-354.0,355
85,29920,-245.0,246
86,30230,-304.0,305
87,30530,-303.0,304
88,30880,-351.0,352
89,31150,-265.0,266
90,31330,-175.0,176
91,31500,-175.0,176
92,31890,-383.0,384
93,32110,-227.0,228
94,32330,-216.0,217
95,32540,-211.0,212
96,32780,-235.0,236
97,33060,-279.0,280
98,33370,-310.0,311
99,33620,-251.0,252
100,33770,-145.0,146
101,34040,-266.0,267
102,34290,-251.0,252
103,34520,-228.0,229
104,34760,-241.0,242
105,34990,-235.0,236
106,35160,-164.0,165
107,35420,-256.0,257
108,35620,-206.0,207
109,36100,-472.0,473
110,36370,-270.0,271
111,36730,-364.0,365
112,36960,-227.0,228
113,37350,-388.0,389
114,37720,-365.0,366
115,38220,-500.0,500
116,38640,-421.0,422
117,38970,-336.0,337
118,39420,-443.0,444
119,39920,-500.0,500
120,40090,-172.0,173
121,40590,-500.0,500
122,41060,-463.0,464
123,41560,-500.0,500
124,42060,-500.0,500
125,42410,-352.0,353
126,42900,-491.0,492
127,43310,-408.0,409
128,43810,-500.0,500
129,44020,-207.0,208
130,44520,-500.0,500
131,44710,-187.0,188
132,45090,-382.0,383
133,45370,-279.0,280
134,45590,-216.0,217
135,45840,-253.0,254
136,46130,-288.0,289
137,46270,-140.0,141
138,46460,-185.0,186
139,46840,-388.0,389
140,47200,-350.0,351
141,47500,-306.0,307
142,47840,-332.0,333
143,48080,-241.0,242
144,48500,-419.0,420
145,48760,-260.0,261
146,48930,-174.0,175
147,49290,-359.0,360
148,49630,-339.0,340
149,49830,-199.0,200
150,50200,-364.0,365
151,50610,-412.0,413
152,50920,-312.0,313
153,51420,-500.0,500
154,51710,-281.0,282
155,52150,-442.0,443
156,52650,-500.0,500
157,52960,-305.0,306
158,53100,-147.0,148
159,53600,-500.0,500
160,54050,-441.0,442
161,54270,-221.0,222
162,54710,-437.0,438
163,55210,-500.0,500
164,55710,-500.0,500
165,56110,-403.0,404
166,56610,-500.0,500
167,57110,-500.0,500
168,57440,-331.0,332
169,57930,-483.0,484
170,58310,-385.0,386
171,58740,-431.0,432
172,59240,-500.0,500
173,59740,-500.0,500
174,60240,-500.0,500
175,60540,-291.0,292
176,60820,-281.0,282
177,61020,-199.0,200
178,61290,-271.0,272
179,61790,-500.0,500
180,62120,-330.0,331
181,62430,-311.0,312
182,62820,-384.0,385
183,63130,-313.0,314
184,63480,-346.0,347
185,63700,-224.0,225
186,64030,-325.0,326
187,64330,-298.0,299
188,64490,-157.0,158
189,64690,-199.0,200
190,64910,-222.0,223
191,65410,-500.0,500
192,65870,-464.0,465
193,66180,-309.0,310
194,66570,-386.0,387
195,66860,-286.0,287
196,67180,-325.0,326
197,67480,-294.0,295
198,67670,-192.0,193
199,68040,-362.0,363
200,68330,-291.0,292
201,68590,-257.0,258
202,68900,-315.0,316
203,69270,-370.0,371
204,69450,-177.0,178
205,69610,-161.0,162
206,69790,-177.0,178
207,69890,-100.0,101
208,70020,-124.0,125
209,70170,-153.0,154
210,70490,-323.0,324
211,70650,-153.0,154
212,70810,-162.0,163
213,71050,-236.0,237
214,71260,-214.0,215
215,71490,-228.0,229
216,71830,-339.0,340
217,72060,-227.0,228
218,72370,-307.0,308
219,72580,-209.0,210
220,73080,-500.0,500
221,73370,-291.0,292
222,73870,-500.0,500
223,74180,-305.0,306
224,74440,-258.0,259
225,74880,-441.0,442
226,75380,-500.0,500
227,75800,-424.0,425
228,76140,-332.0,333
229,76490,-354.0,355
230,76680,-192.0,193
231,76880,-197.0,198
232,77030,-143.0,144
233,77490,-460.0,461
234,77750,-259.0,260
235,78250,-500.0,500
236,78380,-133.0,134
237,78500,-122.0,123
238,78690,-186.0,187
239,78800,-110.0,111
240,78980,-173.0,174
241,79090,-109.0,110
242,79400,-313.0,314
243,79540,-135.0,136
244,79700,-164.0,165
245,79860,-156.0,157
246,80060,-201.0,202
247,80230,-171.0,172
248,80730,-500.0,500
249,80870,-137.0,138
250,81130,-256.0,257
251,81280,-152.0,153
252,81490,-212.0,213
253,81620,-128.0,129
254,81820,-201.0,202
255,82220,-399.0,400
