episode,ending_environment_step,episode_return,episode_length
0,500,-500.0,500
1,1000,-500.0,500
2,1500,-500.0,500
3,1740,-239.0,240
4,1970,-220.0,221
5,2440,-478.0,479
6,2620,-174.0,175
7,3020,-400.0,401
8,3260,-238.0,239
9,3760,-500.0,500
10,4260,-500.0,500
11,4660,-397.0,398
12,5160,-500.0,500
13,5660,-500.0,500
14,6090,-428.0,429
15,6590,-500.0,500
16,7090,-500.0,500
17,7590,-500.0,500
18,8010,-420.0,421
19,8510,-500.0,500
20,9010,-500.0,500
21,9510,-500.0,500
22,10010,-500.0,500
23,10380,-369.0,370
24,10880,-500.0,500
25,11380,-500.0,500
26,11880,-500.0,500
27,12050,-172.0,173
28,12550,-500.0,500
29,13050,-500.0,500
30,13550,-500.0,500
31,14050,-500.0,500
32,14550,-500.0,500
33,14740,-186.0,187
34,15240,-500.0,500
35,15520,-279.0,280
36,15640,-125.0,126
37,15990,-346.0,347
38,16180,-187.0,188
39,16420,-244.0,245
40,16690,-269.0,270
41,16860,-167.0,168
42,17110,-245.0,246
43,17410,-303.0,304
44,17780,-365.0,366
45,17940,-166.0,167
46,18130,-182.0,183
47,18390,-261.0,262
48,18670,-283.0,284
49,19160,-485.0,486
50,19370,-209.0,210
51,19870,-500.0,500
52,20370,-500.0,500
53,20610,-238.0,239
54,21110,-500.0,500
55,21380,-271.0,272
56,21720,-334.0,335
57,22000,-281.0,282
58,22320,-325.0,326
59,22820,-500.0,500
60,23230,-406.0,407
61,23450,-220.0,221
62,23790,-336.0,337
63,24290,-500.0,500
64,24700,-411.0,412
65,25020,-315.0,316
66,25490,-473.0,474
67,25760,-266.0,267
68,26030,-270.0,271
69,26530,-500.0,500
70,27030,-500.0,500
71,27530,-500.0,500
72,27720,-192.0,193
73,28220,-500.0,500
74,28720,-500.0,500
75,29220,-500.0,500
76,29460,-238.0,239
77,29840,-378.0,379
78,30340,-500.0,500
79,30500,-158.0,159
80,31000,-500.0,500
81,31430,-434.0,435
82,31740,-307.0,308
83,31910,-170.0,171
84,32170,-261.0,262
85,32530,-353.0,354
86,32710,-178.0,179
87,32890,-181.0,182
88,33390,-500.0,500
89,33890,-500.0,500
90,34380,-493.0,494
91,34590,-207.0,208
92,34780,-191.0,192
93,35280,-500.0,500
94,35510,-227.0,228
95,35800,-287.0,288
96,36260,-459.0,460
97,36550,-288.0,289
98,36800,-255.0,256
99,37020,-218.0,219
100,37200,-176.0,177
101,37590,-390.0,391
102,38090,-500.0,500
103,38330,-237.0,238
104,38530,-201.0,202
105,39030,-500.0,500
106,39370,-336.0,337
107,39630,-265.0,266
108,39810,-176.0,177
109,40310,-500.0,500
110,40420,-109.0,110
111,40820,-400.0,401
112,41260,-441.0,442
113,41460,-199.0,200
114,41670,-203.0,204
115,41990,-324.0,325
116,42150,-151.0,152
117,42520,-373.0,374
118,42620,-99.0,100
119,42880,-255.0,256
120,43170,-298.0,299
121,43530,-352.0,353
122,43960,-429.0,430
123,44320,-364.0,365
124,44820,-500.0,500
125,44970,-149.0,150
126,45180,-205.0,206
127,45370,-186.0,187
128,45610,-239.0,240
129,45920,-311.0,312
130,46280,-366.0,367
131,46440,-154.0,155
132,46760,-316.0,317
133,46950,-195.0,196
134,47260,-304.0,305
135,47510,-247.0,248
136,47900,-389.0,390
137,48240,-344.0,345
138,48500,-263.0,264
139,48980,-477.0,478
140,49150,-165.0,166
141,49260,-115.0,116
142,49370,-100.0,101
143,49520,-152.0,153
144,49720,-199.0,200
145,50040,-318.0,319
146,50220,-184.0,185
147,50660,-434.0,435
148,50880,-221.0,222
149,51130,-245.0,246
150,51380,-250.0,251
151,51570,-190.0,191
152,51960,-388.0,389
153,52160,-207.0,208
154,52660,-500.0,500
155,52850,-180.0,181
156,53030,-186.0,187
157,53280,-247.0,248
158,53540,-260.0,261
159,53680,-133.0,134
160,53980,-300.0,301
161,54160,-180.0,181
162,54540,-379.0,380
163,54680,-139.0,140
164,54890,-216.0,217
165,55060,-164.0,165
166,55210,-148.0,149
167,55450,-236.0,237
168,55630,-186.0,187
169,55800,-167.0,168
170,56130,-325.0,326
171,56440,-310.0,311
172,56610,-168.0,169
173,56940,-329.0,330
174,57210,-269.0,270
175,57620,-414.0,415
176,58040,-413.0,414
177,58340,-304.0,305
178,58690,-344.0,345
179,58870,-185.0,186
180,59060,-187.0,188
181,59300,-242.0,243
182,59540,-234.0,235
183,59720,-181.0,182
184,59930,-209.0,210
185,60180,-251.0,252
186,60380,-197.0,198
187,60530,-148.0,149
188,60630,-105.0,106
189,60850,-214.0,215
190,61000,-151.0,152
191,61210,-205.0,206
192,61440,-231.0,232
193,61710,-273.0,274
194,61880,-167.0,168
195,62000,-116.0,117
196,62260,-262.0,263
197,62410,-143.0,144
198,62580,-173.0,174
199,62770,-192.0,193
200,63000,-224.0,225
201,63170,-173.0,174
202,63410,-240.0,241
203,63530,-116.0,117
204,63710,-179.0,180
205,63910,-199.0,200
206,64130,-220.0,221
207,64330,-202.0,203
208,64470,-134.0,135
209,64560,-95.0,96
210,64740,-172.0,173
211,64940,-202.0,203
212,65090,-146.0,147
213,65260,-167.0,168
214,65370,-115.0,116
215,65550,-179.0,180
216,65760,-205.0,206
217,65930,-175.0,176
218,66100,-163.0,164
219,66280,-185.0,186
220,66480,-193.0,194
221,66580,-106.0,107
222,66690,-104.0,105
223,66800,-106.0,107
224,66880,-83.0,84
225,66970,-87.0,88
226,67200,-232.0,233
227,67370,-165.0,166
228,67520,-153.0,154
229,67650,-123.0,124
230,67730,-84.0,85
231,68050,-314.0,315
232,68140,-90.0,91
233,68310,-177.0,178
234,68490,-174.0,175
235,68640,-148.0,149
236,68790,-149.0,150
237,69010,-224.0,225
238,69130,-118.0,119
239,69250,-119.0,120
240,69530,-272.0,273
241,69840,-310.0,311
242,70000,-159.0,160
243,70140,-138.0,139
244,70250,-116.0,117
245,70410,-153.0,154
246,70520,-113.0,114
247,70700,-182.0,183
248,70880,-173.0,174
249,71030,-155.0,156
250,71130,-97.0,98
251,71250,-117.0,118
252,71370,-121.0,122
253,71450,-77.0,78
254,71590,-140.0,141
255,71710,-117.0,118
