environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples,action_2_samples,action_3_samples,action_4_samples,action_5_samples,action_6_samples,action_7_samples,action_8_samples,action_9_samples
1000,94,0.0058159977197647095,0.1797056794166565,0.0012860968708992004,0.0058159977197647095,0.0058159977197647095,0.27870567941665647,0.27870567941665647,0.1012860968708992,0.1012860968708992,1,0.7152658662092625,417,93,15,5,18,209,1,6,3,62,5
2000,194,0.012047644704580307,0.18108753859996796,0.030476491898298264,0.012047644704580307,0.012047644704580307,0.28008753859996793,0.28008753859996793,0.13047649189829827,0.13047649189829827,1,0.8214936247723132,902,197,20,8,173,399,2,13,12,67,11
3000,294,0.01094067096710205,0.17602002620697021,-0.09454412758350372,0.01094067096710205,0.01094067096710205,0.2750200262069702,0.2750200262069702,0.005455872416496282,0.005455872416496282,1,0.8564356435643564,1384,267,24,14,254,560,7,19,21,205,13
4000,394,-0.028452616184949875,0.17994004487991333,0.07370185852050781,-0.028452616184949875,0.028452616184949875,0.2789400448799133,0.2789400448799133,0.17370185852050782,0.17370185852050782,1,0.8735362997658079,1865,382,30,26,257,629,15,28,28,451,19
5000,494,0.005453202873468399,0.18098843097686768,-0.09193184971809387,0.005453202873468399,0.005453202873468399,0.27998843097686765,0.27998843097686765,0.008068150281906133,0.008068150281906133,1,0.8900226757369615,2355,386,35,32,262,857,59,35,150,515,23
6000,594,-0.004608549177646637,0.182235449552536,-0.0030796080827713013,-0.004608549177646637,0.004608549177646637,0.281235449552536,0.281235449552536,0.0969203919172287,0.0969203919172287,1,0.9020602218700475,2846,552,35,36,264,862,106,41,263,660,26
7000,694,-0.017857491970062256,0.17862434685230255,-0.10082926601171494,-0.017857491970062256,0.017857491970062256,0.27762434685230253,0.27762434685230253,-0.0008292660117149298,0.0008292660117149298,1,0.9076294277929156,3331,622,41,40,271,992,212,51,283,789,29
8000,794,-0.023301158100366592,0.17992211878299713,-0.12160231918096542,-0.023301158100366592,0.023301158100366592,0.2789221187829971,0.2789221187829971,-0.021602319180965418,0.021602319180965418,1,0.912742051159455,3818,630,47,45,366,1122,374,54,289,856,34
9000,894,-0.012005072087049484,0.17778776586055756,-0.006367839872837067,-0.012005072087049484,0.012005072087049484,0.27678776586055753,0.27678776586055753,0.09363216012716294,0.09363216012716294,1,0.9161166702150308,4303,636,52,48,370,1165,390,58,293,1249,42
10000,994,0.011395888403058052,0.1812288612127304,-0.01644013077020645,0.011395888403058052,0.011395888403058052,0.2802288612127304,0.2802288612127304,0.08355986922979355,0.08355986922979355,1,0.9199462468803993,4792,638,55,51,375,1167,643,64,300,1452,46
11000,1094,0.016526440158486366,-0.009252456948161125,-0.11753041297197342,0.016526440158486366,0.016526440158486366,0.08974754305183888,0.08974754305183888,-0.017530412971973414,0.017530412971973414,0,0.8496721035816378,5053,642,57,53,377,1169,647,68,367,1626,47
12000,1194,0.002254294231534004,-0.00812993012368679,-0.030568823218345642,0.002254294231534004,0.002254294231534004,0.09087006987631321,0.09087006987631321,0.06943117678165436,0.06943117678165436,0,0.7897091722595079,5295,644,60,55,381,1170,651,73,379,1833,49
13000,1294,-0.0010913126170635223,-0.008459070697426796,0.0015733949840068817,-0.0010913126170635223,0.0010913126170635223,0.09054092930257321,0.09054092930257321,0.10157339498400689,0.10157339498400689,0,0.7161716171617162,5425,644,61,56,381,1170,672,73,381,1936,51
14000,1394,-0.005083179101347923,-0.01168295182287693,-0.03712855279445648,-0.005083179101347923,0.005083179101347923,0.08731704817712307,0.08731704817712307,0.06287144720554352,0.06287144720554352,0,0.6550419671355953,5541,645,64,56,383,1171,772,74,384,1938,54
15000,1494,-0.011343531310558319,-0.012723054736852646,-0.04707244783639908,-0.011343531310558319,0.011343531310558319,0.08627694526314736,0.08627694526314736,0.05292755216360093,0.05292755216360093,0,0.594048884165781,5590,645,64,56,383,1172,782,74,384,1973,57
16000,1594,0.0046415068209171295,-0.007821286097168922,-0.052434489130973816,0.0046415068209171295,0.0046415068209171295,0.09117871390283108,0.09117871390283108,0.04756551086902619,0.04756551086902619,0,0.5470895378070005,5658,646,65,57,384,1172,828,76,384,1989,57
17000,1694,-0.0006085429340600967,-0.0084591805934906,-0.06245086342096329,-0.0006085429340600967,0.0006085429340600967,0.0905408194065094,0.0905408194065094,0.03754913657903672,0.03754913657903672,0,0.5038924274593064,5696,646,65,57,385,1184,852,76,384,1990,57
18000,1794,0.0030250009149312973,-0.004120003432035446,-0.07882187515497208,0.0030250009149312973,0.0030250009149312973,0.09487999656796456,0.09487999656796456,0.02117812484502793,0.02117812484502793,0,0.4697093403004572,5753,646,66,58,386,1184,903,77,385,1990,57
19000,1894,-0.008485477417707443,-0.009128905832767487,-0.027886196970939636,-0.008485477417707443,0.008485477417707443,0.08987109416723252,0.08987109416723252,0.07211380302906037,0.07211380302906037,0,0.43884892086330934,5795,646,67,59,386,1184,921,77,385,2013,57
20000,1994,-0.001405615359544754,-0.010621776804327965,-0.06559208780527115,-0.001405615359544754,0.001405615359544754,0.08837822319567204,0.08837822319567204,0.03440791219472886,0.03440791219472886,0,0.4118311449950586,5834,646,67,59,386,1184,941,77,385,2030,59
21000,2094,0.0027529755607247353,-0.07825851440429688,0.00879235565662384,0.0027529755607247353,0.0027529755607247353,0.02074148559570313,0.02074148559570313,0.10879235565662385,0.10879235565662385,0,0.3884297520661157,5875,647,67,59,387,1184,971,77,385,2038,60
22000,2194,0.0031735990196466446,-0.0681236982345581,0.012767814099788666,0.0031735990196466446,0.0031735990196466446,0.0308763017654419,0.0308763017654419,0.11276781409978867,0.11276781409978867,0,0.3672239139891865,5909,647,67,59,388,1184,1002,77,385,2039,61
23000,2294,-0.002699233591556549,-0.07628606259822845,-0.06478708237409592,-0.002699233591556549,0.002699233591556549,0.02271393740177155,0.02271393740177155,0.03521291762590409,0.03521291762590409,0,0.34936931651510705,5955,647,67,59,388,1184,1046,77,385,2040,62
24000,2394,-0.0008331341668963432,-0.07511897385120392,-0.07684223353862762,-0.0008331341668963432,0.0008331341668963432,0.023881026148796086,0.023881026148796086,0.02315776646137238,0.02315776646137238,0,0.3333333333333333,6000,647,68,59,388,1191,1061,77,406,2040,63
25000,2494,0.0018537216819822788,-0.07236889004707336,-0.012384407222270966,0.0018537216819822788,0.0018537216819822788,0.02663110995292664,0.02663110995292664,0.08761559277772904,0.08761559277772904,0,0.31905239276104047,6047,649,69,59,388,1207,1085,78,409,2040,63
26000,2594,-0.00218828022480011,-0.0706007331609726,-0.003512229770421982,-0.00218828022480011,0.00218828022480011,0.02839926683902741,0.02839926683902741,0.09648777022957802,0.09648777022957802,0,0.3064670117079544,6099,649,69,60,388,1208,1133,79,410,2040,63
27000,2694,-0.0009076092392206192,-0.07212149351835251,-0.02927270531654358,-0.0009076092392206192,0.0009076092392206192,0.026878506481647496,0.026878506481647496,0.07072729468345643,0.07072729468345643,0,0.29446735065682234,6142,649,69,61,388,1210,1135,80,411,2074,65
28000,2794,-8.918624371290207e-05,-0.07582059502601624,-0.06535322964191437,-8.918624371290207e-05,8.918624371290207e-05,0.02317940497398377,0.02317940497398377,0.03464677035808564,0.03464677035808564,0,0.2838147638697845,6190,649,69,61,388,1210,1150,80,411,2105,67
29000,2894,0.0006592664867639542,-0.06902027130126953,-0.0035684332251548767,0.0006592664867639542,0.0006592664867639542,0.029979728698730473,0.029979728698730473,0.09643156677484513,0.09643156677484513,0,0.2742211872226372,6241,651,70,63,389,1211,1150,81,411,2148,67
30000,2994,0.00022524595260620117,-0.07461448758840561,0.020972050726413727,0.00022524595260620117,0.00022524595260620117,0.024385512411594396,0.024385512411594396,0.12097205072641373,0.12097205072641373,0,0.26555578991773887,6295,651,70,63,389,1211,1150,82,411,2201,67
31000,3094,-0.0002906378358602524,0.011463780887424946,-0.008619703352451324,-0.0002906378358602524,0.0002906378358602524,0.11046378088742495,0.11046378088742495,0.09138029664754868,0.09138029664754868,1,0.26846433978477025,6561,655,73,63,391,1213,1153,87,414,2442,70
32000,3194,9.185075759887695e-05,0.017760781571269035,-0.0507536344230175,9.185075759887695e-05,9.185075759887695e-05,0.11676078157126904,0.11676078157126904,0.049246365576982504,0.049246365576982504,1,0.2826052104208417,7051,659,76,70,394,1218,1157,94,418,2892,72
33000,3294,0.0006969626992940903,0.026616709306836128,-0.029841508716344833,0.0006969626992940903,0.0006969626992940903,0.12561670930683613,0.12561670930683613,0.07015849128365517,0.07015849128365517,1,0.29598649073201383,7537,666,193,76,414,1222,1164,103,421,3201,76
