environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples
14000,1394,0.0014996416866779327,-0.07833796739578247,-0.1252678483724594,0.0014996416866779327,0.0014996416866779327,0.020662032604217534,0.020662032604217534,-0.025267848372459406,0.025267848372459406,0,0.16715298040850354,2005,1584,421
15000,1494,-0.006918758153915405,-0.07914282381534576,-0.11155210435390472,-0.006918758153915405,0.006918758153915405,0.01985717618465424,0.01985717618465424,-0.011552104353904719,0.011552104353904719,0,0.15955473098330242,2064,1636,428
16000,1594,0.006550859659910202,-0.09483775496482849,-0.166326642036438,0.006550859659910202,0.006550859659910202,0.0041622450351715135,0.0041622450351715135,-0.06632664203643798,0.06632664203643798,0,0.1522396658504969,2114,1665,449
17000,1694,-0.0025369971990585327,-0.15839692950248718,-0.08785557001829147,-0.0025369971990585327,0.0025369971990585327,-0.05939692950248718,0.05939692950248718,0.012144429981708532,0.012144429981708532,0,0.14600606673407482,2166,1713,452
18000,1794,-0.006435368210077286,-0.1912962794303894,-0.15337806940078735,-0.006435368210077286,0.006435368210077286,-0.0922962794303894,0.0922962794303894,-0.05337806940078735,0.05337806940078735,0,0.1405398555316183,2218,1757,461
19000,1894,0.002294454723596573,-0.16578638553619385,-0.10853344202041626,0.002294454723596573,0.002294454723596573,-0.06678638553619384,0.06678638553619384,-0.008533442020416254,0.008533442020416254,0,0.13541293175570696,2266,1777,489
20000,1994,0.007055897265672684,-0.09874726086854935,-0.0593426376581192,0.007055897265672684,0.007055897265672684,0.00025273913145065774,0.00025273913145065774,0.040657362341880804,0.040657362341880804,0,0.13083795092163292,2314,1804,510
21000,2094,0.00743015855550766,-0.09209911525249481,-0.033991508185863495,0.00743015855550766,0.00743015855550766,0.006900884747505193,0.006900884747505193,0.06600849181413651,0.06600849181413651,0,0.12733519433111445,2372,1861,511
22000,2194,-0.005611654371023178,-0.10124693810939789,-0.13191908597946167,-0.005611654371023178,0.005611654371023178,-0.0022469381093978835,0.0022469381093978835,-0.031919085979461664,0.031919085979461664,0,0.12313661425362467,2412,1900,512
23000,2294,-0.004983838647603989,-0.11417107284069061,-0.1802537590265274,-0.004983838647603989,0.004983838647603989,-0.015171072840690608,0.015171072840690608,-0.0802537590265274,0.0802537590265274,0,0.11894916078812941,2445,1931,514
24000,2394,-0.0030094310641288757,-0.13644513487815857,-0.1887594759464264,-0.0030094310641288757,0.0030094310641288757,-0.037445134878158565,0.037445134878158565,-0.08875947594642639,0.08875947594642639,0,0.11576011157601115,2490,1971,519
25000,2494,-0.004304420202970505,-0.15016700327396393,-0.14537635445594788,-0.004304420202970505,0.004304420202970505,-0.051167003273963924,0.051167003273963924,-0.04537635445594787,0.04537635445594787,0,0.1130403811050265,2539,2018,521
26000,2594,0.003684595227241516,-0.1527986228466034,-0.1650720238685608,0.003684595227241516,0.003684595227241516,-0.05379862284660339,0.05379862284660339,-0.06507202386856079,0.06507202386856079,0,0.110494169905608,2587,2046,541
27000,2694,0.0035321712493896484,-0.14228416979312897,-0.09873475134372711,0.0035321712493896484,0.0035321712493896484,-0.04328416979312896,0.04328416979312896,0.0012652486562728937,0.0012652486562728937,0,0.10819241503858151,2636,2058,578
28000,2794,-6.940588355064392e-05,-0.14371830224990845,-0.08659422397613525,-6.940588355064392e-05,6.940588355064392e-05,-0.04471830224990844,0.04471830224990844,0.013405776023864752,0.013405776023864752,0,0.10632581295191434,2691,2059,632
29000,2894,0.0047897957265377045,-0.16356569528579712,-0.1487097293138504,0.0047897957265377045,0.0047897957265377045,-0.06456569528579711,0.06456569528579711,-0.0487097293138504,0.0487097293138504,0,0.10408893626741796,2734,2063,671
30000,2994,-0.003640349954366684,-0.15290674567222595,-0.10498998314142227,-0.003640349954366684,0.003640349954366684,-0.05390674567222595,0.05390674567222595,-0.004989983141422266,0.004989983141422266,0,0.10172603745868528,2770,2067,703
31000,3094,0.003814470022916794,-0.17648372054100037,-0.04632881283760071,0.003814470022916794,0.003814470022916794,-0.07748372054100036,0.07748372054100036,0.0536711871623993,0.0536711871623993,0,0.09960272417707151,2808,2089,719
32000,3194,0.0025554560124874115,-0.17093223333358765,-0.06600333750247955,0.0025554560124874115,0.0025554560124874115,-0.07193223333358764,0.07193223333358764,0.03399666249752045,0.03399666249752045,0,0.09761953762776977,2846,2126,720
33000,3294,-0.010191278532147408,-0.11565501987934113,-0.13778330385684967,-0.010191278532147408,0.010191278532147408,-0.01665501987934112,0.01665501987934112,-0.037783303856849665,0.037783303856849665,0,0.09623625552270537,2897,2158,739
34000,3394,-0.0014009084552526474,-0.09907732903957367,-0.07344026118516922,-0.0014009084552526474,0.0014009084552526474,-7.732903957366477e-05,7.732903957366477e-05,0.026559738814830786,0.026559738814830786,0,0.09444408678297818,2934,2165,769
35000,3494,-0.0047619957476854324,-0.07366172969341278,-0.05274095758795738,-0.0047619957476854324,0.0047619957476854324,0.025338270306587224,0.025338270306587224,0.04725904241204262,0.04725904241204262,0,0.09303269729240186,2979,2180,799
36000,3594,0.005181495100259781,-0.05554667487740517,0.0005274154245853424,0.005181495100259781,0.005181495100259781,0.04345332512259484,0.04345332512259484,0.10052741542458535,0.10052741542458535,0,0.09219987257668154,3039,2182,857
37000,3694,-0.004350496456027031,-0.05407191812992096,-0.034854352474212646,-0.004350496456027031,0.004350496456027031,0.044928081870079045,0.044928081870079045,0.06514564752578736,0.06514564752578736,0,0.0915098235884123,3102,2183,919
38000,3794,-0.00033640675246715546,-0.03382540121674538,0.03840956091880798,-0.00033640675246715546,0.00033640675246715546,0.06517459878325463,0.06517459878325463,0.138409560918808,0.138409560918808,0,0.09051254089422028,3154,2188,966
39000,3894,0.0010366719216108322,-0.06285429000854492,-0.12755155563354492,0.0010366719216108322,0.0010366719216108322,0.03614570999145508,0.03614570999145508,-0.027551555633544916,0.027551555633544916,0,0.08935255013686386,3199,2193,1005
40000,3994,0.0004897285252809525,-0.05829900875687599,-0.08767850697040558,0.0004897285252809525,0.0004897285252809525,0.04070099124312401,0.04070099124312401,0.012321493029594427,0.012321493029594427,0,0.08843537414965986,3250,2198,1052
41000,4094,-0.005408506840467453,-0.15965193510055542,-0.15967518091201782,-0.005408506840467453,0.005408506840467453,-0.060651935100555415,0.060651935100555415,-0.05967518091201782,0.05967518091201782,0,0.08750431023049786,3299,2244,1055
42000,4194,0.0022788774222135544,-0.06105482950806618,-0.022106315940618515,0.0022788774222135544,0.0022788774222135544,0.03794517049193383,0.03794517049193383,0.07789368405938149,0.07789368405938149,0,0.08664717601096997,3349,2257,1092
43000,4294,0.0048573631793260574,-0.07732141762971878,-0.06338784843683243,0.0048573631793260574,0.0048573631793260574,0.021678582370281224,0.021678582370281224,0.03661215156316758,0.03661215156316758,0,0.0859957065286021,3405,2259,1146
44000,4394,-8.166953921318054e-05,-0.08127458393573761,-0.07437755167484283,-8.166953921318054e-05,8.166953921318054e-05,0.017725416064262395,0.017725416064262395,0.02562244832515717,0.02562244832515717,0,0.0852674937720445,3457,2261,1196
45000,4494,0.00461601372808218,-0.07825866341590881,-0.09981422871351242,0.00461601372808218,0.00461601372808218,0.02074133658409119,0.02074133658409119,0.0001857712864875849,0.0001857712864875849,0,0.08436347863803947,3501,2261,1240
46000,4594,-0.0032968251034617424,-0.11721274256706238,-0.11054632067680359,-0.0032968251034617424,0.0032968251034617424,-0.018212742567062373,0.018212742567062373,-0.010546320676803583,0.010546320676803583,0,0.08342361863488625,3542,2261,1281
47000,4694,-0.0018600355833768845,-0.10463862121105194,-0.01682453602552414,-0.0018600355833768845,0.0018600355833768845,-0.005638621211051936,0.005638621211051936,0.08317546397447587,0.08317546397447587,0,0.08264995853681009,3588,2265,1323
48000,4794,0.003046950325369835,-0.13222995400428772,-0.08142334222793579,0.003046950325369835,0.003046950325369835,-0.033229954004287715,0.033229954004287715,0.018576657772064215,0.018576657772064215,0,0.0818851849347488,3633,2267,1366
49000,4894,-0.0008525457233190536,-0.0867786630988121,-0.07045049965381622,-0.0008525457233190536,0.0008525457233190536,0.012221336901187901,0.012221336901187901,0.029549500346183782,0.029549500346183782,0,0.08115264110145183,3678,2269,1409
50000,4994,0.0009270589798688889,-0.1081748753786087,-0.09184093773365021,0.0009270589798688889,0.0009270589798688889,-0.009174875378608699,0.009174875378608699,0.008159062266349798,0.008159062266349798,0,0.08038029386343994,3720,2285,1435
