environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples,action_2_samples,action_3_samples,action_4_samples,action_5_samples,action_6_samples,action_7_samples,action_8_samples,action_9_samples
1000,94,0.007035613059997559,-0.10824212431907654,0.128971666097641,0.007035613059997559,0.007035613059997559,-0.009242124319076533,0.009242124319076533,0.228971666097641,0.228971666097641,0,0.4084507042253521,290,3,4,19,0,46,78,24,61,22,33
2000,194,0.010229036211967468,-0.05888243764638901,0.1253337264060974,0.010229036211967468,0.010229036211967468,0.040117562353611,0.040117562353611,0.22533372640609742,0.22533372640609742,0,0.4357501794687724,607,7,6,26,2,112,83,128,150,25,68
3000,294,-0.014607328921556473,-0.0013046376407146454,-0.01338149607181549,-0.014607328921556473,0.014607328921556473,0.09769536235928536,0.09769536235928536,0.08661850392818451,0.08661850392818451,1,0.47058823529411764,960,106,10,27,5,215,88,129,153,33,194
4000,394,-0.0014306418597698212,-0.011143941432237625,0.10003447532653809,-0.0014306418597698212,0.0014306418597698212,0.08785605856776238,0.08785605856776238,0.2000344753265381,0.2000344753265381,0,0.38648180242634317,1115,108,12,29,5,218,145,130,155,98,215
5000,494,0.004565071314573288,-0.017290841788053513,0.07163028419017792,0.004565071314573288,0.004565071314573288,0.08170915821194649,0.08170915821194649,0.17163028419017792,0.17163028419017792,0,0.3007284079084287,1156,109,12,29,5,220,156,133,155,112,225
6000,594,0.0013836026191711426,0.019564688205718994,0.05509283393621445,0.0013836026191711426,0.0013836026191711426,0.118564688205719,0.118564688205719,0.15509283393621445,0.15509283393621445,1,0.3323712255772647,1497,110,16,35,7,223,161,135,157,213,439
7000,694,-0.0065819136798381805,-0.01051392499357462,0.019924389198422432,-0.0065819136798381805,0.0065819136798381805,0.08848607500642539,0.08848607500642539,0.11992438919842244,0.11992438919842244,0,0.3941445927106154,1979,114,22,40,13,225,305,137,162,343,618
8000,794,-0.0030671320855617523,-0.0057637011632323265,0.03173243626952171,-0.0030671320855617523,0.0030671320855617523,0.09323629883676768,0.09323629883676768,0.13173243626952172,0.13173243626952172,0,0.3386880856760375,2024,122,22,41,13,225,326,137,162,343,633
9000,894,-0.0032352395355701447,-0.04294467344880104,0.01877698302268982,-0.0032352395355701447,0.0032352395355701447,0.056055326551198964,0.056055326551198964,0.11877698302268982,0.11877698302268982,0,0.30057803468208094,2080,148,22,41,14,225,352,139,162,343,634
10000,994,0.0007038787007331848,0.003339456394314766,0.08070729672908783,0.0007038787007331848,0.0007038787007331848,0.10233945639431477,0.10233945639431477,0.18070729672908784,0.18070729672908784,1,0.27404764938208687,2151,149,23,46,14,225,404,140,163,343,644
11000,1094,-0.0014818757772445679,0.009761747904121876,0.023739544674754143,-0.0014818757772445679,0.0014818757772445679,0.10876174790412188,0.10876174790412188,0.12373954467475415,0.12373954467475415,1,0.31563210142327475,2639,156,26,80,19,228,817,146,168,347,652
12000,1194,-0.010181240737438202,-0.005258549004793167,-0.010684611275792122,-0.010181240737438202,0.010181240737438202,0.09374145099520684,0.09374145099520684,0.08931538872420788,0.08931538872420788,1,0.33984593055710616,3044,161,31,124,20,235,823,149,266,352,882
13000,1294,-0.008913997560739517,0.016879543662071228,-0.01438751257956028,-0.008913997560739517,0.008913997560739517,0.11587954366207123,0.11587954366207123,0.08561248742043973,0.08561248742043973,1,0.3326158261582616,3245,163,33,127,20,239,828,152,293,358,1031
14000,1394,-0.0029524527490139008,-0.08515159785747528,-0.018915865570306778,-0.0029524527490139008,0.0029524527490139008,0.013848402142524724,0.013848402142524724,0.08108413442969323,0.08108413442969323,0,0.3213476783691959,3405,167,33,146,23,240,839,154,293,388,1121
15000,1494,-0.0023372750729322433,-0.1310499608516693,0.07092884927988052,-0.0023372750729322433,0.0023372750729322433,-0.03204996085166931,0.03204996085166931,0.17092884927988053,0.17092884927988053,0,0.29780238795639385,3442,167,33,180,24,241,839,154,293,390,1121
16000,1594,0.0014920122921466827,-0.08530329167842865,-0.0012731477618217468,0.0014920122921466827,0.0014920122921466827,0.013696708321571355,0.013696708321571355,0.09872685223817826,0.09872685223817826,0,0.27815945039143636,3482,183,34,200,24,241,839,155,294,391,1121
