environment_step,episode_id,evaluation_seed,episode_return,episode_length
20000,15,10015,-81.0,82
20000,16,10016,-76.0,77
20000,17,10017,-81.0,82
20000,18,10018,-106.0,107
20000,19,10019,-108.0,109
25000,0,10000,-500.0,500
25000,1,10001,-500.0,500
25000,2,10002,-500.0,500
25000,3,10003,-500.0,500
25000,4,10004,-500.0,500
25000,5,10005,-500.0,500
25000,6,10006,-500.0,500
25000,7,10007,-500.0,500
25000,8,10008,-500.0,500
25000,9,10009,-500.0,500
25000,10,10010,-500.0,500
25000,11,10011,-500.0,500
25000,12,10012,-500.0,500
25000,13,10013,-500.0,500
25000,14,10014,-500.0,500
25000,15,10015,-500.0,500
25000,16,10016,-500.0,500
25000,17,10017,-500.0,500
25000,18,10018,-500.0,500
25000,19,10019,-500.0,500
30000,0,10000,-179.0,180
30000,1,10001,-154.0,155
30000,2,10002,-163.0,164
30000,3,10003,-176.0,177
30000,4,10004,-162.0,163
30000,5,10005,-126.0,127
30000,6,10006,-152.0,153
30000,7,10007,-144.0,145
30000,8,10008,-146.0,147
30000,9,10009,-180.0,181
30000,10,10010,-156.0,157
30000,11,10011,-175.0,176
30000,12,10012,-109.0,110
30000,13,10013,-171.0,172
30000,14,10014,-135.0,136
30000,15,10015,-247.0,248
30000,16,10016,-110.0,111
30000,17,10017,-181.0,182
30000,18,10018,-186.0,187
30000,19,10019,-500.0,500
35000,0,10000,-500.0,500
35000,1,10001,-500.0,500
35000,2,10002,-500.0,500
35000,3,10003,-500.0,500
35000,4,10004,-500.0,500
35000,5,10005,-500.0,500
35000,6,10006,-500.0,500
35000,7,10007,-500.0,500
35000,8,10008,-500.0,500
35000,9,10009,-500.0,500
35000,10,10010,-500.0,500
35000,11,10011,-500.0,500
35000,12,10012,-500.0,500
35000,13,10013,-500.0,500
35000,14,10014,-500.0,500
35000,15,10015,-500.0,500
35000,16,10016,-500.0,500
35000,17,10017,-500.0,500
35000,18,10018,-500.0,500
35000,19,10019,-500.0,500
40000,0,10000,-500.0,500
40000,1,10001,-500.0,500
40000,2,10002,-500.0,500
40000,3,10003,-500.0,500
40000,4,10004,-500.0,500
40000,5,10005,-500.0,500
40000,6,10006,-500.0,500
40000,7,10007,-500.0,500
40000,8,10008,-500.0,500
40000,9,10009,-500.0,500
40000,10,10010,-500.0,500
40000,11,10011,-500.0,500
40000,12,10012,-500.0,500
40000,13,10013,-500.0,500
40000,14,10014,-500.0,500
40000,15,10015,-500.0,500
40000,16,10016,-500.0,500
40000,17,10017,-500.0,500
40000,18,10018,-500.0,500
40000,19,10019,-500.0,500
45000,0,10000,-500.0,500
45000,1,10001,-500.0,500
45000,2,10002,-500.0,500
45000,3,10003,-500.0,500
45000,4,10004,-500.0,500
45000,5,10005,-191.0,192
45000,6,10006,-500.0,500
45000,7,10007,-500.0,500
45000,8,10008,-500.0,500
45000,9,10009,-500.0,500
45000,10,10010,-181.0,182
45000,11,10011,-500.0,500
45000,12,10012,-182.0,183
45000,13,10013,-500.0,500
45000,14,10014,-500.0,500
45000,15,10015,-500.0,500
45000,16,10016,-205.0,206
45000,17,10017,-500.0,500
45000,18,10018,-500.0,500
45000,19,10019,-500.0,500
50000,0,10000,-500.0,500
50000,1,10001,-500.0,500
50000,2,10002,-500.0,500
50000,3,10003,-500.0,500
50000,4,10004,-500.0,500
50000,5,10005,-500.0,500
50000,6,10006,-500.0,500
50000,7,10007,-500.0,500
50000,8,10008,-500.0,500
50000,9,10009,-500.0,500
50000,10,10010,-500.0,500
50000,11,10011,-500.0,500
50000,12,10012,-500.0,500
50000,13,10013,-500.0,500
50000,14,10014,-500.0,500
50000,15,10015,-500.0,500
50000,16,10016,-500.0,500
50000,17,10017,-500.0,500
50000,18,10018,-500.0,500
50000,19,10019,-500.0,500
55000,0,10000,-500.0,500
55000,1,10001,-222.0,223
55000,2,10002,-500.0,500
55000,3,10003,-196.0,197
55000,4,10004,-500.0,500
55000,5,10005,-500.0,500
55000,6,10006,-500.0,500
55000,7,10007,-500.0,500
55000,8,10008,-500.0,500
55000,9,10009,-500.0,500
55000,10,10010,-500.0,500
55000,11,10011,-203.0,204
55000,12,10012,-500.0,500
55000,13,10013,-500.0,500
55000,14,10014,-500.0,500
55000,15,10015,-500.0,500
55000,16,10016,-500.0,500
55000,17,10017,-500.0,500
55000,18,10018,-500.0,500
55000,19,10019,-500.0,500
60000,0,10000,-135.0,136
60000,1,10001,-76.0,77
60000,2,10002,-81.0,82
60000,3,10003,-82.0,83
60000,4,10004,-105.0,106
60000,5,10005,-70.0,71
60000,6,10006,-89.0,90
60000,7,10007,-92.0,93
60000,8,10008,-94.0,95
60000,9,10009,-166.0,167
60000,10,10010,-75.0,76
60000,11,10011,-99.0,100
60000,12,10012,-89.0,90
60000,13,10013,-188.0,189
60000,14,10014,-82.0,83
60000,15,10015,-126.0,127
60000,16,10016,-85.0,86
60000,17,10017,-91.0,92
60000,18,10018,-71.0,72
60000,19,10019,-91.0,92
65000,0,10000,-115.0,116
65000,1,10001,-120.0,121
65000,2,10002,-148.0,149
65000,3,10003,-175.0,176
65000,4,10004,-114.0,115
65000,5,10005,-120.0,121
65000,6,10006,-131.0,132
65000,7,10007,-217.0,218
65000,8,10008,-125.0,126
65000,9,10009,-139.0,140
65000,10,10010,-138.0,139
65000,11,10011,-131.0,132
65000,12,10012,-96.0,97
65000,13,10013,-110.0,111
65000,14,10014,-127.0,128
65000,15,10015,-110.0,111
65000,16,10016,-207.0,208
65000,17,10017,-130.0,131
65000,18,10018,-145.0,146
65000,19,10019,-147.0,148
70000,0,10000,-99.0,100
70000,1,10001,-73.0,74
70000,2,10002,-73.0,74
70000,3,10003,-95.0,96
70000,4,10004,-74.0,75
70000,5,10005,-75.0,76
70000,6,10006,-500.0,500
70000,7,10007,-96.0,97
70000,8,10008,-90.0,91
70000,9,10009,-83.0,84
70000,10,10010,-126.0,127
70000,11,10011,-99.0,100
70000,12,10012,-116.0,117
70000,13,10013,-93.0,94
70000,14,10014,-500.0,500
70000,15,10015,-83.0,84
70000,16,10016,-340.0,341
70000,17,10017,-94.0,95
70000,18,10018,-91.0,92
70000,19,10019,-73.0,74
75000,0,10000,-116.0,117
75000,1,10001,-251.0,252
75000,2,10002,-500.0,500
75000,3,10003,-101.0,102
75000,4,10004,-500.0,500
75000,5,10005,-85.0,86
75000,6,10006,-101.0,102
75000,7,10007,-500.0,500
75000,8,10008,-500.0,500
75000,9,10009,-103.0,104
75000,10,10010,-73.0,74
75000,11,10011,-96.0,97
75000,12,10012,-179.0,180
75000,13,10013,-99.0,100
75000,14,10014,-78.0,79
75000,15,10015,-116.0,117
75000,16,10016,-71.0,72
75000,17,10017,-500.0,500
75000,18,10018,-128.0,129
75000,19,10019,-169.0,170
80000,0,10000,-99.0,100
80000,1,10001,-95.0,96
80000,2,10002,-84.0,85
80000,3,10003,-70.0,71
80000,4,10004,-151.0,152
80000,5,10005,-85.0,86
80000,6,10006,-94.0,95
80000,7,10007,-87.0,88
80000,8,10008,-113.0,114
80000,9,10009,-87.0,88
80000,10,10010,-93.0,94
80000,11,10011,-101.0,102
80000,12,10012,-103.0,104
80000,13,10013,-77.0,78
80000,14,10014,-94.0,95
80000,15,10015,-92.0,93
80000,16,10016,-111.0,112
80000,17,10017,-99.0,100
80000,18,10018,-84.0,85
80000,19,10019,-107.0,108
85000,0,10000,-70.0,71
85000,1,10001,-98.0,99
85000,2,10002,-78.0,79
85000,3,10003,-94.0,95
85000,4,10004,-97.0,98
85000,5,10005,-74.0,75
85000,6,10006,-69.0,70
85000,7,10007,-105.0,106
85000,8,10008,-75.0,76
85000,9,10009,-75.0,76
85000,10,10010,-88.0,89
85000,11,10011,-77.0,78
85000,12,10012,-62.0,63
85000,13,10013,-113.0,114
85000,14,10014,-85.0,86
85000,15,10015,-137.0,138
85000,16,10016,-71.0,72
85000,17,10017,-78.0,79
85000,18,10018,-104.0,105
85000,19,10019,-104.0,105
90000,0,10000,-84.0,85
90000,1,10001,-76.0,77
90000,2,10002,-86.0,87
90000,3,10003,-62.0,63
90000,4,10004,-77.0,78
90000,5,10005,-95.0,96
90000,6,10006,-76.0,77
90000,7,10007,-69.0,70
90000,8,10008,-93.0,94
90000,9,10009,-74.0,75
90000,10,10010,-83.0,84
90000,11,10011,-182.0,183
90000,12,10012,-84.0,85
90000,13,10013,-86.0,87
90000,14,10014,-76.0,77
90000,15,10015,-104.0,105
90000,16,10016,-86.0,87
90000,17,10017,-77.0,78
90000,18,10018,-97.0,98
90000,19,10019,-76.0,77
95000,0,10000,-500.0,500
95000,1,10001,-91.0,92
95000,2,10002,-89.0,90
95000,3,10003,-87.0,88
95000,4,10004,-87.0,88
95000,5,10005,-75.0,76
95000,6,10006,-96.0,97
95000,7,10007,-90.0,91
95000,8,10008,-500.0,500
95000,9,10009,-500.0,500
95000,10,10010,-97.0,98
95000,11,10011,-500.0,500
95000,12,10012,-78.0,79
95000,13,10013,-500.0,500
95000,14,10014,-79.0,80
95000,15,10015,-500.0,500
95000,16,10016,-75.0,76
95000,17,10017,-74.0,75
95000,18,10018,-500.0,500
95000,19,10019,-85.0,86
100000,0,10000,-74.0,75
100000,1,10001,-99.0,100
100000,2,10002,-83.0,84
100000,3,10003,-75.0,76
100000,4,10004,-189.0,190
100000,5,10005,-79.0,80
100000,6,10006,-100.0,101
100000,7,10007,-79.0,80
100000,8,10008,-83.0,84
100000,9,10009,-95.0,96
100000,10,10010,-62.0,63
100000,11,10011,-78.0,79
100000,12,10012,-125.0,126
100000,13,10013,-84.0,85
100000,14,10014,-77.0,78
100000,15,10015,-94.0,95
100000,16,10016,-87.0,88
100000,17,10017,-74.0,75
100000,18,10018,-72.0,73
100000,19,10019,-79.0,80
105000,0,10000,-75.0,76
105000,1,10001,-60.0,61
105000,2,10002,-81.0,82
105000,3,10003,-80.0,81
105000,4,10004,-81.0,82
105000,5,10005,-97.0,98
105000,6,10006,-73.0,74
105000,7,10007,-83.0,84
105000,8,10008,-99.0,100
105000,9,10009,-87.0,88
105000,10,10010,-72.0,73
105000,11,10011,-83.0,84
105000,12,10012,-83.0,84
105000,13,10013,-82.0,83
105000,14,10014,-90.0,91
105000,15,10015,-74.0,75
105000,16,10016,-84.0,85
105000,17,10017,-74.0,75
105000,18,10018,-125.0,126
105000,19,10019,-81.0,82
110000,0,10000,-86.0,87
110000,1,10001,-154.0,155
110000,2,10002,-89.0,90
110000,3,10003,-100.0,101
110000,4,10004,-123.0,124
110000,5,10005,-92.0,93
110000,6,10006,-87.0,88
110000,7,10007,-89.0,90
110000,8,10008,-110.0,111
110000,9,10009,-82.0,83
110000,10,10010,-94.0,95
110000,11,10011,-103.0,104
110000,12,10012,-61.0,62
110000,13,10013,-76.0,77
110000,14,10014,-73.0,74
110000,15,10015,-73.0,74
110000,16,10016,-61.0,62
110000,17,10017,-75.0,76
110000,18,10018,-87.0,88
110000,19,10019,-130.0,131
115000,0,10000,-70.0,71
115000,1,10001,-61.0,62
115000,2,10002,-95.0,96
115000,3,10003,-139.0,140
115000,4,10004,-61.0,62
115000,5,10005,-70.0,71
115000,6,10006,-71.0,72
115000,7,10007,-86.0,87
115000,8,10008,-73.0,74
115000,9,10009,-98.0,99
115000,10,10010,-87.0,88
115000,11,10011,-91.0,92
115000,12,10012,-69.0,70
115000,13,10013,-83.0,84
115000,14,10014,-77.0,78
115000,15,10015,-69.0,70
115000,16,10016,-71.0,72
115000,17,10017,-114.0,115
115000,18,10018,-73.0,74
115000,19,10019,-87.0,88
120000,0,10000,-84.0,85
120000,1,10001,-92.0,93
120000,2,10002,-69.0,70
120000,3,10003,-75.0,76
120000,4,10004,-61.0,62
120000,5,10005,-95.0,96
120000,6,10006,-74.0,75
120000,7,10007,-69.0,70
120000,8,10008,-61.0,62
120000,9,10009,-70.0,71
120000,10,10010,-61.0,62
120000,11,10011,-94.0,95
120000,12,10012,-61.0,62
120000,13,10013,-101.0,102
120000,14,10014,-87.0,88
120000,15,10015,-94.0,95
120000,16,10016,-86.0,87
120000,17,10017,-69.0,70
120000,18,10018,-77.0,78
120000,19,10019,-97.0,98
125000,0,10000,-91.0,92
125000,1,10001,-122.0,123
125000,2,10002,-90.0,91
125000,3,10003,-94.0,95
125000,4,10004,-93.0,94
125000,5,10005,-69.0,70
125000,6,10006,-76.0,77
125000,7,10007,-82.0,83
125000,8,10008,-70.0,71
125000,9,10009,-77.0,78
125000,10,10010,-74.0,75
125000,11,10011,-87.0,88
125000,12,10012,-81.0,82
125000,13,10013,-76.0,77
125000,14,10014,-97.0,98
125000,15,10015,-62.0,63
125000,16,10016,-78.0,79
125000,17,10017,-84.0,85
125000,18,10018,-96.0,97
125000,19,10019,-85.0,86
130000,0,10000,-74.0,75
130000,1,10001,-61.0,62
130000,2,10002,-121.0,122
130000,3,10003,-69.0,70
130000,4,10004,-70.0,71
130000,5,10005,-61.0,62
130000,6,10006,-78.0,79
130000,7,10007,-69.0,70
130000,8,10008,-80.0,81
130000,9,10009,-76.0,77
130000,10,10010,-72.0,73
130000,11,10011,-90.0,91
130000,12,10012,-69.0,70
130000,13,10013,-97.0,98
130000,14,10014,-79.0,80
130000,15,10015,-91.0,92
130000,16,10016,-83.0,84
130000,17,10017,-75.0,76
130000,18,10018,-73.0,74
130000,19,10019,-80.0,81
135000,0,10000,-83.0,84
135000,1,10001,-70.0,71
135000,2,10002,-77.0,78
135000,3,10003,-91.0,92
135000,4,10004,-77.0,78
135000,5,10005,-127.0,128
135000,6,10006,-136.0,137
135000,7,10007,-91.0,92
135000,8,10008,-74.0,75
135000,9,10009,-109.0,110
135000,10,10010,-73.0,74
135000,11,10011,-73.0,74
135000,12,10012,-79.0,80
135000,13,10013,-101.0,102
135000,14,10014,-265.0,266
135000,15,10015,-83.0,84
135000,16,10016,-108.0,109
135000,17,10017,-97.0,98
135000,18,10018,-77.0,78
135000,19,10019,-70.0,71
140000,0,10000,-121.0,122
140000,1,10001,-75.0,76
140000,2,10002,-82.0,83
140000,3,10003,-74.0,75
140000,4,10004,-93.0,94
140000,5,10005,-79.0,80
140000,6,10006,-83.0,84
140000,7,10007,-82.0,83
140000,8,10008,-75.0,76
140000,9,10009,-91.0,92
140000,10,10010,-74.0,75
140000,11,10011,-77.0,78
140000,12,10012,-62.0,63
140000,13,10013,-70.0,71
140000,14,10014,-78.0,79
140000,15,10015,-76.0,77
140000,16,10016,-90.0,91
140000,17,10017,-89.0,90
140000,18,10018,-76.0,77
140000,19,10019,-75.0,76
145000,0,10000,-78.0,79
145000,1,10001,-89.0,90
145000,2,10002,-78.0,79
145000,3,10003,-86.0,87
145000,4,10004,-94.0,95
145000,5,10005,-85.0,86
145000,6,10006,-463.0,464
145000,7,10007,-109.0,110
145000,8,10008,-96.0,97
145000,9,10009,-89.0,90
145000,10,10010,-78.0,79
145000,11,10011,-74.0,75
145000,12,10012,-60.0,61
145000,13,10013,-74.0,75
145000,14,10014,-87.0,88
145000,15,10015,-96.0,97
145000,16,10016,-85.0,86
145000,17,10017,-76.0,77
145000,18,10018,-78.0,79
145000,19,10019,-98.0,99
150000,0,10000,-72.0,73
150000,1,10001,-112.0,113
150000,2,10002,-75.0,76
150000,3,10003,-80.0,81
150000,4,10004,-82.0,83
150000,5,10005,-81.0,82
150000,6,10006,-73.0,74
150000,7,10007,-85.0,86
150000,8,10008,-72.0,73
150000,9,10009,-90.0,91
150000,10,10010,-61.0,62
150000,11,10011,-75.0,76
150000,12,10012,-61.0,62
150000,13,10013,-69.0,70
150000,14,10014,-84.0,85
150000,15,10015,-88.0,89
150000,16,10016,-62.0,63
150000,17,10017,-72.0,73
150000,18,10018,-263.0,264
150000,19,10019,-121.0,122
155000,0,10000,-82.0,83
155000,1,10001,-94.0,95
155000,2,10002,-82.0,83
155000,3,10003,-203.0,204
155000,4,10004,-95.0,96
155000,5,10005,-74.0,75
155000,6,10006,-79.0,80
155000,7,10007,-82.0,83
155000,8,10008,-95.0,96
155000,9,10009,-94.0,95
155000,10,10010,-81.0,82
155000,11,10011,-102.0,103
155000,12,10012,-88.0,89
155000,13,10013,-70.0,71
155000,14,10014,-71.0,72
155000,15,10015,-88.0,89
155000,16,10016,-70.0,71
155000,17,10017,-82.0,83
155000,18,10018,-62.0,63
155000,19,10019,-94.0,95
160000,0,10000,-104.0,105
160000,1,10001,-61.0,62
160000,2,10002,-98.0,99
160000,3,10003,-62.0,63
160000,4,10004,-61.0,62
160000,5,10005,-87.0,88
160000,6,10006,-100.0,101
160000,7,10007,-85.0,86
160000,8,10008,-83.0,84
160000,9,10009,-79.0,80
160000,10,10010,-75.0,76
160000,11,10011,-80.0,81
160000,12,10012,-86.0,87
160000,13,10013,-98.0,99
160000,14,10014,-100.0,101
160000,15,10015,-75.0,76
160000,16,10016,-77.0,78
160000,17,10017,-102.0,103
160000,18,10018,-74.0,75
160000,19,10019,-85.0,86
165000,0,10000,-94.0,95
165000,1,10001,-76.0,77
165000,2,10002,-83.0,84
165000,3,10003,-80.0,81
165000,4,10004,-229.0,230
165000,5,10005,-92.0,93
165000,6,10006,-70.0,71
165000,7,10007,-85.0,86
165000,8,10008,-72.0,73
165000,9,10009,-81.0,82
165000,10,10010,-84.0,85
165000,11,10011,-90.0,91
165000,12,10012,-82.0,83
165000,13,10013,-69.0,70
165000,14,10014,-69.0,70
165000,15,10015,-81.0,82
165000,16,10016,-77.0,78
165000,17,10017,-84.0,85
165000,18,10018,-87.0,88
165000,19,10019,-73.0,74
170000,0,10000,-73.0,74
170000,1,10001,-94.0,95
170000,2,10002,-74.0,75
170000,3,10003,-159.0,160
170000,4,10004,-83.0,84
170000,5,10005,-93.0,94
170000,6,10006,-79.0,80
170000,7,10007,-122.0,123
170000,8,10008,-133.0,134
170000,9,10009,-90.0,91
170000,10,10010,-81.0,82
170000,11,10011,-99.0,100
170000,12,10012,-74.0,75
170000,13,10013,-73.0,74
170000,14,10014,-152.0,153
170000,15,10015,-83.0,84
170000,16,10016,-88.0,89
170000,17,10017,-74.0,75
170000,18,10018,-82.0,83
170000,19,10019,-99.0,100
175000,0,10000,-90.0,91
175000,1,10001,-99.0,100
175000,2,10002,-78.0,79
175000,3,10003,-70.0,71
175000,4,10004,-94.0,95
175000,5,10005,-72.0,73
175000,6,10006,-92.0,93
175000,7,10007,-174.0,175
175000,8,10008,-116.0,117
175000,9,10009,-97.0,98
175000,10,10010,-73.0,74
175000,11,10011,-92.0,93
175000,12,10012,-85.0,86
175000,13,10013,-80.0,81
175000,14,10014,-84.0,85
175000,15,10015,-73.0,74
175000,16,10016,-211.0,212
175000,17,10017,-74.0,75
175000,18,10018,-72.0,73
175000,19,10019,-74.0,75
180000,0,10000,-69.0,70
180000,1,10001,-73.0,74
180000,2,10002,-69.0,70
180000,3,10003,-69.0,70
180000,4,10004,-83.0,84
180000,5,10005,-61.0,62
180000,6,10006,-87.0,88
180000,7,10007,-104.0,105
180000,8,10008,-93.0,94
180000,9,10009,-69.0,70
180000,10,10010,-69.0,70
180000,11,10011,-88.0,89
180000,12,10012,-62.0,63
180000,13,10013,-69.0,70
180000,14,10014,-70.0,71
180000,15,10015,-69.0,70
180000,16,10016,-77.0,78
180000,17,10017,-69.0,70
180000,18,10018,-69.0,70
180000,19,10019,-91.0,92
185000,0,10000,-73.0,74
185000,1,10001,-102.0,103
185000,2,10002,-87.0,88
185000,3,10003,-69.0,70
185000,4,10004,-110.0,111
185000,5,10005,-70.0,71
185000,6,10006,-78.0,79
185000,7,10007,-165.0,166
185000,8,10008,-91.0,92
185000,9,10009,-73.0,74
185000,10,10010,-83.0,84
185000,11,10011,-70.0,71
185000,12,10012,-74.0,75
185000,13,10013,-92.0,93
185000,14,10014,-87.0,88
185000,15,10015,-81.0,82
185000,16,10016,-70.0,71
185000,17,10017,-73.0,74
185000,18,10018,-83.0,84
185000,19,10019,-74.0,75
190000,0,10000,-86.0,87
190000,1,10001,-87.0,88
190000,2,10002,-98.0,99
190000,3,10003,-89.0,90
190000,4,10004,-71.0,72
190000,5,10005,-196.0,197
190000,6,10006,-500.0,500
190000,7,10007,-76.0,77
190000,8,10008,-85.0,86
190000,9,10009,-86.0,87
190000,10,10010,-130.0,131
190000,11,10011,-500.0,500
190000,12,10012,-123.0,124
190000,13,10013,-111.0,112
190000,14,10014,-500.0,500
190000,15,10015,-112.0,113
190000,16,10016,-184.0,185
190000,17,10017,-76.0,77
190000,18,10018,-94.0,95
190000,19,10019,-101.0,102
195000,0,10000,-76.0,77
195000,1,10001,-76.0,77
195000,2,10002,-75.0,76
195000,3,10003,-95.0,96
195000,4,10004,-111.0,112
195000,5,10005,-86.0,87
195000,6,10006,-77.0,78
195000,7,10007,-102.0,103
195000,8,10008,-77.0,78
195000,9,10009,-81.0,82
195000,10,10010,-85.0,86
195000,11,10011,-77.0,78
195000,12,10012,-84.0,85
195000,13,10013,-123.0,124
195000,14,10014,-101.0,102
195000,15,10015,-75.0,76
195000,16,10016,-76.0,77
195000,17,10017,-88.0,89
195000,18,10018,-77.0,78
195000,19,10019,-84.0,85
200000,0,10000,-88.0,89
200000,1,10001,-82.0,83
200000,2,10002,-89.0,90
200000,3,10003,-80.0,81
200000,4,10004,-90.0,91
200000,5,10005,-84.0,85
200000,6,10006,-73.0,74
200000,7,10007,-73.0,74
200000,8,10008,-77.0,78
200000,9,10009,-77.0,78
200000,10,10010,-77.0,78
200000,11,10011,-81.0,82
200000,12,10012,-120.0,121
200000,13,10013,-94.0,95
200000,14,10014,-106.0,107
200000,15,10015,-88.0,89
200000,16,10016,-95.0,96
200000,17,10017,-77.0,78
200000,18,10018,-86.0,87
200000,19,10019,-81.0,82
