episode,ending_environment_step,episode_return,episode_length
0,500,-500.0,500
1,1000,-500.0,500
2,1320,-317.0,318
3,1480,-152.0,153
4,1980,-500.0,500
5,2350,-371.0,372
6,2730,-379.0,380
7,2860,-131.0,132
8,3360,-500.0,500
9,3610,-252.0,253
10,3870,-252.0,253
11,4180,-315.0,316
12,4360,-179.0,180
13,4570,-211.0,212
14,5070,-500.0,500
15,5570,-500.0,500
16,5920,-345.0,346
17,6420,-500.0,500
18,6900,-480.0,481
19,7400,-500.0,500
20,7900,-500.0,500
21,8290,-393.0,394
22,8610,-318.0,319
23,9110,-500.0,500
24,9610,-500.0,500
25,10110,-500.0,500
26,10610,-500.0,500
27,11110,-500.0,500
28,11610,-500.0,500
29,12110,-500.0,500
30,12610,-500.0,500
31,13110,-500.0,500
32,13610,-500.0,500
33,14000,-390.0,391
34,14320,-311.0,312
35,14490,-176.0,177
36,14990,-500.0,500
37,15490,-500.0,500
38,15990,-500.0,500
39,16240,-245.0,246
40,16740,-500.0,500
41,17240,-500.0,500
42,17720,-476.0,477
43,18220,-500.0,500
44,18720,-500.0,500
45,19220,-500.0,500
46,19720,-500.0,500
47,20030,-315.0,316
48,20530,-500.0,500
49,21030,-500.0,500
50,21530,-500.0,500
51,22030,-500.0,500
52,22530,-500.0,500
53,23030,-500.0,500
54,23530,-500.0,500
55,24030,-500.0,500
56,24520,-485.0,486
57,24770,-254.0,255
58,25000,-221.0,222
59,25500,-500.0,500
60,26000,-500.0,500
61,26500,-500.0,500
62,27000,-500.0,500
63,27500,-500.0,500
64,28000,-500.0,500
65,28500,-500.0,500
66,29000,-500.0,500
67,29500,-500.0,500
68,30000,-500.0,500
69,30500,-500.0,500
70,30740,-246.0,247
71,31240,-500.0,500
72,31740,-500.0,500
73,32240,-500.0,500
74,32740,-500.0,500
75,33240,-500.0,500
76,33740,-500.0,500
77,34240,-500.0,500
78,34740,-500.0,500
79,35240,-500.0,500
80,35740,-500.0,500
81,36240,-500.0,500
82,36740,-500.0,500
83,37240,-500.0,500
84,37740,-500.0,500
85,38240,-500.0,500
86,38740,-500.0,500
87,39240,-500.0,500
88,39740,-500.0,500
89,40240,-500.0,500
90,40740,-500.0,500
91,41240,-500.0,500
92,41740,-500.0,500
93,42240,-500.0,500
94,42740,-500.0,500
95,43240,-500.0,500
96,43740,-500.0,500
97,44240,-500.0,500
98,44740,-500.0,500
99,45130,-385.0,386
100,45630,-500.0,500
101,46130,-500.0,500
102,46480,-351.0,352
103,46740,-262.0,263
104,46950,-208.0,209
105,47220,-262.0,263
106,47460,-246.0,247
107,47960,-500.0,500
108,48320,-355.0,356
109,48820,-500.0,500
110,49180,-358.0,359
111,49650,-468.0,469
112,50150,-500.0,500
113,50350,-200.0,201
114,50850,-500.0,500
115,51350,-500.0,500
116,51700,-356.0,357
117,52200,-500.0,500
118,52700,-500.0,500
119,53200,-500.0,500
120,53700,-500.0,500
121,54110,-401.0,402
122,54610,-500.0,500
123,55110,-500.0,500
124,55610,-500.0,500
125,56110,-500.0,500
126,56610,-500.0,500
127,57110,-500.0,500
128,57610,-500.0,500
129,58110,-500.0,500
130,58610,-500.0,500
131,59110,-500.0,500
132,59430,-325.0,326
133,59670,-237.0,238
134,59990,-321.0,322
135,60260,-270.0,271
136,60510,-249.0,250
137,60720,-210.0,211
138,61100,-373.0,374
139,61320,-225.0,226
140,61500,-178.0,179
141,61640,-136.0,137
142,61800,-157.0,158
143,62030,-227.0,228
144,62160,-132.0,133
145,62280,-116.0,117
146,62530,-253.0,254
147,62750,-220.0,221
148,62920,-165.0,166
149,63400,-484.0,485
150,63600,-194.0,195
151,63760,-162.0,163
152,63980,-214.0,215
153,64150,-171.0,172
154,64280,-127.0,128
155,64780,-500.0,500
156,64970,-191.0,192
157,65090,-118.0,119
158,65310,-224.0,225
159,65450,-139.0,140
160,65620,-169.0,170
161,65760,-136.0,137
162,65970,-215.0,216
163,66180,-206.0,207
164,66350,-172.0,173
165,66470,-113.0,114
166,66630,-165.0,166
167,66780,-146.0,147
168,66960,-182.0,183
169,67090,-129.0,130
170,67380,-281.0,282
171,67700,-318.0,319
172,68070,-370.0,371
173,68430,-366.0,367
174,68730,-295.0,296
175,69050,-324.0,325
176,69260,-205.0,206
177,69700,-436.0,437
178,69860,-164.0,165
179,70000,-141.0,142
180,70200,-192.0,193
181,70570,-372.0,373
182,70830,-256.0,257
183,71190,-357.0,358
184,71360,-176.0,177
185,71620,-255.0,256
186,71890,-269.0,270
187,72050,-158.0,159
188,72230,-181.0,182
189,72440,-207.0,208
190,72700,-265.0,266
191,72830,-125.0,126
192,73330,-500.0,500
193,73490,-158.0,159
194,73690,-197.0,198
195,73790,-104.0,105
196,73910,-120.0,121
197,74130,-214.0,215
198,74270,-141.0,142
199,74360,-88.0,89
200,74510,-146.0,147
201,74630,-124.0,125
202,74740,-113.0,114
203,74880,-132.0,133
204,75050,-173.0,174
205,75150,-98.0,99
206,75270,-123.0,124
207,75360,-83.0,84
208,75460,-99.0,100
209,75610,-154.0,155
210,75700,-85.0,86
211,75810,-111.0,112
212,75950,-135.0,136
213,76070,-118.0,119
214,76150,-85.0,86
215,76370,-215.0,216
216,76530,-160.0,161
217,76710,-183.0,184
218,76820,-102.0,103
219,76990,-169.0,170
220,77090,-105.0,106
221,77210,-114.0,115
222,77370,-157.0,158
223,77520,-153.0,154
224,77600,-84.0,85
225,77700,-92.0,93
226,77820,-117.0,118
227,77930,-110.0,111
228,78010,-78.0,79
229,78150,-139.0,140
230,78290,-142.0,143
231,78440,-151.0,152
232,78600,-158.0,159
233,78690,-89.0,90
234,78790,-95.0,96
235,78870,-81.0,82
236,78960,-88.0,89
237,79040,-85.0,86
238,79210,-163.0,164
239,79320,-114.0,115
240,79420,-95.0,96
241,79510,-87.0,88
242,79610,-105.0,106
243,79690,-74.0,75
244,79800,-109.0,110
245,79900,-100.0,101
246,80000,-100.0,101
247,80130,-131.0,132
248,80300,-166.0,167
249,80430,-130.0,131
250,80550,-121.0,122
251,80730,-183.0,184
252,80830,-98.0,99
253,80940,-109.0,110
254,81020,-72.0,73
255,81120,-103.0,104
