episode,ending_environment_step,episode_return,episode_length
0,500,-500.0,500
1,1000,-500.0,500
2,1500,-500.0,500
3,1680,-179.0,180
4,1830,-146.0,147
5,2290,-454.0,455
6,2380,-89.0,90
7,2800,-422.0,423
8,3250,-451.0,452
9,3750,-500.0,500
10,4100,-347.0,348
11,4600,-500.0,500
12,4750,-146.0,147
13,5070,-320.0,321
14,5570,-500.0,500
15,5950,-385.0,386
16,6110,-154.0,155
17,6250,-140.0,141
18,6750,-500.0,500
19,6990,-237.0,238
20,7190,-199.0,200
21,7590,-406.0,407
22,8020,-423.0,424
23,8520,-500.0,500
24,8930,-409.0,410
25,9410,-479.0,480
26,9910,-500.0,500
27,10410,-500.0,500
28,10910,-500.0,500
29,11410,-500.0,500
30,11600,-189.0,190
31,12100,-500.0,500
32,12430,-334.0,335
33,12630,-194.0,195
34,13070,-439.0,440
35,13570,-500.0,500
36,13800,-227.0,228
37,14090,-289.0,290
38,14380,-297.0,298
39,14610,-224.0,225
40,14960,-347.0,348
41,15410,-450.0,451
42,15910,-500.0,500
43,16140,-235.0,236
44,16630,-484.0,485
45,16900,-265.0,266
46,17130,-234.0,235
47,17630,-500.0,500
48,18130,-500.0,500
49,18630,-500.0,500
50,19050,-416.0,417
51,19550,-500.0,500
52,19780,-233.0,234
53,20100,-316.0,317
54,20320,-216.0,217
55,20510,-194.0,195
56,20670,-159.0,160
57,20830,-156.0,157
58,21080,-248.0,249
59,21370,-294.0,295
60,21580,-203.0,204
61,21850,-274.0,275
62,21950,-94.0,95
63,22080,-135.0,136
64,22330,-244.0,245
65,22830,-500.0,500
66,23190,-360.0,361
67,23430,-246.0,247
68,23700,-263.0,264
69,24120,-416.0,417
70,24460,-345.0,346
71,24960,-500.0,500
72,25270,-309.0,310
73,25770,-500.0,500
74,26050,-279.0,280
75,26550,-500.0,500
76,26840,-287.0,288
77,27180,-337.0,338
78,27680,-500.0,500
79,28180,-500.0,500
80,28680,-500.0,500
81,29180,-500.0,500
82,29680,-500.0,500
83,30180,-500.0,500
84,30680,-500.0,500
85,31180,-500.0,500
86,31680,-500.0,500
87,32180,-500.0,500
88,32430,-254.0,255
89,32660,-227.0,228
90,32930,-270.0,271
91,33430,-500.0,500
92,33930,-500.0,500
93,34430,-500.0,500
94,34930,-500.0,500
95,35430,-500.0,500
96,35890,-459.0,460
97,36350,-457.0,458
98,36850,-500.0,500
99,37240,-388.0,389
100,37630,-390.0,391
101,37970,-343.0,344
102,38470,-500.0,500
103,38970,-500.0,500
104,39470,-500.0,500
105,39970,-500.0,500
106,40470,-500.0,500
107,40830,-351.0,352
108,41260,-435.0,436
109,41620,-355.0,356
110,42030,-413.0,414
111,42320,-291.0,292
112,42820,-500.0,500
113,43110,-285.0,286
114,43540,-431.0,432
115,43890,-352.0,353
116,44160,-265.0,266
117,44480,-319.0,320
118,44780,-298.0,299
119,45150,-367.0,368
120,45520,-372.0,373
121,45830,-312.0,313
122,46300,-464.0,465
123,46800,-500.0,500
124,47190,-388.0,389
125,47610,-417.0,418
126,47930,-319.0,320
127,48310,-380.0,381
128,48700,-393.0,394
129,49200,-500.0,500
130,49470,-269.0,270
131,49970,-500.0,500
132,50230,-255.0,256
133,50660,-431.0,432
134,51160,-500.0,500
135,51660,-500.0,500
136,52160,-500.0,500
137,52660,-500.0,500
138,52970,-308.0,309
139,53470,-500.0,500
140,53750,-284.0,285
141,54250,-500.0,500
142,54750,-500.0,500
143,55200,-446.0,447
144,55700,-500.0,500
145,56010,-307.0,308
146,56220,-210.0,211
147,56720,-500.0,500
148,57060,-345.0,346
149,57460,-390.0,391
150,57960,-500.0,500
151,58230,-269.0,270
152,58410,-185.0,186
153,58720,-304.0,305
154,58910,-193.0,194
155,59120,-207.0,208
156,59390,-273.0,274
157,59890,-500.0,500
158,60390,-500.0,500
159,60740,-350.0,351
160,61170,-421.0,422
161,61380,-218.0,219
162,61880,-500.0,500
163,62380,-500.0,500
164,62880,-500.0,500
165,63380,-500.0,500
166,63880,-500.0,500
167,64380,-500.0,500
168,64880,-500.0,500
169,65380,-500.0,500
170,65540,-154.0,155
171,65730,-186.0,187
172,66230,-500.0,500
173,66620,-390.0,391
174,66760,-137.0,138
175,67130,-372.0,373
176,67320,-187.0,188
177,67470,-153.0,154
178,67620,-147.0,148
179,68030,-415.0,416
180,68290,-256.0,257
181,68650,-359.0,360
182,68920,-269.0,270
183,69060,-140.0,141
184,69340,-277.0,278
185,69560,-223.0,224
186,69980,-414.0,415
187,70210,-233.0,234
188,70530,-312.0,313
189,70710,-180.0,181
190,70850,-143.0,144
191,71020,-163.0,164
192,71320,-302.0,303
193,71430,-113.0,114
194,71650,-215.0,216
195,71800,-151.0,152
196,72010,-208.0,209
197,72270,-261.0,262
198,72370,-101.0,102
199,72470,-91.0,92
200,72600,-138.0,139
201,72710,-106.0,107
202,72810,-93.0,94
203,72930,-121.0,122
204,73040,-112.0,113
205,73170,-133.0,134
206,73380,-201.0,202
207,73530,-150.0,151
208,73750,-220.0,221
209,73930,-184.0,185
210,74040,-108.0,109
211,74170,-130.0,131
212,74310,-132.0,133
213,74490,-184.0,185
214,74660,-164.0,165
215,74780,-121.0,122
216,74950,-174.0,175
217,75040,-84.0,85
218,75140,-99.0,100
219,75290,-151.0,152
220,75470,-182.0,183
221,75720,-243.0,244
222,75930,-207.0,208
223,76110,-185.0,186
224,76360,-250.0,251
225,76510,-151.0,152
226,76690,-179.0,180
227,76910,-216.0,217
228,77050,-135.0,136
229,77180,-133.0,134
230,77310,-131.0,132
231,77500,-185.0,186
232,77660,-155.0,156
233,77790,-138.0,139
234,77980,-185.0,186
235,78220,-240.0,241
236,78350,-124.0,125
237,78440,-88.0,89
238,78620,-183.0,184
239,78710,-93.0,94
240,78830,-120.0,121
241,79000,-167.0,168
242,79150,-142.0,143
243,79220,-78.0,79
244,79320,-96.0,97
245,79390,-68.0,69
246,79890,-500.0,500
247,80020,-128.0,129
248,80150,-133.0,134
249,80260,-103.0,104
250,80370,-112.0,113
251,80480,-106.0,107
252,80560,-82.0,83
253,80650,-85.0,86
254,80730,-81.0,82
255,80900,-170.0,171
