environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples
1000,94,-0.0195610374212265,0.08880448341369629,-0.1039591133594513,-0.0195610374212265,0.0195610374212265,0.1878044834136963,0.1878044834136963,-0.003959113359451288,0.003959113359451288,1,0.6683333333333333,401,340,60
2000,194,-0.0027417950332164764,0.09294169396162033,-0.17130640149116516,-0.0027417950332164764,0.0027417950332164764,0.19194169396162034,0.19194169396162034,-0.07130640149116516,0.07130640149116516,1,0.8034265103697025,891,800,91
3000,294,0.01850961521267891,0.09411603212356567,-0.14300143718719482,0.01850961521267891,0.01850961521267891,0.19311603212356568,0.19311603212356568,-0.04300143718719482,0.04300143718719482,1,0.8170805572380375,1349,1150,199
4000,394,0.00015001371502876282,-0.11848365515470505,-0.11483526229858398,0.00015001371502876282,0.00015001371502876282,-0.019483655154705043,0.019483655154705043,-0.014835262298583979,0.014835262298583979,0,0.6142050040355125,1522,1316,206
5000,494,-0.006907302886247635,-0.1228657215833664,-0.13339665532112122,-0.006907302886247635,0.006907302886247635,-0.02386572158336639,0.02386572158336639,-0.03339665532112121,0.03339665532112121,0,0.45815106445027703,1571,1362,209
6000,594,-0.002588905394077301,-0.10771526396274567,-0.07106927037239075,-0.002588905394077301,0.002588905394077301,-0.008715263962745662,0.008715263962745662,0.02893072962760926,0.02893072962760926,0,0.37205579693574203,1627,1416,211
7000,694,0.012086465954780579,-0.020174454897642136,-0.10687892138957977,0.012086465954780579,0.012086465954780579,0.07882554510235787,0.07882554510235787,-0.006878921389579767,0.006878921389579767,0,0.31653187887906714,1683,1470,213
8000,794,-0.008220776915550232,-0.02963508851826191,-0.10969414561986923,-0.008220776915550232,0.008220776915550232,0.0693649114817381,0.0693649114817381,-0.009694145619869227,0.009694145619869227,0,0.2771392081736909,1736,1521,215
9000,894,-0.008573431521654129,-0.03050522692501545,-0.12352166324853897,-0.008573431521654129,0.008573431521654129,0.06849477307498456,0.06849477307498456,-0.023521663248538965,0.023521663248538965,0,0.2486126526082131,1792,1573,219
10000,994,-0.015655703842639923,-0.08324119448661804,-0.11453378200531006,-0.015655703842639923,0.015655703842639923,0.015758805513381963,0.015758805513381963,-0.014533782005310053,0.014533782005310053,0,0.22518990443518747,1838,1616,222
