environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples,action_2_samples,action_3_samples,action_4_samples,action_5_samples,action_6_samples,action_7_samples,action_8_samples,action_9_samples
11000,1094,-0.006282024085521698,0.009629156440496445,0.015410440042614937,-0.006282024085521698,0.006282024085521698,0.10862915644049645,0.10862915644049645,0.11541044004261494,0.11541044004261494,1,0.9008121651978572,5213,725,151,1471,669,117,43,319,639,995,84
12000,1194,0.012244455516338348,0.029754839837551117,-0.021993694826960564,0.012244455516338348,0.012244455516338348,0.12875483983755112,0.12875483983755112,0.07800630517303944,0.07800630517303944,1,0.9056693663649357,5703,735,154,1516,671,120,49,322,741,1309,86
13000,1294,0.02875453233718872,0.01694711670279503,-0.014406628906726837,0.02875453233718872,0.02875453233718872,0.11594711670279503,0.11594711670279503,0.08559337109327317,0.08559337109327317,0,0.8737388296339003,6062,743,159,1609,675,123,49,323,747,1546,88
14000,1394,0.00901464931666851,0.004585951566696167,-0.02016160637140274,0.00901464931666851,0.00901464931666851,0.10358595156669617,0.10358595156669617,0.07983839362859727,0.07983839362859727,0,0.8353434714210802,6372,802,162,1613,676,130,52,325,973,1548,91
15000,1494,0.0023944787681102753,0.01794329658150673,0.009041126817464828,0.0023944787681102753,0.0023944787681102753,0.11694329658150673,0.11694329658150673,0.10904112681746483,0.10904112681746483,1,0.8358830008566883,6830,1219,167,1617,680,137,58,327,980,1551,93
16000,1594,-0.024779289960861206,0.0073373690247535706,-0.08186134696006775,-0.024779289960861206,0.024779289960861206,0.10633736902475358,0.10633736902475358,0.018138653039932257,0.018138653039932257,1,0.8421597973750864,7315,1653,173,1618,684,149,63,330,989,1559,96
17000,1694,0.013300390914082527,0.008926613256335258,-0.0046509429812431335,0.013300390914082527,0.013300390914082527,0.10792661325633526,0.10792661325633526,0.09534905701875687,0.09534905701875687,0,0.8372419755754891,7747,1679,178,1935,685,167,66,335,1039,1564,99
18000,1794,0.010121120139956474,0.013813726603984833,-0.006151061505079269,0.010121120139956474,0.010121120139956474,0.11281372660398484,0.11281372660398484,0.09384893849492074,0.09384893849492074,1,0.8377743746809597,8206,1990,180,1943,687,169,71,339,1157,1567,102
19000,1894,-0.010319435968995094,0.009815039113163948,-0.055719971656799316,-0.010319435968995094,0.010319435968995094,0.10881503911316395,0.10881503911316395,0.04428002834320069,0.04428002834320069,1,0.843146764962654,8692,2434,183,1947,692,170,75,342,1164,1575,109
20000,1994,-0.010310901328921318,0.009074034169316292,-0.0047019049525260925,-0.010310901328921318,0.010310901328921318,0.1080740341693163,0.1080740341693163,0.09529809504747391,0.09529809504747391,1,0.8478381374722838,9177,2822,188,2004,694,173,82,352,1172,1578,111
21000,2094,-0.012649829499423504,-0.01914779283106327,-0.04206188768148422,-0.012649829499423504,0.012649829499423504,0.07985220716893673,0.07985220716893673,0.05793811231851578,0.05793811231851578,0,0.8178670360110804,9448,2825,193,2177,697,250,85,352,1173,1582,114
22000,2194,0.008220826275646687,-0.006664391607046127,0.011351149529218674,0.008220826275646687,0.008220826275646687,0.09233560839295388,0.09233560839295388,0.11135114952921868,0.11135114952921868,0,0.7616912235746316,9512,2830,195,2182,698,283,85,352,1190,1583,114
23000,2294,-0.0004432164132595062,-0.006606016308069229,-0.03740750253200531,-0.0004432164132595062,0.0004432164132595062,0.09239398369193078,0.09239398369193078,0.0625924974679947,0.0625924974679947,0,0.7110549025442643,9558,2855,197,2182,698,284,85,352,1206,1584,115
24000,2394,0.0042653512209653854,-0.009959930554032326,-0.05758165568113327,0.0042653512209653854,0.0042653512209653854,0.08904006944596768,0.08904006944596768,0.042418344318866735,0.042418344318866735,0,0.667245571378951,9605,2863,199,2193,698,284,86,352,1230,1585,115
25000,2494,0.000785578042268753,-0.012291396036744118,-0.0015984736382961273,0.000785578042268753,0.000785578042268753,0.08670860396325589,0.08670860396325589,0.09840152636170388,0.09840152636170388,0,0.62877060394814,9651,2900,199,2197,700,285,86,352,1230,1586,116
26000,2594,-0.011131552048027515,-0.00880529172718525,-0.015880610793828964,-0.011131552048027515,0.011131552048027515,0.09019470827281476,0.09019470827281476,0.08411938920617104,0.08411938920617104,1,0.5949941721366787,9699,2943,201,2197,700,287,86,352,1231,1586,116
27000,2694,-0.01578913815319538,-0.00542793981730938,-0.048231497406959534,-0.01578913815319538,0.01578913815319538,0.09357206018269063,0.09357206018269063,0.05176850259304047,0.05176850259304047,1,0.5781752294114209,9892,3096,201,2218,703,291,90,355,1233,1587,117
28000,2794,0.005697314161807299,-0.016589397564530373,-0.009822322055697441,0.005697314161807299,0.005697314161807299,0.08241060243546963,0.08241060243546963,0.09017767794430256,0.09017767794430256,0,0.5591936741285221,10042,3112,203,2338,703,292,92,356,1237,1591,118
29000,2894,-0.002583990804851055,-0.011568386107683182,-0.0023149214684963226,-0.002583990804851055,0.002583990804851055,0.08743161389231682,0.08743161389231682,0.09768507853150368,0.09768507853150368,0,0.5337423312883436,10092,3129,204,2338,705,293,92,356,1246,1611,118
30000,2994,-0.004311132710427046,-0.014390945434570312,-0.022873833775520325,-0.004311132710427046,0.004311132710427046,0.08460905456542969,0.08460905456542969,0.07712616622447968,0.07712616622447968,0,0.5105740181268882,10140,3131,204,2363,705,303,93,358,1250,1615,118
31000,3094,0.004666594322770834,-0.023161660879850388,-0.03904720023274422,0.004666594322770834,0.004666594322770834,0.07583833912014962,0.07583833912014962,0.06095279976725579,0.06095279976725579,0,0.48931059332212345,10185,3149,204,2363,706,322,94,360,1251,1615,121
32000,3194,0.0013706153258681297,-0.02744360640645027,-0.0062310174107551575,0.0013706153258681297,0.0013706153258681297,0.07155639359354973,0.07155639359354973,0.09376898258924485,0.09376898258924485,0,0.4697776961234613,10228,3188,204,2363,707,323,95,360,1251,1616,121
33000,3294,-0.0029759593307971954,-0.02582182176411152,-0.015833880752325058,-0.0029759593307971954,0.0029759593307971954,0.07317817823588849,0.07317817823588849,0.08416611924767495,0.08416611924767495,0,0.452081316553727,10274,3227,205,2363,708,324,96,360,1253,1617,121
34000,3394,8.701998740434647e-05,-0.030740968883037567,0.03930652514100075,8.701998740434647e-05,8.701998740434647e-05,0.06825903111696244,0.06825903111696244,0.13930652514100075,0.13930652514100075,0,0.4353259034110098,10312,3236,205,2363,708,351,96,360,1253,1619,121
35000,3494,0.00621938006952405,-0.024600611999630928,0.003806712105870247,0.00621938006952405,0.00621938006952405,0.07439938800036908,0.07439938800036908,0.10380671210587025,0.10380671210587025,0,0.42028162155581705,10357,3237,205,2363,708,391,97,360,1253,1619,124
36000,3594,-0.0011994547676295042,-0.02889029122889042,0.007834515534341335,-0.0011994547676295042,0.0011994547676295042,0.07010970877110959,0.07010970877110959,0.10783451553434134,0.10783451553434134,0,0.40635987186498945,10402,3238,205,2363,708,431,98,361,1253,1619,126
37000,3694,-0.0007150357123464346,-0.0263809971511364,-0.049493458122015,-0.0007150357123464346,0.0007150357123464346,0.0726190028488636,0.0726190028488636,0.050506541877985006,0.050506541877985006,0,0.39401702961344287,10458,3239,206,2365,708,481,99,361,1253,1620,126
38000,3794,-0.0029581552371382713,-0.027042154222726822,-0.07628308236598969,-0.0029581552371382713,0.0029581552371382713,0.07195784577727318,0.07195784577727318,0.02371691763401032,0.02371691763401032,0,0.38222028226393134,10508,3239,207,2365,708,505,100,363,1274,1621,126
39000,3894,-0.002231012098491192,-0.03003738261759281,-0.04338506609201431,-0.002231012098491192,0.002231012098491192,0.0689626173824072,0.0689626173824072,0.05661493390798569,0.05661493390798569,0,0.3711151736745887,10556,3240,208,2365,708,505,101,363,1318,1622,126
40000,3994,0.007147694937884808,-0.03572433441877365,-0.04833466559648514,0.007147694937884808,0.007147694937884808,0.06327566558122635,0.06327566558122635,0.05166533440351487,0.05166533440351487,0,0.3608682339332494,10607,3261,208,2365,708,506,101,363,1347,1622,126
41000,4094,0.0027490309439599514,-0.05079248175024986,-0.05284622311592102,0.0027490309439599514,0.0027490309439599514,0.04820751824975014,0.04820751824975014,0.047153776884078985,0.047153776884078985,0,0.3509951232371161,10652,3301,208,2365,708,507,101,364,1347,1622,129
42000,4194,-0.001729191979393363,-0.04603961855173111,-0.01902279257774353,-0.001729191979393363,0.001729191979393363,0.052960381448268895,0.052960381448268895,0.08097720742225648,0.08097720742225648,0,0.341895907217483,10701,3323,208,2366,708,507,102,364,1369,1623,131
43000,4294,0.002106552477926016,-0.04825790598988533,-0.03195019066333771,0.002106552477926016,0.002106552477926016,0.050742094010114674,0.050742094010114674,0.0680498093366623,0.0680498093366623,0,0.3337468982630273,10760,3323,209,2366,708,508,102,365,1425,1623,131
44000,4394,-0.0005070398328825831,-0.04201436787843704,-0.07950811833143234,-0.0005070398328825831,0.0005070398328825831,0.05698563212156296,0.05698563212156296,0.020491881668567663,0.020491881668567663,0,0.3260201313965403,10818,3340,209,2366,709,508,102,365,1464,1623,132
45000,4494,-0.001774332718923688,-0.03683725744485855,-0.06949315220117569,-0.001774332718923688,0.001774332718923688,0.062162742555141454,0.062162742555141454,0.030506847798824316,0.030506847798824316,0,0.31837224972900124,10867,3366,209,2366,709,509,103,365,1484,1624,132
46000,4594,-0.0008232920663431287,-0.04169114679098129,-0.05641687288880348,-0.0008232920663431287,0.0008232920663431287,0.05730885320901871,0.05730885320901871,0.043583127111196523,0.043583127111196523,0,0.3114006328933489,10923,3366,211,2366,709,510,116,377,1511,1625,132
47000,4694,0.0015959228621795774,-0.04550504684448242,-0.07344568520784378,0.0015959228621795774,0.0015959228621795774,0.05349495315551758,0.05349495315551758,0.026554314792156225,0.026554314792156225,0,0.30421511224574743,10963,3366,211,2366,710,510,117,414,1511,1625,133
48000,4794,0.0007153092883527279,-0.0473681204020977,-0.03189437836408615,0.0007153092883527279,0.0007153092883527279,0.0516318795979023,0.0516318795979023,0.06810562163591385,0.06810562163591385,0,0.2976830949741815,11011,3366,212,2367,710,510,117,459,1512,1625,133
49000,4894,0.0005221199244260788,-0.04689687862992287,-0.020528269931674004,0.0005221199244260788,0.0005221199244260788,0.05210312137007714,0.05210312137007714,0.079471730068326,0.079471730068326,0,0.29171719301945487,11066,3368,213,2367,710,510,118,509,1512,1626,133
50000,4994,0.0012567256344482303,-0.04986720159649849,-0.00951223261654377,0.0012567256344482303,0.0012567256344482303,0.049132798403501515,0.049132798403501515,0.09048776738345624,0.09048776738345624,0,0.28580980301393816,11114,3370,213,2367,710,511,118,554,1512,1626,133
