environment_step,learning_update,safe_q,risky_q,maximum_noisy_q,safe_signed_error,safe_absolute_error,risky_signed_error,risky_absolute_error,noisy_signed_error,noisy_absolute_error,greedy_risky_choice,training_risky_fraction,noisy_state_visits,action_0_samples,action_1_samples
29000,2894,0.003654805012047291,-0.05466329678893089,-0.05970210209488869,0.003654805012047291,0.003654805012047291,0.04433670321106911,0.04433670321106911,0.04029789790511132,0.04029789790511132,0,0.17157516260655273,4247,1679,2568
30000,2994,0.0028133168816566467,-0.05058463290333748,-0.05329307168722153,0.0028133168816566467,0.0028133168816566467,0.048415367096662526,0.048415367096662526,0.04670692831277848,0.04670692831277848,0,0.16677037958929683,4288,1707,2581
31000,3094,-0.0016429340466856956,-0.06938119977712631,-0.040899284183979034,-0.0016429340466856956,0.0016429340466856956,0.029618800222873692,0.029618800222873692,0.05910071581602097,0.05910071581602097,0,0.1621804003898928,4326,1712,2614
32000,3194,-0.0006547793745994568,-0.07365533709526062,-0.0716012641787529,-0.0006547793745994568,0.0006547793745994568,0.025344662904739385,0.025344662904739385,0.028398735821247106,0.028398735821247106,0,0.15824525843347328,4372,1741,2631
33000,3294,0.00029196683317422867,-0.07011891901493073,-0.09588450193405151,0.00029196683317422867,0.00029196683317422867,0.02888108098506928,0.02888108098506928,0.004115498065948492,0.004115498065948492,0,0.1547748189103125,4423,1789,2634
34000,3394,0.0009782086126506329,-0.0804164707660675,-0.1197848841547966,0.0009782086126506329,0.0009782086126506329,0.0185835292339325,0.0185835292339325,-0.019784884154796595,0.019784884154796595,0,0.15180053524848403,4481,1839,2642
35000,3494,-0.002053487114608288,-0.06739191710948944,-0.07039396464824677,-0.002053487114608288,0.002053487114608288,0.031608082890510564,0.031608082890510564,0.02960603535175324,0.02960603535175324,0,0.14862824888422158,4529,1885,2643
36000,3594,0.00048528797924518585,-0.0787920355796814,-0.06735117733478546,0.00048528797924518585,0.00048528797924518585,0.020207964420318608,0.020207964420318608,0.032648822665214544,0.032648822665214544,0,0.1459493872353971,4585,1918,2667
37000,3694,0.00400287751108408,-0.09812484681606293,-0.02748809941112995,0.00400287751108408,0.00400287751108408,0.0008751531839370774,0.0008751531839370774,0.07251190058887005,0.07251190058887005,0,0.14342223183658334,4641,1974,2667
38000,3794,-0.010459769517183304,-0.07865731418132782,-0.0261861439794302,-0.010459769517183304,0.010459769517183304,0.020342685818672185,0.020342685818672185,0.0738138560205698,0.0738138560205698,0,0.1405246413350141,4682,2012,2670
39000,3894,-0.0031202174723148346,-0.04907481372356415,-0.056516870856285095,-0.0031202174723148346,0.0031202174723148346,0.04992518627643586,0.04992518627643586,0.04348312914371491,0.04348312914371491,0,0.13778918808530502,4723,2048,2675
40000,3994,-0.001167241483926773,-0.027100736275315285,-0.09307495504617691,-0.001167241483926773,0.001167241483926773,0.07189926372468472,0.07189926372468472,0.006925044953823095,0.006925044953823095,0,0.13539596934430884,4770,2093,2677
41000,4094,-0.006299384403973818,-0.03453245386481285,-0.1544312983751297,-0.006299384403973818,0.006299384403973818,0.06446754613518715,0.06446754613518715,-0.054431298375129694,0.054431298375129694,0,0.13309750165819145,4816,2136,2680
42000,4194,-0.0027029328048229218,-0.056241557002067566,-0.07514370232820511,-0.0027029328048229218,0.0027029328048229218,0.04275844299793244,0.04275844299793244,0.024856297671794897,0.024856297671794897,0,0.13076488167353204,4857,2176,2681
43000,4294,-0.0015481635928153992,-0.04420347511768341,-0.14346623420715332,-0.0015481635928153992,0.0015481635928153992,0.054796524882316594,0.054796524882316594,-0.043466234207153315,0.043466234207153315,0,0.12854968243136844,4898,2214,2684
44000,4394,0.001723594032227993,-0.04184119403362274,-0.16018038988113403,0.001723594032227993,0.001723594032227993,0.05715880596637726,0.05715880596637726,-0.06018038988113403,0.06018038988113403,0,0.12664515798637785,4946,2252,2694
45000,4494,-0.006621506996452808,-0.04591195285320282,-0.10123784095048904,-0.006621506996452808,0.006621506996452808,0.053088047146797185,0.053088047146797185,-0.0012378409504890386,0.0012378409504890386,0,0.1246063877642825,4986,2266,2720
46000,4594,0.007019035518169403,-0.0807909220457077,-0.07584527134895325,0.007019035518169403,0.007019035518169403,0.018209077954292302,0.018209077954292302,0.02415472865104676,0.02415472865104676,0,0.12282757273969928,5032,2268,2764
47000,4694,0.0013745073229074478,-0.10185694694519043,-0.10092470049858093,0.0013745073229074478,0.0013745073229074478,-0.002856946945190425,0.002856946945190425,-0.0009247004985809271,0.0009247004985809271,0,0.12102275437675905,5074,2273,2801
48000,4794,0.008711857721209526,-0.11131341755390167,-0.14300212264060974,0.008711857721209526,0.008711857721209526,-0.012313417553901668,0.012313417553901668,-0.043002122640609736,0.043002122640609736,0,0.1197424592343761,5133,2276,2857
49000,4894,0.0020294785499572754,-0.13178782165050507,-0.11242702603340149,0.0020294785499572754,0.0020294785499572754,-0.03278782165050506,0.03278782165050506,-0.012427026033401484,0.012427026033401484,0,0.11838951909250679,5187,2326,2861
50000,4994,-0.0010772515088319778,-0.15212969481945038,-0.16786351799964905,-0.0010772515088319778,0.0010772515088319778,-0.053129694819450374,0.053129694819450374,-0.06786351799964904,0.06786351799964904,0,0.11686919228020014,5232,2363,2869
